"country","iso_code","year","cases_total","region","cases_imported","cfr","deaths_total","cfr_hi","cfr_lo"
"Cote d'Ivoire","CIV",1996,1345,"AFRO",NA,0.0163568773234201,22,0.024660292820802,0.0102784211604643
"Cote d'Ivoire","CIV",2001,5912,"AFRO",NA,0.0515899864682003,305,0.0575381847862936,0.0460893950239904
"Cote d'Ivoire","CIV",2002,4188,"AFRO",NA,0.03414517669532,143,0.0400995199045024,0.0288528157755305
"Cote d'Ivoire","CIV",2003,1034,"AFRO",NA,0.0483558994197292,50,0.0632572309779525,0.0361004767205145
"Cote d'Ivoire","CIV",2004,105,"AFRO",NA,0.0857142857142857,9,0.156483323205468,0.0399453596288538
"Cote d'Ivoire","CIV",2005,39,"AFRO",NA,0.153846153846154,6,0.305279924436713,0.0586242628607894
"Cote d'Ivoire","CIV",2006,414,"AFRO",NA,0.036231884057971,15,0.059055534960333,0.0204179292766408
"Cote d'Ivoire","CIV",2007,8,"AFRO",NA,0.125,1,0.526509670875207,0.00315972353125191
"Cote d'Ivoire","CIV",2008,7,"AFRO",NA,0.142857142857143,1,0.578723197043195,0.00361029686190059
"Cote d'Ivoire","CIV",2009,5,"AFRO",NA,0.4,2,0.853367200365327,0.0527449505263169
"Cote d'Ivoire","CIV",2010,32,"AFRO",NA,0,0,0.108881160679353,0
"Cote d'Ivoire","CIV",2011,1261,"AFRO",NA,0.0190325138778747,24,0.0281871963482683,0.0122316082338525
"Cote d'Ivoire","CIV",2012,424,"AFRO",NA,0.044811320754717,19,0.0690958828469465,0.0271916763174253
"Cote d'Ivoire","CIV",2013,56,"AFRO",NA,0.0357142857142857,2,0.123131807457996,0.00435481274105265
"Cote d'Ivoire","CIV",2014,235,"AFRO",NA,0.051063829787234,12,0.0874987605997328,0.0266604370437377
"Cote d'Ivoire","CIV",2015,199,"AFRO",NA,0.0301507537688442,6,0.064467228629633,0.0111435703835484
"Cote d'Ivoire","CIV",2021,12,"AFRO",NA,0,0,0.264648469397051,0
"Democratic Republic of Congo","COD",1978,3481,"AFRO",NA,0.0525711002585464,183,0.0605127415952503,0.0453920931755603
"Democratic Republic of Congo","COD",1979,5515,"AFRO",NA,0.0926563916591115,511,0.100616583752979,0.0851303168155331
"Democratic Republic of Congo","COD",1980,1051,"AFRO",NA,0.077069457659372,81,0.094882077650421,0.0616724560308857
"Democratic Republic of Congo","COD",1981,2379,"AFRO",NA,0.336275746111812,800,0.355662811415658,0.317292629674248
"Democratic Republic of Congo","COD",1982,10328,"AFRO",NA,0.0670991479473277,693,0.0720960033450725,0.0623481021466131
"Democratic Republic of Congo","COD",1983,2977,"AFRO",NA,0.0822976150487068,245,0.0927532936269251,0.0726718918141992
"Democratic Republic of Congo","COD",1984,162,"AFRO",NA,0.0185185185185185,3,0.0531630764692423,0.00383536717195243
"Democratic Republic of Congo","COD",1985,740,"AFRO",NA,0.0405405405405405,30,0.0573705798788084,0.0275168097058894
"Democratic Republic of Congo","COD",1986,1059,"AFRO",NA,0.118035882908404,125,0.139009494396292,0.0992135384965476
"Democratic Republic of Congo","COD",1987,1150,"AFRO",NA,0.189565217391304,218,0.213436670570147,0.167293710813197
"Democratic Republic of Congo","COD",1988,295,"AFRO",NA,0.108474576271186,32,0.149674190359154,0.0753891911391601
"Democratic Republic of Congo","COD",1989,99,"AFRO",NA,0.0606060606060606,6,0.127256840830197,0.0225637984991446
"Democratic Republic of Congo","COD",1990,468,"AFRO",NA,0.13034188034188,61,0.164261173086525,0.10118792565329
"Democratic Republic of Congo","COD",1991,4066,"AFRO",NA,0.0723069355632071,294,0.0807022295998285,0.0645326837419934
"Democratic Republic of Congo","COD",1992,1949,"AFRO",NA,0.030271934325295,59,0.0388764736655487,0.0231225545897424
"Democratic Republic of Congo","COD",1993,986,"AFRO",NA,0.177484787018256,175,0.202792532491669,0.154120382420701
"Democratic Republic of Congo","COD",1994,58057,"AFRO",NA,0.0720154331088413,4181,0.0741483459425083,0.069925423135634
"Democratic Republic of Congo","COD",1995,553,"AFRO",NA,0.0397830018083183,22,0.0596144754510052,0.0250968307482763
"Democratic Republic of Congo","COD",1996,7886,"AFRO",NA,0.0809028658381943,638,0.087140835892265,0.0749767472474337
"Democratic Republic of Congo","COD",1997,2421,"AFRO",NA,0.134655101197852,326,0.148901414497873,0.121299253177829
"Democratic Republic of Congo","COD",1998,34899,"AFRO",NA,0.0838419438952406,2926,0.0867987807838239,0.0809545814482372
"Democratic Republic of Congo","COD",1999,12711,"AFRO",NA,0.0616001888128393,783,0.0659205618129666,0.0574819215474437
"Democratic Republic of Congo","COD",2000,14995,"AFRO",NA,0.062754251417139,941,0.0667548785977282,0.0589243156701334
"Democratic Republic of Congo","COD",2001,5728,"AFRO",NA,0.068086592178771,390,0.0749199314953594,0.0616973175253946
"Democratic Republic of Congo","COD",2002,31658,"AFRO",NA,0.0625118453471476,1979,0.0652346997629742,0.059869607990299
"Democratic Republic of Congo","COD",2003,27272,"AFRO",NA,0.0362643003813435,989,0.0385513575517711,0.0340767425549402
"Democratic Republic of Congo","COD",2004,7665,"AFRO",NA,0.0297455968688845,228,0.0337973782412609,0.0260568869259881
"Democratic Republic of Congo","COD",2005,13430,"AFRO",NA,0.0181682799702159,244,0.0205716365873375,0.0159770794992009
"Democratic Republic of Congo","COD",2006,20642,"AFRO",NA,0.0206375351225656,426,0.0226700727798457,0.0187416273470761
"Democratic Republic of Congo","COD",2007,28269,"AFRO",NA,0.0212246630584739,600,0.0229725754732941,0.0195761454487867
"Democratic Republic of Congo","COD",2008,30150,"AFRO",NA,0.0181757877280265,548,0.0197475377795112,0.0166978822945239
"Democratic Republic of Congo","COD",2009,22899,"AFRO",NA,0.0103497969343639,237,0.0117464997360183,0.00907957413524465
"Democratic Republic of Congo","COD",2010,13884,"AFRO",NA,0.0131086142322097,182,0.0151420221619367,0.0112832535956281
"Democratic Republic of Congo","COD",2011,21700,"AFRO",NA,0.0269124423963134,584,0.0291530293941912,0.0247998275218745
"Democratic Republic of Congo","COD",2012,33661,"AFRO",NA,0.024330827961142,819,0.0260332506648523,0.0227111763405822
"Democratic Republic of Congo","COD",2013,26944,"AFRO",NA,0.0182229809976247,491,0.0198916093547676,0.0166594369083369
"Democratic Republic of Congo","COD",2014,22203,"AFRO",NA,0.0167544926361303,372,0.0185299714162639,0.015107207281801
"Democratic Republic of Congo","COD",2015,19182,"AFRO",NA,0.0143884892086331,276,0.0161753894676829,0.0127511035157802
"Democratic Republic of Congo","COD",2016,28093,"AFRO",NA,0.027017406471363,759,0.0289807592837958,0.0251527153279561
"Democratic Republic of Congo","COD",2017,56190,"AFRO",NA,0.0211781455775049,1190,0.0224025355003359,0.0200035692230872
"Democratic Republic of Congo","COD",2018,30768,"AFRO",NA,0.031591263650546,972,0.0336066663548206,0.0296649499796016
"Democratic Republic of Congo","COD",2019,30304,"AFRO",NA,0.0169614572333685,514,0.0184789898682756,0.0155375700563493
"Democratic Republic of Congo","COD",2020,19789,"AFRO",NA,0.0178887260599323,354,0.0198331967856061,0.0160878110949906
"Democratic Republic of Congo","COD",2021,12103,"AFRO",NA,0.0172684458398744,209,0.0197501909479575,0.0150229505878056
"Djibouti","DJI",1970,6,"AFRO",NA,0.5,3,0.881882751242975,0.118117248757025
"Djibouti","DJI",1971,440,"AFRO",NA,0.184090909090909,81,0.223523991473173,0.148969446490519
"Djibouti","DJI",1972,8,"AFRO",NA,0.375,3,0.755136783633448,0.0852334141372536
"Djibouti","DJI",1976,2,"AFRO",NA,0,0,0.841886116991581,0
"Djibouti","DJI",1977,2,"AFRO",NA,0,0,0.841886116991581,0
"Djibouti","DJI",1978,3,"AFRO",NA,0.666666666666667,2,0.991596241340387,0.0942993240502461
"Djibouti","DJI",1985,115,"AFRO",NA,0.0608695652173913,7,0.121397313879288,0.0248204388701864
"Djibouti","DJI",1993,10055,"AFRO",NA,0.00984584783689707,99,0.0119741121375369,0.00800921973418867
"Djibouti","DJI",1994,1122,"AFRO",NA,0.0133689839572193,15,0.0219543741421027,0.00750130420106856
"Djibouti","DJI",1997,2424,"AFRO",NA,0.0206270627062706,50,0.0271046677305558,0.0153476132267331
"Djibouti","DJI",1998,164,"AFRO",NA,0.0182926829268293,3,0.0525261734382539,0.00378839533656946
"Djibouti","DJI",2000,1828,"AFRO",NA,0.0175054704595186,32,0.0246232912764901,0.0120037585944237
"Djibouti","DJI",2007,1087,"AFRO",NA,0.0248390064397424,27,0.0359348159154987,0.0164314171218669
"Djibouti","DJI",2010,2047,"AFRO",NA,0.0092818759159746,19,0.0144570021386273,0.00559728245499076
"Djibouti","DJI",2011,127,"AFRO",NA,0.0078740157480315,1,0.0430896736820099,0.000199332949321125
"Equatorial Guinea","GNQ",1984,404,"AFRO",NA,0.0767326732673267,31,0.107149431031387,0.052729201821227
"Equatorial Guinea","GNQ",1985,108,"AFRO",NA,0.00925925925925926,1,0.0505105336567463,0.000234396672809092
"Equatorial Guinea","GNQ",2004,59,"AFRO",NA,0.0169491525423729,1,0.0908559328866493,0.000429023332723595
"Equatorial Guinea","GNQ",2005,6391,"AFRO",NA,0.00516351118760757,33,0.00724391497455867,0.00355690995395078
"Equatorial Guinea","GNQ",2006,0,"AFRO",NA,NA,0,NA,NA
"Eritrea","ERI",2005,0,"AFRO",NA,NA,0,NA,NA
"Eritrea","ERI",2006,0,"AFRO",NA,NA,0,NA,NA
"Eritrea","ERI",2007,119,"AFRO",NA,0.0756302521008403,9,0.138717119479646,0.0351654021976003
"Eritrea","ERI",2008,1,"AFRO",NA,0,0,0.975,0
"Eswatini","SWZ",1978,2,"AFRO",NA,NA,NA,NA,NA
"Eswatini","SWZ",1981,238,"AFRO",NA,0.0714285714285714,17,0.111902338941985,0.0421577903355504
"Eswatini","SWZ",1982,538,"AFRO",NA,0.0241635687732342,13,0.0409660033509144,0.0129273840259195
"Eswatini","SWZ",1992,2281,"AFRO",NA,0.0131521262604121,30,0.0187226212461928,0.00889080263290541
"Eswatini","SWZ",1996,2,"AFRO",NA,0,0,0.841886116991581,0
"Eswatini","SWZ",1998,7,"AFRO",NA,0,0,0.409616397225003,0
"Eswatini","SWZ",1999,7,"AFRO",NA,0,0,0.409616397225003,0
"Eswatini","SWZ",2000,141,"AFRO",NA,0.113475177304965,16,0.177729304900689,0.0662697169725685
"Eswatini","SWZ",2001,5612,"AFRO",NA,0.0190662865288667,107,0.022993730506071,0.0156509271048287
"Eswatini","SWZ",2002,134,"AFRO",NA,0.0149253731343284,2,0.0528746532043398,0.00181267058906039
"Eswatini","SWZ",2003,32,"AFRO",NA,0.40625,13,0.593550753423524,0.236984100551743
"Eswatini","SWZ",2004,1075,"AFRO",NA,0.0148837209302326,16,0.0240579580914623,0.00853063175236097
"Eswatini","SWZ",2005,0,"AFRO",NA,NA,0,NA,NA
"Eswatini","SWZ",2006,18,"AFRO",NA,0,0,0.185301968137852,0
"Eswatini","SWZ",2007,0,"AFRO",NA,NA,0,NA,NA
"Eswatini","SWZ",2008,1,"AFRO",NA,0,0,0.975,0
"Eswatini","SWZ",2009,19,"AFRO",NA,0,0,0.176466911806965,0
"Ethiopia","ETH",1970,850,"AFRO",NA,0.0847058823529412,72,0.105485284740248,0.066865341606242
"Ethiopia","ETH",1971,2187,"AFRO",NA,0.0566986739826246,124,0.0672290495329892,0.0473770548780137
"Ethiopia","ETH",1982,0,"AFRO",NA,NA,0,NA,NA
"Ethiopia","ETH",2004,16,"AFRO",NA,0,0,0.205907214207823,0
"Ethiopia","ETH",2005,0,"AFRO",NA,NA,0,NA,NA
"Ethiopia","ETH",2006,54070,"AFRO",NA,0.0106343628629554,575,0.0115349682707649,0.00978688560422471
"Ethiopia","ETH",2007,24121,"AFRO",NA,0.0112764810745823,272,0.0126902698021047,0.0099823697677469
"Ethiopia","ETH",2008,3862,"AFRO",NA,0.00595546349041947,23,0.00892279611503399,0.00377888761750504
"Ethiopia","ETH",2009,31509,"AFRO",NA,0.0137738423942366,434,0.015122413202773,0.0125160450319345
"Ethiopia","ETH",2010,1682,"AFRO",NA,0.0124851367419738,21,0.0190218335610283,0.00774465501642498
"Ethiopia","ETH",2019,2615,"AFRO",NA,0.0137667304015296,36,0.0190084486342884,0.00966017792303618
"Ethiopia","ETH",2020,12226,"AFRO",NA,0.0143955504662195,176,0.0166673600222212,0.0123594738628252
"Ethiopia","ETH",2021,674,"AFRO",NA,0.0103857566765579,7,0.0212809513555928,0.00418552311154976
"Gabon","GAB",1979,5,"AFRO",NA,0.4,2,0.853367200365327,0.0527449505263169
"Gabon","GAB",1981,7,"AFRO",NA,0,0,0.409616397225003,0
"Gabon","GAB",2002,6,"AFRO",NA,NA,NA,NA,NA
"Gabon","GAB",2003,629,"AFRO",NA,0,0,0.00584750959142235,0
"Gabon","GAB",2005,0,"AFRO",NA,NA,0,NA,NA
"Gabon","GAB",2006,0,"AFRO",NA,NA,0,NA,NA
"Gabon","GAB",2008,2,"AFRO",NA,0,0,0.841886116991581,0
"Gambia","GMB",1985,2,"AFRO",NA,0,0,0.841886116991581,0
"Gambia","GMB",1994,1,"AFRO",NA,0,0,0.975,0
"Gambia","GMB",1995,15,"AFRO",NA,0,0,0.218019360910534,0
"Gambia","GMB",1996,7,"AFRO",NA,0,0,0.409616397225003,0
"Gambia","GMB",2005,214,"AFRO",NA,0.0607476635514019,13,0.101640230107475,0.0327387630699074
"Gambia","GMB",2006,0,"AFRO",NA,NA,0,NA,NA
"Gambia","GMB",2007,12,"AFRO",NA,0.0833333333333333,1,0.384796165150944,0.00210759323186023
"Gambia","GMB",2008,1,"AFRO",NA,0,0,0.975,0
"Ghana","GHA",1970,2733,"AFRO",NA,0.0658616904500549,180,0.0758177636092857,0.0568483742934013
"Ghana","GHA",1971,13048,"AFRO",NA,0.0491263028816677,641,0.0529749064329217,0.045480429658522
"Ghana","GHA",1972,625,"AFRO",NA,0.0512,32,0.071513284970759,0.0352808148923536
"Ghana","GHA",1973,677,"AFRO",NA,0.0576070901033973,39,0.077912472337293,0.0412813023700531
"Ghana","GHA",1974,483,"AFRO",NA,0.0766045548654244,37,0.104045240072449,0.0545076312924661
"Ghana","GHA",1975,187,"AFRO",NA,0.053475935828877,10,0.0961434043633947,0.0259384429421014
"Ghana","GHA",1976,102,"AFRO",NA,0,0,0.035519326657884,0
"Ghana","GHA",1977,6565,"AFRO",NA,0.0537699923838538,353,0.0595038349774396,0.0484367506073839
"Ghana","GHA",1978,1853,"AFRO",NA,0.0647598488936859,120,0.0769402217531516,0.0539808618899197
"Ghana","GHA",1979,1783,"AFRO",NA,0.0633763320246775,113,0.0757018194610387,0.0525131378094273
"Ghana","GHA",1980,260,"AFRO",NA,0.0807692307692308,21,0.120815075162552,0.0506916483456397
"Ghana","GHA",1981,943,"AFRO",NA,0.0657476139978791,62,0.0834964228959882,0.0507763006468978
"Ghana","GHA",1982,11051,"AFRO",NA,0.110849696860013,1225,0.116851083083941,0.105054206472557
"Ghana","GHA",1983,14160,"AFRO",NA,0.0578389830508475,819,0.0618109925279445,0.0540499023508951
"Ghana","GHA",1984,1015,"AFRO",NA,0.09064039408867,92,0.110003654159755,0.0736932442283422
"Ghana","GHA",1985,60,"AFRO",NA,0,0,0.0596294922861669,0
"Ghana","GHA",1990,2937,"AFRO",NA,0.0204290091930541,60,0.0262188116343762,0.0156247951665702
"Ghana","GHA",1991,13172,"AFRO",NA,0.0310507136349833,409,0.0341563902572867,0.0281545795042738
"Ghana","GHA",1992,228,"AFRO",NA,0.100877192982456,23,0.147515173128771,0.0650288421096583
"Ghana","GHA",1993,1448,"AFRO",NA,0.0262430939226519,38,0.0358440627363846,0.0186366011783265
"Ghana","GHA",1994,2267,"AFRO",NA,0.0238200264666961,54,0.0309667713622794,0.0179438051998181
"Ghana","GHA",1995,4698,"AFRO",NA,0.0197956577266922,93,0.0241968140556399,0.0160066345706203
"Ghana","GHA",1996,1665,"AFRO",NA,0.042042042042042,70,0.0528214984306419,0.0329178625565482
"Ghana","GHA",1997,379,"AFRO",NA,0.0316622691292876,12,0.0546540570616086,0.0164652604774549
"Ghana","GHA",1998,3426,"AFRO",NA,0.031523642732049,108,0.0379346789854991,0.0259296151476376
"Ghana","GHA",1999,9432,"AFRO",NA,0.0275657336726039,260,0.0310723632803352,0.0243551176940678
"Ghana","GHA",2000,3331,"AFRO",NA,0.0222155508856199,74,0.0278101887684692,0.0174832693856722
"Ghana","GHA",2001,5487,"AFRO",NA,0.0291598323309641,160,0.0339609208833715,0.0248686614395882
"Ghana","GHA",2002,3614,"AFRO",NA,0.0179856115107914,65,0.0228673791873001,0.0139076419423095
"Ghana","GHA",2003,204,"AFRO",NA,0.0196078431372549,4,0.0494402884801317,0.00536769331713676
"Ghana","GHA",2004,407,"AFRO",NA,0.0147420147420147,6,0.0318095580699527,0.0054287707552182
"Ghana","GHA",2005,3166,"AFRO",NA,0.0161086544535692,51,0.0211260837432716,0.0120168577152317
"Ghana","GHA",2006,3357,"AFRO",NA,0.0318736967530533,107,0.0383874623692078,0.0261932276664043
"Ghana","GHA",2007,179,"AFRO",NA,0.100558659217877,18,0.154266185228041,0.0606938933896835
"Ghana","GHA",2008,1223,"AFRO",NA,0.0204415372035977,25,0.0300286369924794,0.0132713038354686
"Ghana","GHA",2009,1294,"AFRO",NA,0.00695517774343122,9,0.0131618679403718,0.00318513737651113
"Ghana","GHA",2010,438,"AFRO",NA,0.00684931506849315,3,0.0198852008445147,0.0014147268641362
"Ghana","GHA",2011,10628,"AFRO",NA,0.00987956341738803,105,0.0119473528873144,0.00808741407227213
"Ghana","GHA",2012,9548,"AFRO",NA,0.0104733975701718,100,0.012724005117988,0.00852947049373302
"Ghana","GHA",2013,50,"AFRO",NA,0,0,0.0711217364641976,0
"Ghana","GHA",2014,28944,"AFRO",NA,0.0083955223880597,243,0.00951479687084289,0.007376684517231
"Ghana","GHA",2015,692,"AFRO",NA,0.0115606936416185,8,0.0226515406403226,0.00500393605515478
"Ghana","GHA",2016,175,"AFRO",NA,0,0,0.0208586953490574,0
"Ghana","GHA",2019,1,"AFRO",NA,0,0,0.975,0
"Ghana","GHA",2021,2,"AFRO",NA,0,0,0.841886116991581,0
"Guinea","GIN",1970,2000,"AFRO",NA,0.03,60,0.0384488560962701,0.0229695504021375
"Guinea","GIN",1986,286,"AFRO",NA,0.202797202797203,58,0.254125780382082,0.157744504181507
"Guinea","GIN",1994,31415,"AFRO",NA,0.0213592233009709,671,0.0230188757172568,0.0197889211548412
"Guinea","GIN",1995,6506,"AFRO",NA,0.0868429142330157,565,0.0939491642263545,0.0801096264710866
"Guinea","GIN",1996,287,"AFRO",NA,0.0592334494773519,17,0.0931464461743473,0.0348807047669169
"Guinea","GIN",1998,881,"AFRO",NA,0.0601589103291714,53,0.0779540301206297,0.0453842691313829
"Guinea","GIN",1999,599,"AFRO",NA,0.0467445742904841,28,0.066852822838921,0.0312828283942079
"Guinea","GIN",2000,519,"AFRO",NA,0.0616570327552987,32,0.0859294691566662,0.0425519494505923
"Guinea","GIN",2001,392,"AFRO",NA,0.0561224489795918,22,0.083739827321015,0.0355021376422856
"Guinea","GIN",2002,61,"AFRO",NA,0.180327868852459,11,0.299786377267992,0.0936097697943499
"Guinea","GIN",2003,6,"AFRO",NA,0.166666666666667,1,0.641234578997675,0.00421074451448947
"Guinea","GIN",2004,1516,"AFRO",NA,0.0771767810026385,117,0.0917758810659718,0.0642424089728125
"Guinea","GIN",2005,3821,"AFRO",NA,0.0280031405391259,107,0.0337397047382755,0.0230047280066231
"Guinea","GIN",2006,3242,"AFRO",NA,0.067550894509562,219,0.0767409572925558,0.0591507247402972
"Guinea","GIN",2007,8546,"AFRO",NA,0.0363912941727124,311,0.0405813265859862,0.0325213215037459
"Guinea","GIN",2008,513,"AFRO",NA,0.0623781676413255,32,0.0869212467394109,0.043054216314573
"Guinea","GIN",2009,42,"AFRO",NA,0,0,0.0840838549403552,0
"Guinea","GIN",2011,3,"AFRO",NA,0,0,0.707598226178713,0
"Guinea","GIN",2012,7350,"AFRO",NA,0.0180952380952381,133,0.0214088668417414,0.0151721591825741
"Guinea","GIN",2013,319,"AFRO",NA,0.100313479623824,32,0.138656906264209,0.069631120447718
"Guinea","GIN",2014,1,"AFRO",NA,0,0,0.975,0
"Guinea-Bissau","GNB",1986,200,"AFRO",NA,0.25,50,0.315962833329869,0.191607169622587
"Guinea-Bissau","GNB",1987,6000,"AFRO",NA,0.0113333333333333,68,0.0143458643964244,0.00881122649067847
"Guinea-Bissau","GNB",1994,15296,"AFRO",NA,0.0186323221757322,285,0.020901822210419,0.0165486286487357
"Guinea-Bissau","GNB",1995,119,"AFRO",NA,0,0,0.0305234448537962,0
"Guinea-Bissau","GNB",1996,8397,"AFRO",NA,0.0100035727045373,84,0.0123703318698647,0.00798686707307952
"Guinea-Bissau","GNB",1997,20555,"AFRO",NA,0.0440282169788373,905,0.0469223881027432,0.0412639165386682
"Guinea-Bissau","GNB",1998,126,"AFRO",NA,0.0158730158730159,2,0.0561622113344772,0.00192810976798257
"Guinea-Bissau","GNB",2002,842,"AFRO",NA,0.00712589073634204,6,0.0154451212464386,0.00261943432498281
"Guinea-Bissau","GNB",2003,290,"AFRO",NA,0.00689655172413793,2,0.0246893069859668,0.000836298359447857
"Guinea-Bissau","GNB",2004,155,"AFRO",NA,0.0193548387096774,3,0.0555192349276984,0.00400935762485796
"Guinea-Bissau","GNB",2005,25111,"AFRO",NA,0.015889450838278,399,0.0175132779470458,0.0143791075795592
"Guinea-Bissau","GNB",2006,37,"AFRO",NA,0,0,0.0948905874149899,0
"Guinea-Bissau","GNB",2007,153,"AFRO",NA,0.0522875816993464,8,0.100426182881888,0.0228414056226665
"Guinea-Bissau","GNB",2008,14323,"AFRO",NA,0.0157089995112756,225,0.017881603609281,0.0137365088921867
"Guinea-Bissau","GNB",2009,5,"AFRO",NA,0,0,0.521823750104981,0
"Guinea-Bissau","GNB",2012,3068,"AFRO",NA,0.00717079530638853,22,0.0108366528699333,0.00449919577647208
"Guinea-Bissau","GNB",2013,969,"AFRO",NA,0.0288957688338493,28,0.0414930597622554,0.0192850740934976
"Guinea-Bissau","GNB",2014,11,"AFRO",NA,0.181818181818182,2,0.517755852360173,0.0228311982999597
"Kenya","KEN",1971,239,"AFRO",NA,0.158995815899582,38,0.211639789076832,0.115038139412297
"Kenya","KEN",1972,51,"AFRO",NA,0,0,0.0697770307495387,0
"Kenya","KEN",1974,402,"AFRO",NA,0.0497512437810945,20,0.0757932655366894,0.0306506494757901
"Kenya","KEN",1975,1093,"AFRO",NA,0.0677035681610247,74,0.0842526895714294,0.0535323271623223
"Kenya","KEN",1976,1359,"AFRO",NA,0.0434142752023547,59,0.0556465554795399,0.0332104274376919
"Kenya","KEN",1977,21,"AFRO",NA,0,0,0.16109761521908,0
"Kenya","KEN",1978,673,"AFRO",NA,0.025260029717682,17,0.0401364414188734,0.0147822004699027
"Kenya","KEN",1979,1070,"AFRO",NA,0.00186915887850467,2,0.00673557991053142,0.00022644402308558
"Kenya","KEN",1980,2808,"AFRO",NA,0.014957264957265,42,0.0201646003248396,0.0108005842289831
"Kenya","KEN",1981,2424,"AFRO",NA,0.0445544554455446,108,0.0535419408300106,0.036689624824451
"Kenya","KEN",1982,3498,"AFRO",NA,0.0260148656375071,91,0.0318454420181161,0.0209960634502532
"Kenya","KEN",1983,1049,"AFRO",NA,0.0505243088655863,53,0.0655691220420186,0.0380719112281983
"Kenya","KEN",1984,14,"AFRO",NA,0,0,0.231635761650116,0
"Kenya","KEN",1985,1352,"AFRO",NA,0.0754437869822485,102,0.0908345988487227,0.0619310785437457
"Kenya","KEN",1986,839,"AFRO",NA,0.0536352800953516,45,0.0711129823526769,0.0393874354410139
"Kenya","KEN",1987,255,"AFRO",NA,0.0470588235294118,12,0.0807588795785934,0.0245491637575411
"Kenya","KEN",1989,918,"AFRO",NA,0.0348583877995643,32,0.0488552699733995,0.0239629348415246
"Kenya","KEN",1992,3388,"AFRO",NA,0.0295159386068477,100,0.0357841260621089,0.0240784420801733
"Kenya","KEN",1994,880,"AFRO",NA,0.0318181818181818,28,0.0456594304638528,0.0212449656617965
"Kenya","KEN",1995,1547,"AFRO",NA,0.0252100840336134,39,0.0343030989501866,0.0179868504506438
"Kenya","KEN",1996,482,"AFRO",NA,0.029045643153527,14,0.048253806953515,0.0159685955268168
"Kenya","KEN",1997,17200,"AFRO",NA,0.0322674418604651,555,0.035017712358265,0.0296768574612629
"Kenya","KEN",1998,22432,"AFRO",NA,0.0551444365192582,1237,0.0582119359842492,0.0521928574543103
"Kenya","KEN",1999,11039,"AFRO",NA,0.0317057704502219,350,0.0351456285880533,0.0285159233420192
"Kenya","KEN",2000,1157,"AFRO",NA,0.0674157303370786,78,0.0834265833028762,0.0536506743570686
"Kenya","KEN",2001,1001,"AFRO",NA,0.0549450549450549,55,0.0709211971392056,0.0416568681421482
"Kenya","KEN",2002,291,"AFRO",NA,0.0343642611683849,10,0.0622875196925256,0.0165997201353134
"Kenya","KEN",2004,870,"AFRO",NA,0.0172413793103448,15,0.0282777998718903,0.00968116030722355
"Kenya","KEN",2005,816,"AFRO",NA,0.0257352941176471,21,0.0390711335282903,0.0159995517273275
"Kenya","KEN",2006,870,"AFRO",NA,0.0126436781609195,11,0.0225101962995875,0.00632811670543705
"Kenya","KEN",2007,1206,"AFRO",NA,0.0555555555555556,67,0.0700199345030785,0.0433107637772833
"Kenya","KEN",2008,3091,"AFRO",NA,0.0365577483015205,113,0.0437889253015137,0.0302218036322115
"Kenya","KEN",2009,11425,"AFRO",NA,0.0231072210065646,264,0.0260305498874325,0.0204305315508583
"Kenya","KEN",2010,3188,"AFRO",NA,0.0197616060225847,63,0.0252136638033909,0.0152179382083669
"Kenya","KEN",2011,74,"AFRO",NA,0.027027027027027,2,0.0942443394845193,0.00329002271810662
"Kenya","KEN",2014,35,"AFRO",NA,0.257142857142857,9,0.432558849694038,0.124893971916762
"Kenya","KEN",2015,13291,"AFRO",NA,0.00504100519148296,67,0.00639753892873793,0.00390878192515263
"Kenya","KEN",2016,5866,"AFRO",NA,0.0136379133992499,80,0.0169451925984737,0.010828427730936
"Kenya","KEN",2017,4288,"AFRO",NA,0.0191231343283582,82,0.0236819238547992,0.0152373605113748
"Kenya","KEN",2018,5719,"AFRO",NA,0.0136387480328729,78,0.0169929194447959,0.0107953912057652
"Kenya","KEN",2019,5208,"AFRO",NA,0.027073732718894,141,0.0318514168864931,0.0228365469355048
"Kenya","KEN",2020,447,"AFRO",NA,0.0268456375838926,12,0.0464240582850669,0.0139468013757457
"Kenya","KEN",2021,38,"AFRO",NA,0,0,0.0925127614158783,0
"Lesotho","LSO",2005,0,"AFRO",NA,NA,0,NA,NA
"Lesotho","LSO",2006,0,"AFRO",NA,NA,0,NA,NA
"Liberia","LBR",1970,168,"AFRO",NA,0.160714285714286,27,0.225149728190147,0.108662926974262
"Liberia","LBR",1971,606,"AFRO",NA,0.174917491749175,106,0.207552630010414,0.145490497883314
"Liberia","LBR",1972,947,"AFRO",NA,0.0295670538542767,28,0.0424505750516099,0.0197351101488888
"Liberia","LBR",1973,1336,"AFRO",NA,0.0202095808383234,27,0.0292684697688581,0.0133594491281347
"Liberia","LBR",1974,512,"AFRO",NA,0.0234375,12,0.0405824391409482,0.0121677905346853
"Liberia","LBR",1975,704,"AFRO",NA,0.0227272727272727,16,0.0366458261773153,0.0130450923108746
"Liberia","LBR",1976,646,"AFRO",NA,0.0154798761609907,10,0.0282833090797088,0.00744751108405068
"Liberia","LBR",1977,512,"AFRO",NA,0.03515625,18,0.0549942886048382,0.0209664087018198
"Liberia","LBR",1978,422,"AFRO",NA,0.0213270142180095,9,0.0400980716382806,0.00979734553731164
