"country","iso_code","region","year","cases_total","cases_imported","deaths_total","first_epiwk","last_epiwk","coverage_days","year_fraction","source","cfr","cfr_lo","cfr_hi"
"Burkina Faso","BFA","AFRO",2022,4,0,0,2022-01-01,2022-12-31,365,1,"WHO_PDF_2022",0,0,0.602364635616475
"Burundi","BDI","AFRO",1978,8297,NA,248,1978-01-01,1978-12-31,365,1,"OWiD",0.0298903218030613,0.0263318741944416,0.033783785951927
"Burundi","BDI","AFRO",1979,915,NA,31,1979-01-01,1979-12-31,365,1,"OWiD",0.033879781420765,0.0231334673117186,0.0477468169649435
"Burundi","BDI","AFRO",1980,2039,NA,28,1980-01-01,1980-12-31,365,1,"OWiD",0.0137322216772928,0.00914383806693792,0.0197861309789971
"Burundi","BDI","AFRO",1981,582,NA,11,1981-01-01,1981-12-31,365,1,"OWiD",0.0189003436426117,0.00947180788460409,0.0335658438095675
"Burundi","BDI","AFRO",1982,415,NA,9,1982-01-01,1982-12-31,365,1,"OWiD",0.0216867469879518,0.00996338545533543,0.0407677924277656
"Burundi","BDI","AFRO",1983,512,NA,35,1983-01-01,1983-12-31,365,1,"OWiD",0.068359375,0.0480733253727274,0.0937917927860117
"Burundi","BDI","AFRO",1984,180,NA,10,1984-01-01,1984-12-31,365,1,"OWiD",0.0555555555555556,0.0269593394830075,0.0997936185947919
"Burundi","BDI","AFRO",1985,259,NA,15,1985-01-01,1985-12-31,365,1,"OWiD",0.0579150579150579,0.0327734146410061,0.0937238802004376
"Burundi","BDI","AFRO",1990,82,NA,NA,1990-01-01,1990-12-31,365,1,"OWiD",NA,NA,NA
"Burundi","BDI","AFRO",1991,3,NA,NA,1991-01-01,1991-12-31,365,1,"OWiD",NA,NA,NA
"Burundi","BDI","AFRO",1992,479,NA,29,1992-01-01,1992-12-31,365,1,"OWiD",0.0605427974947808,0.0409176706593315,0.0857948785711118
"Burundi","BDI","AFRO",1993,78,NA,0,1993-01-01,1993-12-31,365,1,"OWiD",0,0,0.0461924203280487
"Burundi","BDI","AFRO",1994,562,NA,41,1994-01-01,1994-12-31,365,1,"OWiD",0.0729537366548043,0.0528584400637632,0.0976707870831741
"Burundi","BDI","AFRO",1995,2297,NA,NA,1995-01-01,1995-12-31,365,1,"OWiD",NA,NA,NA
"Burundi","BDI","AFRO",1996,418,NA,NA,1996-01-01,1996-12-31,365,1,"OWiD",NA,NA,NA
"Burundi","BDI","AFRO",1997,1959,NA,95,1997-01-01,1997-12-31,365,1,"OWiD",0.0484941296579888,0.0394089857853052,0.0589591368233853
"Burundi","BDI","AFRO",1998,1067,NA,26,1998-01-01,1998-12-31,365,1,"OWiD",0.0243673851921275,0.0159779120760681,0.0355010789543425
"Burundi","BDI","AFRO",1999,3440,NA,63,1999-01-01,1999-12-31,365,1,"OWiD",0.0183139534883721,0.0141009105458044,0.0233713826707171
"Burundi","BDI","AFRO",2000,1021,NA,16,2000-01-01,2000-12-31,365,1,"OWiD",0.0156709108716944,0.00898311642518353,0.0253241125281694
"Burundi","BDI","AFRO",2001,1003,NA,20,2001-01-01,2001-12-31,365,1,"OWiD",0.0199401794616152,0.012221477725057,0.030628650813364
"Burundi","BDI","AFRO",2002,577,NA,8,2002-01-01,2002-12-31,365,1,"OWiD",0.0138648180242634,0.00600434315987042,0.0271356769573142
"Burundi","BDI","AFRO",2003,432,NA,18,2003-01-01,2003-12-31,365,1,"OWiD",0.0416666666666667,0.0248782022228811,0.0650535744613487
"Burundi","BDI","AFRO",2004,819,NA,14,2004-01-01,2004-12-31,365,1,"OWiD",0.0170940170940171,0.00937616405290815,0.0285146747756672
"Burundi","BDI","AFRO",2005,1309,NA,18,2005-01-01,2005-12-31,365,1,"OWiD",0.0137509549274255,0.00816950198801513,0.02164565931099
"Burundi","BDI","AFRO",2006,886,NA,7,2006-01-01,2006-12-31,365,1,"OWiD",0.00790067720090293,0.00318221117485583,0.016210294089162
"Burundi","BDI","AFRO",2007,365,NA,2,2007-01-01,2007-12-31,365,1,"OWiD",0.00547945205479452,0.000664277280577608,0.01965250473833
"Burundi","BDI","AFRO",2008,234,NA,4,2008-01-01,2008-12-31,365,1,"OWiD",0.0170940170940171,0.0046766890927226,0.0431867035392878
"Burundi","BDI","AFRO",2009,355,NA,0,2009-01-01,2009-12-31,365,1,"OWiD",0,0,0.0103374076276429
"Burundi","BDI","AFRO",2010,333,NA,1,2010-01-01,2010-12-31,365,1,"OWiD",0.003003003003003,7.60265632406297e-05,0.0166172608364905
"Burundi","BDI","AFRO",2011,1072,NA,1,2011-01-01,2011-12-31,365,1,"OWiD",0.000932835820895522,2.36170793066918e-05,0.00518635961273047
"Burundi","BDI","AFRO",2012,214,NA,1,2012-01-01,2012-12-31,365,1,"OWiD",0.00467289719626168,0.000118300515887329,0.0257593138532707
"Burundi","BDI","AFRO",2013,1557,NA,17,2013-01-01,2013-12-31,365,1,"OWiD",0.0109184328837508,0.00637289450517141,0.0174240817171734
"Burundi","BDI","AFRO",2014,582,NA,9,2014-01-01,2014-12-31,365,1,"OWiD",0.0154639175257732,0.00709483491673941,0.029151657222948
"Burundi","BDI","AFRO",2015,442,NA,0,2015-01-01,2015-12-31,365,1,"OWiD",0,0,0.00831115093723356
"Burundi","BDI","AFRO",2016,434,NA,5,2016-01-01,2016-12-31,365,1,"OWiD",0.0115207373271889,0.00375104312896743,0.0266795323635438
"Burundi","BDI","AFRO",2017,399,NA,0,2017-01-01,2017-12-31,365,1,"OWiD",0,0,0.0092027054234034
"Burundi","BDI","AFRO",2018,92,NA,1,2018-01-01,2018-12-31,365,1,"OWiD",0.0108695652173913,0.000275155702770739,0.0590778511498148
"Burundi","BDI","AFRO",2019,1145,NA,9,2019-01-01,2019-12-31,365,1,"OWiD",0.00786026200873362,0.00360032878396601,0.0148685754459004
"Burundi","BDI","AFRO",2020,277,NA,5,2020-01-01,2020-12-31,365,1,"OWiD",0.0180505415162455,0.00588629355193365,0.0416189067339759
"Burundi","BDI","AFRO",2021,11,NA,0,2021-01-01,2021-12-31,365,1,"OWiD",0,0,0.284914152918154
"Burundi","BDI","AFRO",2022,25,0,0,2022-01-01,2022-12-31,365,1,"WHO_PDF_2022",0,0,0.137185171530713
"Burundi","BDI","AFRO",2023,1348,NA,9,2023-01-09,2023-12-25,351,0.960985626283368,"dashboard:cholera_adm0_public_2023.csv",0.00667655786350148,0.00305735826276136,0.0126361966945067
"Burundi","BDI","AFRO",2024,909,NA,3,2024-01-01,2024-12-23,358,0.980150581793292,"dashboard:cholera_adm0_public_2024.csv",0.0033003300330033,0.000681125210461714,0.00961441031386556
"Burundi","BDI","AFRO",2025,3522,NA,16,2024-12-30,2025-12-22,358,0.980150581793292,"dashboard:cholera_adm0_public_2025.csv",0.00454287336740488,0.00259880661342481,0.00736688510112404
"Burundi","BDI","AFRO",2026,1106,NA,2,2025-12-29,2026-05-18,141,0.386036960985626,"dashboard:cholera_adm0_public_snapshot_2026-06-02.csv",0.00180831826401447,0.000219070804029788,0.00651685647538735
"Cameroon","CMR","AFRO",1971,2167,NA,336,1971-01-01,1971-12-31,365,1,"OWiD",0.155053068758653,0.140056999155066,0.170988310416635
"Cameroon","CMR","AFRO",1972,362,NA,27,1972-01-01,1972-12-31,365,1,"OWiD",0.074585635359116,0.0497252036238263,0.106664684302167
"Cameroon","CMR","AFRO",1973,206,NA,16,1973-01-01,1973-12-31,365,1,"OWiD",0.0776699029126214,0.0450454946426787,0.123067742632564
"Cameroon","CMR","AFRO",1974,83,NA,16,1974-01-01,1974-12-31,365,1,"OWiD",0.192771084337349,0.114391286258917,0.294085982553021
"Cameroon","CMR","AFRO",1975,3,NA,0,1975-01-01,1975-12-31,365,1,"OWiD",0,0,0.707598226178713
"Cameroon","CMR","AFRO",1976,135,NA,27,1976-01-01,1976-12-31,365,1,"OWiD",0.2,0.136131613665535,0.277486571880716
"Cameroon","CMR","AFRO",1978,3,NA,0,1978-01-01,1978-12-31,365,1,"OWiD",0,0,0.707598226178713
"Cameroon","CMR","AFRO",1979,16,NA,4,1979-01-01,1979-12-31,365,1,"OWiD",0.25,0.0726620382528822,0.523770819896128
"Cameroon","CMR","AFRO",1980,229,NA,23,1980-01-01,1980-12-31,365,1,"OWiD",0.100436681222707,0.0647399852924299,0.146887879292474
"Cameroon","CMR","AFRO",1981,243,NA,17,1981-01-01,1981-12-31,365,1,"OWiD",0.0699588477366255,0.041278993489071,0.109649577114917
"Cameroon","CMR","AFRO",1982,5,NA,3,1982-01-01,1982-12-31,365,1,"OWiD",0.6,0.146632799634673,0.947255049473683
"Cameroon","CMR","AFRO",1983,55,NA,18,1983-01-01,1983-12-31,365,1,"OWiD",0.327272727272727,0.206808116867407,0.467071048235415
"Cameroon","CMR","AFRO",1984,392,NA,60,1984-01-01,1984-12-31,365,1,"OWiD",0.153061224489796,0.118879038979501,0.192584685338102
"Cameroon","CMR","AFRO",1985,1158,NA,103,1985-01-01,1985-12-31,365,1,"OWiD",0.0889464594127807,0.0731794739610575,0.106836241069207
"Cameroon","CMR","AFRO",1986,165,NA,12,1986-01-01,1986-12-31,365,1,"OWiD",0.0727272727272727,0.0381420839857178,0.123593391123777
"Cameroon","CMR","AFRO",1987,94,NA,6,1987-01-01,1987-12-31,365,1,"OWiD",0.0638297872340425,0.0237825602750494,0.133767590474289
"Cameroon","CMR","AFRO",1988,4,NA,0,1988-01-01,1988-12-31,365,1,"OWiD",0,0,0.602364635616475
"Cameroon","CMR","AFRO",1989,4,NA,2,1989-01-01,1989-12-31,365,1,"OWiD",0.5,0.067585986488543,0.932414013511457
"Cameroon","CMR","AFRO",1990,16,NA,0,1990-01-01,1990-12-31,365,1,"OWiD",0,0,0.205907214207823
"Cameroon","CMR","AFRO",1991,4026,NA,491,1991-01-01,1991-12-31,365,1,"OWiD",0.121957277694983,0.112001939544164,0.132464772668717
"Cameroon","CMR","AFRO",1992,1268,NA,66,1992-01-01,1992-12-31,365,1,"OWiD",0.0520504731861199,0.0404812514932748,0.0657479996152884
"Cameroon","CMR","AFRO",1993,648,NA,19,1993-01-01,1993-12-31,365,1,"OWiD",0.029320987654321,0.0177435163521946,0.045410806650948
"Cameroon","CMR","AFRO",1994,527,NA,61,1994-01-01,1994-12-31,365,1,"OWiD",0.115749525616698,0.0897054912064369,0.146192428349276
"Cameroon","CMR","AFRO",1995,615,NA,21,1995-01-01,1995-12-31,365,1,"OWiD",0.0341463414634146,0.0212589831154755,0.0517242596850059
"Cameroon","CMR","AFRO",1996,5796,NA,485,1996-01-01,1996-12-31,365,1,"OWiD",0.0836783988957902,0.0766742506435356,0.0911048651724488
"Cameroon","CMR","AFRO",1997,1709,NA,180,1997-01-01,1997-12-31,365,1,"OWiD",0.105324751316559,0.0911655608901685,0.120854846404272
"Cameroon","CMR","AFRO",1998,4603,NA,316,1998-01-01,1998-12-31,365,1,"OWiD",0.0686508798609602,0.0615129200938793,0.076341734022198
"Cameroon","CMR","AFRO",1999,1584,NA,35,1999-01-01,1999-12-31,365,1,"OWiD",0.0220959595959596,0.0154377538927898,0.0305971463267144
"Cameroon","CMR","AFRO",2000,123,NA,29,2000-01-01,2000-12-31,365,1,"OWiD",0.235772357723577,0.163939212962985,0.320745740289405
"Cameroon","CMR","AFRO",2001,259,NA,7,2001-01-01,2001-12-31,365,1,"OWiD",0.027027027027027,0.0109338454292105,0.0548907366977623
"Cameroon","CMR","AFRO",2002,66,NA,8,2002-01-01,2002-12-31,365,1,"OWiD",0.121212121212121,0.0538108618418658,0.224940155723158
"Cameroon","CMR","AFRO",2003,207,NA,36,2003-01-01,2003-12-31,365,1,"OWiD",0.173913043478261,0.124878859699763,0.232547147950006
"Cameroon","CMR","AFRO",2004,8005,NA,137,2004-01-01,2004-12-31,365,1,"OWiD",0.0171143035602748,0.0143875148275046,0.020200268682361
"Cameroon","CMR","AFRO",2005,2847,NA,110,2005-01-01,2005-12-31,365,1,"OWiD",0.0386371619248332,0.0318600211902583,0.0463822918841644
"Cameroon","CMR","AFRO",2006,922,NA,35,2006-01-01,2006-12-31,365,1,"OWiD",0.0379609544468547,0.026581031550212,0.0524012934721599
"Cameroon","CMR","AFRO",2007,10,NA,1,2007-01-01,2007-12-31,365,1,"OWiD",0.1,0.00252857854446179,0.445016117028195
"Cameroon","CMR","AFRO",2008,0,NA,0,2008-01-01,2008-12-31,365,1,"OWiD",NA,NA,NA
"Cameroon","CMR","AFRO",2009,804,NA,89,2009-01-01,2009-12-31,365,1,"OWiD",0.110696517412935,0.0898462401126804,0.134449264475816
"Cameroon","CMR","AFRO",2010,10759,NA,657,2010-01-01,2010-12-31,365,1,"OWiD",0.0610651547541593,0.0566133874423912,0.0657562486740156
"Cameroon","CMR","AFRO",2011,22433,NA,783,2011-01-01,2011-12-31,365,1,"OWiD",0.0349039361654705,0.0325403269902524,0.0373890214016618
"Cameroon","CMR","AFRO",2012,363,NA,5,2012-01-01,2012-12-31,365,1,"OWiD",0.0137741046831956,0.00448713863957953,0.0318498091941047
"Cameroon","CMR","AFRO",2013,29,NA,0,2013-01-01,2013-12-31,365,1,"OWiD",0,0,0.119444869069503
"Cameroon","CMR","AFRO",2014,3355,NA,184,2014-01-01,2014-12-31,365,1,"OWiD",0.0548435171385991,0.047381309537022,0.0630929400788525
"Cameroon","CMR","AFRO",2015,124,NA,6,2015-01-01,2015-12-31,365,1,"OWiD",0.0483870967741935,0.0179616716597109,0.102344011534691
"Cameroon","CMR","AFRO",2018,1052,NA,58,2018-01-01,2018-12-31,365,1,"OWiD",0.0551330798479087,0.0421275667019456,0.0706924821255517
"Cameroon","CMR","AFRO",2019,1840,NA,93,2019-01-01,2019-12-31,365,1,"OWiD",0.0505434782608696,0.0409859629626282,0.0615639324650007
"Cameroon","CMR","AFRO",2020,1890,NA,73,2020-01-01,2020-12-31,365,1,"OWiD",0.0386243386243386,0.0303952079860212,0.0483214633819212
"Cameroon","CMR","AFRO",2021,728,NA,23,2021-01-01,2021-12-31,365,1,"OWiD",0.0315934065934066,0.0201307795925371,0.0470299909402901
"Cameroon","CMR","AFRO",2022,14431,15,279,2022-01-01,2022-12-31,365,1,"WHO_PDF_2022",0.0193333795301781,0.0171495042911957,0.021713953019085
"Cameroon","CMR","AFRO",2023,6477,NA,209,2023-01-02,2023-12-25,358,0.980150581793292,"dashboard:cholera_adm0_public_2023.csv",0.0322680253203644,0.02809900508452,0.0368648181363874
"Cameroon","CMR","AFRO",2024,81,NA,1,2024-01-01,2024-11-18,323,0.884325804243669,"dashboard:cholera_adm0_public_2024.csv",0.0123456790123457,0.00031251668715383,0.0668756209322108
"Cameroon","CMR","AFRO",2025,3,NA,0,2025-11-03,2025-11-17,15,0.0410677618069815,"dashboard:cholera_adm0_public_2025.csv",0,0,0.707598226178713
"Cape Verde","CPV","AFRO",1974,303,NA,8,1974-01-01,1974-12-31,365,1,"OWiD",0.0264026402640264,0.0114662170006299,0.0513589207551992
"Cape Verde","CPV","AFRO",1975,20,NA,3,1975-01-01,1975-12-31,365,1,"OWiD",0.15,0.0320709371854637,0.378926826545314
"Cape Verde","CPV","AFRO",1976,219,NA,17,1976-01-01,1976-12-31,365,1,"OWiD",0.0776255707762557,0.0458685938836929,0.121377896307068
"Cape Verde","CPV","AFRO",1994,128,NA,12,1994-01-01,1994-12-31,365,1,"OWiD",0.09375,0.0493854959653365,0.158036366525835
"Cape Verde","CPV","AFRO",1995,12913,NA,240,1995-01-01,1995-12-31,365,1,"OWiD",0.0185859211647177,0.0163267433413483,0.0210655964459098
"Cape Verde","CPV","AFRO",1996,428,NA,3,1996-01-01,1996-12-31,365,1,"OWiD",0.00700934579439252,0.00144783478287332,0.0203466756353481
"Cape Verde","CPV","AFRO",1998,133,NA,1,1998-01-01,1998-12-31,365,1,"OWiD",0.0075187969924812,0.000190341341316382,0.0411791150259017
"Cape Verde","CPV","AFRO",2005,0,NA,0,2005-01-01,2005-12-31,365,1,"OWiD",NA,NA,NA
"Cape Verde","CPV","AFRO",2006,0,NA,0,2006-01-01,2006-12-31,365,1,"OWiD",NA,NA,NA
"Central African Republic","CAF","AFRO",1997,443,NA,75,1997-01-01,1997-12-31,365,1,"OWiD",0.169300225733634,0.135556862969953,0.207531748792695
"Central African Republic","CAF","AFRO",1998,22,NA,3,1998-01-01,1998-12-31,365,1,"OWiD",0.136363636363636,0.0290558511287467,0.349122097257408
"Central African Republic","CAF","AFRO",2004,320,NA,48,2004-01-01,2004-12-31,365,1,"OWiD",0.15,0.112715080955113,0.193913124985151
"Central African Republic","CAF","AFRO",2005,0,NA,0,2005-01-01,2005-12-31,365,1,"OWiD",NA,NA,NA
"Central African Republic","CAF","AFRO",2006,0,NA,0,2006-01-01,2006-12-31,365,1,"OWiD",NA,NA,NA
"Central African Republic","CAF","AFRO",2011,117,NA,15,2011-01-01,2011-12-31,365,1,"OWiD",0.128205128205128,0.0735652445436092,0.202625999301555
"Central African Republic","CAF","AFRO",2012,21,NA,0,2012-01-01,2012-12-31,365,1,"OWiD",0,0,0.16109761521908
"Chad","TCD","AFRO",1971,8230,NA,2411,1971-01-01,1971-12-31,365,1,"OWiD",0.292952612393682,0.283133899843927,0.302918117346346
"Chad","TCD","AFRO",1972,9,NA,3,1972-01-01,1972-12-31,365,1,"OWiD",0.333333333333333,0.0748546314196918,0.70070494379146
"Chad","TCD","AFRO",1974,338,NA,87,1974-01-01,1974-12-31,365,1,"OWiD",0.257396449704142,0.211613943652373,0.307486910594439
"Chad","TCD","AFRO",1991,13915,NA,1344,1991-01-01,1991-12-31,365,1,"OWiD",0.0965864175350341,0.0917271685316162,0.101615092306275
"Chad","TCD","AFRO",1994,1094,NA,43,1994-01-01,1994-12-31,365,1,"OWiD",0.0393053016453382,0.0285888472341998,0.0525811492919611
"Chad","TCD","AFRO",1996,7830,NA,448,1996-01-01,1996-12-31,365,1,"OWiD",0.0572158365261814,0.0521732067375987,0.062591104124678
"Chad","TCD","AFRO",1997,8801,NA,443,1997-01-01,1997-12-31,365,1,"OWiD",0.0503351891830474,0.0458601182999879,0.0551108127948146
"Chad","TCD","AFRO",1998,4095,NA,144,1998-01-01,1998-12-31,365,1,"OWiD",0.0351648351648352,0.0297349432797172,0.0412702019052348
"Chad","TCD","AFRO",1999,217,NA,18,1999-01-01,1999-12-31,365,1,"OWiD",0.0829493087557604,0.0499018083129733,0.127927841113142
"Chad","TCD","AFRO",2001,5244,NA,226,2001-01-01,2001-12-31,365,1,"OWiD",0.0430968726163234,0.0377609195113214,0.0489485327793718
"Chad","TCD","AFRO",2003,55,NA,7,2003-01-01,2003-12-31,365,1,"OWiD",0.127272727272727,0.0527351829637295,0.244802720322025
"Chad","TCD","AFRO",2004,5531,NA,272,2004-01-01,2004-12-31,365,1,"OWiD",0.049177363948653,0.0436273854598846,0.0552088792495902
"Chad","TCD","AFRO",2005,90,NA,14,2005-01-01,2005-12-31,365,1,"OWiD",0.155555555555556,0.0877358646161824,0.247202580145516
"Chad","TCD","AFRO",2006,1668,NA,71,2006-01-01,2006-12-31,365,1,"OWiD",0.0425659472422062,0.0333913949659392,0.0533904843242563
"Chad","TCD","AFRO",2007,0,NA,0,2007-01-01,2007-12-31,365,1,"OWiD",NA,NA,NA
"Chad","TCD","AFRO",2009,67,NA,6,2009-01-01,2009-12-31,365,1,"OWiD",0.0895522388059701,0.0335769885596369,0.184796166762284
"Chad","TCD","AFRO",2010,6395,NA,175,2010-01-01,2010-12-31,365,1,"OWiD",0.0273651290070367,0.0235051393666465,0.0316638127107748
"Chad","TCD","AFRO",2011,17267,NA,458,2011-01-01,2011-12-31,365,1,"OWiD",0.0265245844674813,0.0241788694350152,0.0290315422152319
"Chad","TCD","AFRO",2017,1266,NA,86,2017-01-01,2017-12-31,365,1,"OWiD",0.0679304897314376,0.0546913443180983,0.0832162822559651
"Chad","TCD","AFRO",2019,93,NA,4,2019-01-01,2019-12-31,365,1,"OWiD",0.043010752688172,0.0118415110366696,0.10647569031154
"Chad","TCD","AFRO",2025,2979,NA,167,2025-07-07,2025-11-17,134,0.366872005475702,"dashboard:cholera_adm0_public_2025.csv",0.0560590802282645,0.048070124541308,0.0649332292645911
"Comoros","COM","AFRO",1975,2675,NA,238,1975-01-01,1975-12-31,365,1,"OWiD",0.0889719626168224,0.0784503464910783,0.100402785153776
"Comoros","COM","AFRO",1976,5,NA,1,1976-01-01,1976-12-31,365,1,"OWiD",0.2,0.00505076337946806,0.716417936118089
"Comoros","COM","AFRO",1998,7300,NA,68,1998-01-01,1998-12-31,365,1,"OWiD",0.00931506849315068,0.00724056975588601,0.0117943221103826
"Comoros","COM","AFRO",1999,1180,NA,42,1999-01-01,1999-12-31,365,1,"OWiD",0.035593220338983,0.0257705516598587,0.0478092200093928
"Comoros","COM","AFRO",2000,3297,NA,91,2000-01-01,2000-12-31,365,1,"OWiD",0.0276008492569002,0.0222793749721933,0.0337807071762609
"Comoros","COM","AFRO",2001,226,NA,4,2001-01-01,2001-12-31,365,1,"OWiD",0.0176991150442478,0.00484294246017614,0.0446942616064805
"Comoros","COM","AFRO",2002,1567,NA,46,2002-01-01,2002-12-31,365,1,"OWiD",0.0293554562858966,0.0215703165296723,0.0389634551347824
"Comoros","COM","AFRO",2003,56,NA,0,2003-01-01,2003-12-31,365,1,"OWiD",0,0,0.0637500966623622
"Comoros","COM","AFRO",2004,1,NA,0,2004-01-01,2004-12-31,365,1,"OWiD",0,0,0.975
"Comoros","COM","AFRO",2005,0,NA,0,2005-01-01,2005-12-31,365,1,"OWiD",NA,NA,NA
"Comoros","COM","AFRO",2006,0,NA,0,2006-01-01,2006-12-31,365,1,"OWiD",NA,NA,NA
"Comoros","COM","AFRO",2007,1555,NA,29,2007-01-01,2007-12-31,365,1,"OWiD",0.0186495176848875,0.0125245579740815,0.0266746961378127
"Comoros","COM","AFRO",2008,4,NA,0,2008-01-01,2008-12-31,365,1,"OWiD",0,0,0.602364635616475
"Comoros","COM","AFRO",2024,11171,NA,153,2024-02-05,2024-12-23,323,0.884325804243669,"dashboard:cholera_adm0_public_2024.csv",0.0136961776027213,0.0116235871363344,0.0160275882980029
"Congo","COG","AFRO",1978,51,NA,14,1978-01-01,1978-12-31,365,1,"OWiD",0.274509803921569,0.158927265386414,0.417447523049197
"Congo","COG","AFRO",1979,5,NA,0,1979-01-01,1979-12-31,365,1,"OWiD",0,0,0.521823750104981
"Congo","COG","AFRO",1997,275,NA,60,1997-01-01,1997-12-31,365,1,"OWiD",0.218181818181818,0.170822725608683,0.271726710228618
"Congo","COG","AFRO",1998,3222,NA,22,1998-01-01,1998-12-31,365,1,"OWiD",0.00682805710738672,0.0042839087493762,0.0103196113102157
"Congo","COG","AFRO",1999,4813,NA,20,1999-01-01,1999-12-31,365,1,"OWiD",0.00415541242468315,0.00254002535221746,0.00641043652235688
"Congo","COG","AFRO",2000,9,NA,2,2000-01-01,2000-12-31,365,1,"OWiD",0.222222222222222,0.0281449734778982,0.600093573716312
"Congo","COG","AFRO",2005,0,NA,0,2005-01-01,2005-12-31,365,1,"OWiD",NA,NA,NA
"Congo","COG","AFRO",2006,175,NA,10,2006-01-01,2006-12-31,365,1,"OWiD",0.0571428571428571,0.0277391826703088,0.102575242497665
"Congo","COG","AFRO",2007,7785,NA,133,2007-01-01,2007-12-31,365,1,"OWiD",0.0170841361592807,0.0143232545447699,0.0202145173446805
"Congo","COG","AFRO",2008,156,NA,4,2008-01-01,2008-12-31,365,1,"OWiD",0.0256410256410256,0.00702954612652292,0.0643477642622564
"Congo","COG","AFRO",2009,93,NA,0,2009-01-01,2009-12-31,365,1,"OWiD",0,0,0.0388889985342759
"Congo","COG","AFRO",2011,762,NA,NA,2011-01-01,2011-12-31,365,1,"OWiD",NA,NA,NA
"Congo","COG","AFRO",2012,1181,NA,37,2012-01-01,2012-12-31,365,1,"OWiD",0.0313293818797629,0.0221527193156484,0.0429265604750149
"Congo","COG","AFRO",2013,1624,NA,221,2013-01-01,2013-12-31,365,1,"OWiD",0.136083743842365,0.119768963251273,0.153725936593751
"Congo","COG","AFRO",2016,15,NA,2,2016-01-01,2016-12-31,365,1,"OWiD",0.133333333333333,0.0165759134400836,0.404602696603372
"Congo","COG","AFRO",2018,60,NA,3,2018-01-01,2018-12-31,365,1,"OWiD",0.05,0.0104323296443482,0.139243246721073
"Congo","COG","AFRO",2023,69,NA,5,2023-07-24,2023-08-21,29,0.0793976728268309,"dashboard:cholera_adm0_public_2023.csv",0.072463768115942,0.0239466209687045,0.161061740273613
"Congo","COG","AFRO",2025,826,NA,67,2025-06-16,2025-11-17,155,0.424366872005476,"dashboard:cholera_adm0_public_2025.csv",0.0811138014527845,0.0634125716241763,0.10186934047842
"Congo","COG","AFRO",2026,461,NA,34,2026-02-09,2026-05-04,85,0.232717316906229,"dashboard:cholera_adm0_public_snapshot_2026-06-02.csv",0.0737527114967462,0.0516137769379992,0.10153935628051
"Cote d'Ivoire","CIV","AFRO",1970,868,NA,39,1970-01-01,1970-12-31,365,1,"OWiD",0.0449308755760369,0.0321422252119403,0.0609128103534645
"Cote d'Ivoire","CIV","AFRO",1971,668,NA,9,1971-01-01,1971-12-31,365,1,"OWiD",0.0134730538922156,0.00617874972459408,0.0254214242397147
"Cote d'Ivoire","CIV","AFRO",1979,3,NA,0,1979-01-01,1979-12-31,365,1,"OWiD",0,0,0.707598226178713
"Cote d'Ivoire","CIV","AFRO",1982,34,NA,0,1982-01-01,1982-12-31,365,1,"OWiD",0,0,0.102817924259013
"Cote d'Ivoire","CIV","AFRO",1991,604,NA,116,1991-01-01,1991-12-31,365,1,"OWiD",0.19205298013245,0.161379643381144,0.225771899493148
"Cote d'Ivoire","CIV","AFRO",1992,37,NA,7,1992-01-01,1992-12-31,365,1,"OWiD",0.189189189189189,0.0796211208528769,0.351552378369254
"Cote d'Ivoire","CIV","AFRO",1993,724,NA,42,1993-01-01,1993-12-31,365,1,"OWiD",0.0580110497237569,0.0421254619048298,0.0776082969102612
"Cote d'Ivoire","CIV","AFRO",1994,1108,NA,55,1994-01-01,1994-12-31,365,1,"OWiD",0.0496389891696751,0.0376105535391042,0.0641248044983967
"Cote d'Ivoire","CIV","AFRO",1995,4993,NA,184,1995-01-01,1995-12-31,365,1,"OWiD",0.0368515922291208,0.0317981513732988,0.0424553253944743
"Cote d'Ivoire","CIV","AFRO",1996,1345,NA,22,1996-01-01,1996-12-31,365,1,"OWiD",0.0163568773234201,0.0102784211604643,0.024660292820802
"Cote d'Ivoire","CIV","AFRO",2001,5912,NA,305,2001-01-01,2001-12-31,365,1,"OWiD",0.0515899864682003,0.0460893950239904,0.0575381847862936
"Cote d'Ivoire","CIV","AFRO",2002,4188,NA,143,2002-01-01,2002-12-31,365,1,"OWiD",0.03414517669532,0.0288528157755305,0.0400995199045024
"Cote d'Ivoire","CIV","AFRO",2003,1034,NA,50,2003-01-01,2003-12-31,365,1,"OWiD",0.0483558994197292,0.0361004767205145,0.0632572309779525
"Cote d'Ivoire","CIV","AFRO",2004,105,NA,9,2004-01-01,2004-12-31,365,1,"OWiD",0.0857142857142857,0.0399453596288538,0.156483323205468
"Cote d'Ivoire","CIV","AFRO",2005,39,NA,6,2005-01-01,2005-12-31,365,1,"OWiD",0.153846153846154,0.0586242628607894,0.305279924436713
"Cote d'Ivoire","CIV","AFRO",2006,414,NA,15,2006-01-01,2006-12-31,365,1,"OWiD",0.036231884057971,0.0204179292766408,0.059055534960333
"Cote d'Ivoire","CIV","AFRO",2007,8,NA,1,2007-01-01,2007-12-31,365,1,"OWiD",0.125,0.00315972353125191,0.526509670875207
"Cote d'Ivoire","CIV","AFRO",2008,7,NA,1,2008-01-01,2008-12-31,365,1,"OWiD",0.142857142857143,0.00361029686190059,0.578723197043195
