"country","iso_code","year","cases_total","region","cases_imported","cfr","deaths_total"
"Nigeria","NGA",2017,12174,"AFRO",NA,0.023656973878758,288
"Nigeria","NGA",2018,45037,"AFRO",NA,0.0185625152652264,836
"Nigeria","NGA",2019,2486,"AFRO",NA,0.0172968624296058,43
"Nigeria","NGA",2020,596,"AFRO",NA,0.0788590604026846,47
"Nigeria","NGA",2021,111062,"AFRO",NA,0.0324503430516288,3604
"Rwanda","RWA",1978,838,"AFRO",NA,0.0572792362768496,48
"Rwanda","RWA",1979,5,"AFRO",NA,0,0
"Rwanda","RWA",1980,30,"AFRO",NA,0.133333333333333,4
"Rwanda","RWA",1981,24,"AFRO",NA,0.0416666666666667,1
"Rwanda","RWA",1982,201,"AFRO",NA,0.0099502487562189,2
"Rwanda","RWA",1983,54,"AFRO",NA,0.0925925925925926,5
"Rwanda","RWA",1984,161,"AFRO",NA,0.0807453416149068,13
"Rwanda","RWA",1985,21,"AFRO",NA,0,0
"Rwanda","RWA",1986,226,"AFRO",NA,0.0309734513274336,7
"Rwanda","RWA",1987,101,"AFRO",NA,0.0594059405940594,6
"Rwanda","RWA",1988,70,"AFRO",NA,0.0428571428571429,3
"Rwanda","RWA",1989,1,"AFRO",NA,0,0
"Rwanda","RWA",1991,679,"AFRO",NA,0.0515463917525773,35
"Rwanda","RWA",1992,503,"AFRO",NA,0.0695825049701789,35
"Rwanda","RWA",1993,568,"AFRO",NA,0.0598591549295775,34
"Rwanda","RWA",1994,10,"AFRO",NA,0,0
"Rwanda","RWA",1995,3,"AFRO",NA,0,0
"Rwanda","RWA",1996,106,"AFRO",NA,0.0943396226415094,10
"Rwanda","RWA",1997,274,"AFRO",NA,0.0583941605839416,16
"Rwanda","RWA",1998,3220,"AFRO",NA,0.0229813664596273,74
"Rwanda","RWA",1999,327,"AFRO",NA,0.149847094801223,49
"Rwanda","RWA",2000,1235,"AFRO",NA,0.00647773279352227,8
"Rwanda","RWA",2001,157,"AFRO",NA,0.0127388535031847,2
"Rwanda","RWA",2003,12,"AFRO",NA,0,0
"Rwanda","RWA",2004,586,"AFRO",NA,0,0
"Rwanda","RWA",2005,89,"AFRO",NA,0,0
"Rwanda","RWA",2006,405,"AFRO",NA,0.0518518518518519,21
"Rwanda","RWA",2007,1453,"AFRO",NA,0.0144528561596696,21
"Rwanda","RWA",2008,23,"AFRO",NA,0,0
"Rwanda","RWA",2009,67,"AFRO",NA,0,0
"Rwanda","RWA",2012,9,"AFRO",NA,0,0
"Rwanda","RWA",2016,355,"AFRO",NA,0,0
"Rwanda","RWA",2021,74,"AFRO",NA,0,0
"Sao Tome and Principe","STP",1989,3953,"AFRO",NA,0.0161902352643562,64
"Sao Tome and Principe","STP",1990,804,"AFRO",NA,0.0111940298507463,9
"Sao Tome and Principe","STP",1991,3,"AFRO",NA,0.333333333333333,1
"Sao Tome and Principe","STP",2005,1966,"AFRO",NA,0.0167853509664293,33
"Sao Tome and Principe","STP",2006,926,"AFRO",NA,0.00971922246220302,9
"Sao Tome and Principe","STP",2007,90,"AFRO",NA,0,0
"Sao Tome and Principe","STP",2008,119,"AFRO",NA,0.0336134453781513,4
"Senegal","SEN",1971,265,"AFRO",NA,0.226415094339623,60
"Senegal","SEN",1972,379,"AFRO",NA,0.0976253298153034,37
"Senegal","SEN",1978,315,"AFRO",NA,0.0253968253968254,8
"Senegal","SEN",1979,103,"AFRO",NA,0.029126213592233,3
"Senegal","SEN",1981,428,"AFRO",NA,0,0
"Senegal","SEN",1984,728,"AFRO",NA,0.129120879120879,94
"Senegal","SEN",1985,2988,"AFRO",NA,0.15863453815261,474
"Senegal","SEN",1986,476,"AFRO",NA,0.132352941176471,63
"Senegal","SEN",1987,3150,"AFRO",NA,0.0914285714285714,288
"Senegal","SEN",1988,390,"AFRO",NA,0.00256410256410256,1
"Senegal","SEN",1995,3332,"AFRO",NA,0.0480192076830732,160
"Senegal","SEN",1996,16107,"AFRO",NA,0.0474948780033526,765
"Senegal","SEN",1997,371,"AFRO",NA,0.0296495956873315,11
"Senegal","SEN",2004,1227,"AFRO",NA,0.00814995925020375,10
"Senegal","SEN",2005,31719,"AFRO",NA,0.0144392950597434,458
"Senegal","SEN",2006,365,"AFRO",NA,0.0273972602739726,10
"Senegal","SEN",2007,3984,"AFRO",NA,0.00602409638554217,24
"Senegal","SEN",2008,1283,"AFRO",NA,0.0155884645362432,20
"Senegal","SEN",2009,4,"AFRO",NA,0,0
"Senegal","SEN",2010,3,"AFRO",NA,0,0
"Senegal","SEN",2011,5,"AFRO",NA,NA,NA
"Senegal","SEN",2012,1,"AFRO",NA,0,0
"Seychelles","SYC",2005,0,"AFRO",NA,NA,0
"Seychelles","SYC",2006,0,"AFRO",NA,NA,0
"Seychelles","SYC",2007,178,"AFRO",NA,0.00561797752808989,1
"Seychelles","SYC",2008,0,"AFRO",NA,NA,0
"Sierra Leone","SLE",1970,293,"AFRO",NA,0.252559726962457,74
"Sierra Leone","SLE",1971,211,"AFRO",NA,0.0616113744075829,13
"Sierra Leone","SLE",1977,12,"AFRO",NA,0,0
"Sierra Leone","SLE",1986,8957,"AFRO",NA,0.0746901864463548,669
"Sierra Leone","SLE",1987,557,"AFRO",NA,0.0538599640933573,30
"Sierra Leone","SLE",1994,9709,"AFRO",NA,0.0641672674837779,623
"Sierra Leone","SLE",1995,10285,"AFRO",NA,0.0434613514827419,447
"Sierra Leone","SLE",1998,2096,"AFRO",NA,0.0271946564885496,57
"Sierra Leone","SLE",1999,863,"AFRO",NA,0.00579374275782155,5
"Sierra Leone","SLE",2004,513,"AFRO",NA,0.0818713450292398,42
"Sierra Leone","SLE",2005,6,"AFRO",NA,0,0
"Sierra Leone","SLE",2006,2560,"AFRO",NA,0.038671875,99
"Sierra Leone","SLE",2007,2219,"AFRO",NA,0.0378548895899054,84
"Sierra Leone","SLE",2008,62,"AFRO",NA,0.0161290322580645,1
"Sierra Leone","SLE",2012,23124,"AFRO",NA,0.0129302888773569,299
"Sierra Leone","SLE",2013,377,"AFRO",NA,0.0848806366047745,32
"Somalia","SOM",1970,43,"AFRO",NA,0.232558139534884,10
"Somalia","SOM",1971,89,"AFRO",NA,0.112359550561798,10
"Somalia","SOM",1985,10199,"AFRO",NA,0.155799588194921,1589
"Somalia","SOM",1986,15980,"AFRO",NA,0.12171464330413,1945
"Somalia","SOM",1994,28334,"AFRO",NA,0.0425637043834263,1206
"Somalia","SOM",1995,9255,"AFRO",NA,0.0206374932468936,191
"Somalia","SOM",1996,10274,"AFRO",NA,0.04516254623321,464
"Somalia","SOM",1997,6814,"AFRO",NA,0.0369826827120634,252
"Somalia","SOM",1998,4417,"AFRO",NA,0.0443740095087163,196
"Somalia","SOM",1999,17757,"AFRO",NA,0.0390268626457172,693
"Somalia","SOM",2000,7496,"AFRO",NA,0.0751067235859125,563
"Somalia","SOM",2001,2567,"AFRO",NA,0.0362290611608882,93
"Somalia","SOM",2002,2775,"AFRO",NA,0.0572972972972973,159
"Somalia","SOM",2003,11020,"AFRO",NA,0.00508166969147005,56
"Somalia","SOM",2004,4490,"AFRO",NA,0.00579064587973274,26
"Somalia","SOM",2007,41643,"AFRO",NA,0.028384122181399,1182
"Somalia","SOM",2008,1281,"AFRO",NA,0.0124902419984387,16
"Somalia","SOM",2009,208,"AFRO",NA,0.0144230769230769,3
"Somalia","SOM",2010,3510,"AFRO",NA,0.0293447293447293,103
"Somalia","SOM",2011,77636,"AFRO",NA,0.0145551033025916,1130
"Somalia","SOM",2012,22576,"AFRO",NA,0.00885896527285613,200
"Somalia","SOM",2013,6864,"AFRO",NA,0.0203962703962704,140
"Somalia","SOM",2014,2820,"AFRO",NA,NA,NA
"Somalia","SOM",2015,7536,"AFRO",NA,0.0111464968152866,84
"Somalia","SOM",2016,15619,"AFRO",NA,0.0350854728215635,548
"Somalia","SOM",2017,75414,"AFRO",NA,0.0133131779245233,1004
"Somalia","SOM",2018,6761,"AFRO",NA,0.00665582014494897,45
"Somalia","SOM",2019,3100,"AFRO",NA,0.00129032258064516,4
"Somalia","SOM",2020,6414,"AFRO",NA,0.00685999376364203,44
"Somalia","SOM",2021,4342,"AFRO",NA,0.00736987563334869,32
"South Africa","ZAF",1973,1,"AFRO",NA,0,0
"South Africa","ZAF",1974,37,"AFRO",NA,0,0
"South Africa","ZAF",1979,2,"AFRO",NA,0,0
"South Africa","ZAF",1980,859,"AFRO",NA,0.0186263096623981,16
"South Africa","ZAF",1981,4180,"AFRO",NA,0.0124401913875598,52
"South Africa","ZAF",1982,11968,"AFRO",NA,0.018716577540107,224
"South Africa","ZAF",1983,4715,"AFRO",NA,0.0133616118769883,63
"South Africa","ZAF",1984,1182,"AFRO",NA,0.0169204737732657,20
"South Africa","ZAF",1985,2742,"AFRO",NA,0.00145878920495988,4
"South Africa","ZAF",1986,120,"AFRO",NA,0.00833333333333333,1
"South Africa","ZAF",1987,37,"AFRO",NA,0,0
"South Africa","ZAF",1991,10,"AFRO",NA,0,0
"South Africa","ZAF",1992,11,"AFRO",NA,0,0
"South Africa","ZAF",1993,78,"AFRO",NA,0.0256410256410256,2
"South Africa","ZAF",1994,4,"AFRO",NA,0,0
"South Africa","ZAF",1998,20,"AFRO",NA,0.05,1
"South Africa","ZAF",1999,68,"AFRO",NA,0.0294117647058824,2
"South Africa","ZAF",2000,19667,"AFRO",NA,0.00345756851578787,68
"South Africa","ZAF",2001,106159,"AFRO",NA,0.00218540114356767,232
"South Africa","ZAF",2002,10004,"AFRO",NA,0.00319872051179528,32
"South Africa","ZAF",2003,3901,"AFRO",NA,0.0115355037169956,45
"South Africa","ZAF",2004,2767,"AFRO",NA,0.0126490784242862,35
"South Africa","ZAF",2005,3503,"AFRO",NA,0.00799314872966029,28
"South Africa","ZAF",2006,0,"AFRO",NA,NA,0
"South Africa","ZAF",2008,3907,"AFRO",NA,0.00563091886357819,22
"South Africa","ZAF",2009,10520,"AFRO",NA,0.00541825095057034,57
"South Africa","ZAF",2013,1,"AFRO",NA,0,0
"South Sudan","SSD",2014,6421,"AFRO",NA,0.0260084099049992,167
"South Sudan","SSD",2015,1818,"AFRO",NA,0.0258525852585259,47
"South Sudan","SSD",2016,4295,"AFRO",NA,0.0190919674039581,82
"South Sudan","SSD",2017,16088,"AFRO",NA,0.0219418199900547,353
"Sudan","SDN",1979,845,"AFRO",NA,0.208284023668639,176
"Sudan","SDN",1980,17,"AFRO",NA,0.117647058823529,2
"Sudan","SDN",1985,4457,"AFRO",NA,0.053623513574153,239
"Sudan","SDN",1999,0,"AFRO",NA,NA,0
"Sudan","SDN",2006,30662,"AFRO",NA,0.0329724088448242,1011
"Sudan","SDN",2007,13731,"AFRO",NA,0.0364139538271065,500
"Sudan","SDN",2008,17241,"AFRO",NA,0.00684415057131257,118
"Sudan","SDN",2009,13681,"AFRO",NA,0.00380089174767926,52
"Sudan","SDN",2019,346,"AFRO",NA,0.0317919075144509,11
"Sudan","SDN",2020,7,"AFRO",NA,0,0
"Sudan","SDN",2021,9,"AFRO",NA,0,0
"Tanzania","TZA",1974,10,"AFRO",NA,0.6,6
"Tanzania","TZA",1977,297,"AFRO",NA,0.0875420875420875,26
"Tanzania","TZA",1978,6608,"AFRO",NA,0.110926150121065,733
"Tanzania","TZA",1979,2559,"AFRO",NA,0.119187182493161,305
"Tanzania","TZA",1980,5196,"AFRO",NA,0.112971516551193,587
"Tanzania","TZA",1981,4241,"AFRO",NA,0.0778118368309361,330
"Tanzania","TZA",1982,4071,"AFRO",NA,0.079587324981577,324
"Tanzania","TZA",1983,1816,"AFRO",NA,0.0699339207048458,127
"Tanzania","TZA",1984,2600,"AFRO",NA,0.13,338
"Tanzania","TZA",1985,1984,"AFRO",NA,0.126008064516129,250
"Tanzania","TZA",1986,1231,"AFRO",NA,0.174654752233956,215
"Tanzania","TZA",1987,1892,"AFRO",NA,0.12262156448203,232
"Tanzania","TZA",1988,5267,"AFRO",NA,0.110119612682742,580
"Tanzania","TZA",1989,2150,"AFRO",NA,0.107906976744186,232
"Tanzania","TZA",1990,2230,"AFRO",NA,0.036322869955157,81
"Tanzania","TZA",1991,5676,"AFRO",NA,0.10077519379845,572
"Tanzania","TZA",1992,18526,"AFRO",NA,0.117294612976358,2173
"Tanzania","TZA",1993,792,"AFRO",NA,0.0934343434343434,74
"Tanzania","TZA",1994,2240,"AFRO",NA,0.0691964285714286,155
"Tanzania","TZA",1995,2957,"AFRO",NA,0.0324653364896855,96
"Tanzania","TZA",1996,1464,"AFRO",NA,0.0245901639344262,36
"Tanzania","TZA",1997,40249,"AFRO",NA,0.0554299485701508,2231
"Tanzania","TZA",1998,14488,"AFRO",NA,0.0419657647708448,608
"Tanzania","TZA",1999,12266,"AFRO",NA,0.0476112832219142,584
"Tanzania","TZA",2000,4637,"AFRO",NA,0.0336424412335562,156
"Tanzania","TZA",2001,1300,"AFRO",NA,0.04,52
"Tanzania","TZA",2002,11920,"AFRO",NA,0.0249161073825503,297
"Tanzania","TZA",2003,710,"AFRO",NA,0.0450704225352113,32
"Tanzania","TZA",2004,10319,"AFRO",NA,0.0263591433278418,272
"Tanzania","TZA",2005,2945,"AFRO",NA,0.031918505942275,94
"Tanzania","TZA",2006,14297,"AFRO",NA,0.0177659648877387,254
"Tanzania","TZA",2007,1609,"AFRO",NA,0.0403977625854568,65
"Tanzania","TZA",2008,2911,"AFRO",NA,0.0302301614565441,88
"Tanzania","TZA",2009,7700,"AFRO",NA,0.0146753246753247,113
"Tanzania","TZA",2010,4469,"AFRO",NA,0.0132020586260908,59
"Tanzania","TZA",2011,942,"AFRO",NA,0.0116772823779193,11
"Tanzania","TZA",2012,286,"AFRO",NA,0.013986013986014,4
"Tanzania","TZA",2013,270,"AFRO",NA,0.062962962962963,17
"Tanzania","TZA",2015,11563,"AFRO",NA,0.012453515523653,144
"Tanzania","TZA",2016,11360,"AFRO",NA,0.0151408450704225,172
"Tanzania","TZA",2017,4895,"AFRO",NA,0.0202247191011236,99
"Tanzania","TZA",2018,4777,"AFRO",NA,0.0175842579024492,84
"Tanzania","TZA",2021,54,"AFRO",NA,0,0
"Togo","TGO",1970,75,"AFRO",NA,0.04,3
"Togo","TGO",1971,335,"AFRO",NA,0.0776119402985075,26
"Togo","TGO",1972,16,"AFRO",NA,0,0
"Togo","TGO",1974,58,"AFRO",NA,0.137931034482759,8
"Togo","TGO",1977,132,"AFRO",NA,0.0909090909090909,12
"Togo","TGO",1978,6,"AFRO",NA,1,6
"Togo","TGO",1988,1,"AFRO",NA,0,0
"Togo","TGO",1991,2396,"AFRO",NA,0.0338063439065108,81
"Togo","TGO",1992,753,"AFRO",NA,0.0703851261620186,53
"Togo","TGO",1993,19,"AFRO",NA,0.105263157894737,2
"Togo","TGO",1994,47,"AFRO",NA,0.106382978723404,5
"Togo","TGO",1995,65,"AFRO",NA,0.0615384615384615,4
"Togo","TGO",1996,146,"AFRO",NA,0.116438356164384,17
"Togo","TGO",1997,42,"AFRO",NA,0.166666666666667,7
"Togo","TGO",1998,3217,"AFRO",NA,0.0686975442959279,221
"Togo","TGO",1999,667,"AFRO",NA,0.0464767616191904,31
"Togo","TGO",2000,338,"AFRO",NA,0.0680473372781065,23
"Togo","TGO",2001,2551,"AFRO",NA,0.0509604076832615,130
"Togo","TGO",2002,257,"AFRO",NA,0.0544747081712062,14
"Togo","TGO",2003,384,"AFRO",NA,0.0729166666666667,28
"Togo","TGO",2004,1080,"AFRO",NA,0.0305555555555556,33
"Togo","TGO",2005,1320,"AFRO",NA,0.0113636363636364,15
"Togo","TGO",2006,1159,"AFRO",NA,0.0215703192407248,25
"Togo","TGO",2007,65,"AFRO",NA,0.0153846153846154,1
"Togo","TGO",2008,397,"AFRO",NA,0.00755667506297229,3
"Togo","TGO",2009,218,"AFRO",NA,0.00458715596330275,1
"Togo","TGO",2010,72,"AFRO",NA,0.0416666666666667,3
"Togo","TGO",2011,4,"AFRO",NA,0,0
"Togo","TGO",2012,61,"AFRO",NA,0.0163934426229508,1
"Togo","TGO",2013,166,"AFRO",NA,0.0240963855421687,4
"Togo","TGO",2014,262,"AFRO",NA,0.0419847328244275,11
"Togo","TGO",2015,35,"AFRO",NA,0.0285714285714286,1
"Togo","TGO",2020,67,"AFRO",NA,0.0298507462686567,2
"Togo","TGO",2021,40,"AFRO",NA,0.125,5
"Uganda","UGA",1971,757,"AFRO",NA,0.0396301188903567,30
"Uganda","UGA",1975,3,"AFRO",NA,0,0
"Uganda","UGA",1978,1120,"AFRO",NA,0.0982142857142857,110
"Uganda","UGA",1979,940,"AFRO",NA,0.0638297872340425,60
"Uganda","UGA",1980,1539,"AFRO",NA,0.117608836907083,181
"Uganda","UGA",1982,190,"AFRO",NA,0.252631578947368,48
"Uganda","UGA",1987,140,"AFRO",NA,0.357142857142857,50
"Uganda","UGA",1991,279,"AFRO",NA,0.100358422939068,28
"Uganda","UGA",1992,5072,"AFRO",NA,0.0205047318611987,104
"Uganda","UGA",1994,704,"AFRO",NA,0.0553977272727273,39
"Uganda","UGA",1995,538,"AFRO",NA,0.122676579925651,66
"Uganda","UGA",1996,291,"AFRO",NA,0.13745704467354,40
"Uganda","UGA",1997,2610,"AFRO",NA,0.0720306513409962,188
"Uganda","UGA",1998,49514,"AFRO",NA,0.0416851799491053,2064
"Uganda","UGA",1999,5179,"AFRO",NA,0.0440239428461093,228
"Uganda","UGA",2000,2807,"AFRO",NA,0.0612753829711436,172
"Uganda","UGA",2001,247,"AFRO",NA,0.0161943319838057,4
"Uganda","UGA",2002,2274,"AFRO",NA,0.0584872471416007,133
"Uganda","UGA",2003,4377,"AFRO",NA,0.0294722412611378,129
"Uganda","UGA",2004,3380,"AFRO",NA,0.0269230769230769,91
"Uganda","UGA",2005,4924,"AFRO",NA,0.0199025182778229,98
"Uganda","UGA",2006,5194,"AFRO",NA,0.0204081632653061,106
"Uganda","UGA",2007,276,"AFRO",NA,0.0108695652173913,3
"Uganda","UGA",2008,3726,"AFRO",NA,0.0322061191626409,120
"Uganda","UGA",2009,1095,"AFRO",NA,0.0210045662100457,23
"Uganda","UGA",2010,2341,"AFRO",NA,0.0333190944041008,78
"Uganda","UGA",2012,6326,"AFRO",NA,0.0213404995257667,135
"Uganda","UGA",2013,748,"AFRO",NA,0.036096256684492,27
"Uganda","UGA",2014,309,"AFRO",NA,0.029126213592233,9
"Uganda","UGA",2015,1461,"AFRO",NA,0.0225872689938398,33
"Uganda","UGA",2016,516,"AFRO",NA,0.0213178294573643,11
"Uganda","UGA",2017,252,"AFRO",NA,0,0
"Uganda","UGA",2018,4440,"AFRO",NA,0.0202702702702703,90
"Uganda","UGA",2019,358,"AFRO",NA,0.0139664804469274,5
"Uganda","UGA",2020,1521,"AFRO",NA,0.0118343195266272,18
"Uganda","UGA",2021,173,"AFRO",NA,0,0
"Zambia","ZMB",1978,263,"AFRO",NA,0.136882129277567,36
"Zambia","ZMB",1979,12,"AFRO",NA,0.916666666666667,11
"Zambia","ZMB",1980,57,"AFRO",NA,0.298245614035088,17
"Zambia","ZMB",1981,14,"AFRO",NA,0,0
"Zambia","ZMB",1982,1403,"AFRO",NA,0.0933713471133286,131
"Zambia","ZMB",1983,233,"AFRO",NA,0.0815450643776824,19
"Zambia","ZMB",1989,44,"AFRO",NA,1,44
"Zambia","ZMB",1990,3717,"AFRO",NA,0.0847457627118644,315
"Zambia","ZMB",1991,13154,"AFRO",NA,0.0829405504029193,1091
"Zambia","ZMB",1992,11659,"AFRO",NA,0.0783086027961232,913
"Zambia","ZMB",1993,6766,"AFRO",NA,0.0629618681643512,426
"Zambia","ZMB",1996,2172,"AFRO",NA,0.0193370165745856,42
"Zambia","ZMB",1997,36,"AFRO",NA,0,0
"Zambia","ZMB",1998,171,"AFRO",NA,0,0
"Zambia","ZMB",1999,13511,"AFRO",NA,0.0395973651099104,535
"Zambia","ZMB",2000,4504,"AFRO",NA,0.0672735346358792,303
"Zambia","ZMB",2001,3109,"AFRO",NA,0.0530717272434867,165
"Zambia","ZMB",2002,339,"AFRO",NA,0.0353982300884956,12
"Zambia","ZMB",2003,1049,"AFRO",NA,0.0276453765490944,29
"Zambia","ZMB",2004,12149,"AFRO",NA,0.0307021154004445,373
"Zambia","ZMB",2005,1503,"AFRO",NA,0.00465735196274118,7
"Zambia","ZMB",2006,5360,"AFRO",NA,0.0341417910447761,183
"Zambia","ZMB",2007,2286,"AFRO",NA,0.0153105861767279,35
"Zambia","ZMB",2008,2061,"AFRO",NA,0.0189228529839884,39
"Zambia","ZMB",2009,4712,"AFRO",NA,0.0169779286926995,80
"Zambia","ZMB",2010,6794,"AFRO",NA,0.00912569914630556,62
"Zambia","ZMB",2011,330,"AFRO",NA,0.0212121212121212,7
"Zambia","ZMB",2012,198,"AFRO",NA,0.0101010101010101,2
"Zambia","ZMB",2017,1794,"AFRO",NA,0.0317725752508361,57
"Zambia","ZMB",2018,4082,"AFRO",NA,0.0181283684468398,74
"Zambia","ZMB",2019,447,"AFRO",NA,0.0201342281879195,9
"Zimbabwe","ZWE",1973,1,"AFRO",NA,NA,NA
"Zimbabwe","ZWE",1974,37,"AFRO",NA,0,0
"Zimbabwe","ZWE",1975,615,"AFRO",NA,0.0536585365853659,33
"Zimbabwe","ZWE",1976,144,"AFRO",NA,0.0625,9
"Zimbabwe","ZWE",1985,144,"AFRO",NA,0.0416666666666667,6
"Zimbabwe","ZWE",1986,2,"AFRO",NA,NA,NA
"Zimbabwe","ZWE",1992,2048,"AFRO",NA,0.05126953125,105
"Zimbabwe","ZWE",1993,5385,"AFRO",NA,0.061652739090065,332
"Zimbabwe","ZWE",1998,995,"AFRO",NA,0.0442211055276382,44
"Zimbabwe","ZWE",1999,5637,"AFRO",NA,0.0682987404647862,385
"Zimbabwe","ZWE",2000,1675,"AFRO",NA,0.133134328358209,223
"Zimbabwe","ZWE",2001,650,"AFRO",NA,0.0215384615384615,14
"Zimbabwe","ZWE",2002,3125,"AFRO",NA,0.06144,192
"Zimbabwe","ZWE",2003,1009,"AFRO",NA,0.0346878097125867,35
"Zimbabwe","ZWE",2004,119,"AFRO",NA,0.0756302521008403,9
"Zimbabwe","ZWE",2005,516,"AFRO",NA,0.0503875968992248,26
"Zimbabwe","ZWE",2006,789,"AFRO",NA,0.0773130544993663,61
"Zimbabwe","ZWE",2007,65,"AFRO",NA,0.0615384615384615,4
"Zimbabwe","ZWE",2008,60055,"AFRO",NA,0.0487553076346682,2928
"Zimbabwe","ZWE",2009,68153,"AFRO",NA,0.0397047818878112,2706
"Zimbabwe","ZWE",2010,951,"AFRO",NA,0.0220820189274448,21
"Zimbabwe","ZWE",2011,1220,"AFRO",NA,0.00163934426229508,2
"Zimbabwe","ZWE",2012,23,"AFRO",NA,0.0434782608695652,1
"Zimbabwe","ZWE",2015,60,"AFRO",NA,0,0
"Zimbabwe","ZWE",2016,10,"AFRO",NA,0.1,1
"Zimbabwe","ZWE",2018,10692,"AFRO",NA,0.00607931163486719,65
"Zimbabwe","ZWE",2019,61,"AFRO",NA,0.0491803278688525,3
