"iso_code","year","pop_density"
"ABW",1960,NA
"ABW",1961,308.766666666667
"ABW",1962,312.888888888889
"ABW",1963,316.677777777778
"ABW",1964,320.105555555556
"ABW",1965,323.277777777778
"ABW",1966,326.077777777778
"ABW",1967,327.722222222222
"ABW",1968,328.161111111111
"ABW",1969,328.066666666667
"ABW",1970,327.5
"ABW",1971,326.561111111111
"ABW",1972,322.483333333333
"ABW",1973,323.883333333333
"ABW",1974,324.161111111111
"ABW",1975,323.861111111111
"ABW",1976,324.266666666667
"ABW",1977,325.444444444444
"ABW",1978,326.533333333333
"ABW",1979,328.838888888889
"ABW",1980,332.827777777778
"ABW",1981,336.461111111111
"ABW",1982,340.422222222222
"ABW",1983,345.711111111111
"ABW",1984,349.45
"ABW",1985,342.933333333333
"ABW",1986,332.95
"ABW",1987,328.661111111111
"ABW",1988,329.616666666667
"ABW",1989,335.794444444444
"ABW",1990,348.627777777778
"ABW",1991,366.088888888889
"ABW",1992,383.361111111111
"ABW",1993,409.361111111111
"ABW",1994,431.083333333333
"ABW",1995,443.361111111111
"ABW",1996,461.227777777778
"ABW",1997,479.45
"ABW",1998,491.394444444444
"ABW",1999,498.105555555556
"ABW",2000,503.266666666667
"ABW",2001,507.994444444444
"ABW",2002,511.522222222222
"ABW",2003,517.377777777778
"ABW",2004,528.544444444444
"ABW",2005,542.416666666667
"ABW",2006,552.25
"ABW",2007,556.388888888889
"ABW",2008,560.65
"ABW",2009,564.466666666667
"ABW",2010,565.766666666667
"ABW",2011,569.95
"ABW",2012,578.388888888889
"ABW",2013,587.083333333333
"ABW",2014,593.372222222222
"ABW",2015,599.477777777778
"ABW",2016,604.038888888889
"ABW",2017,604.083333333333
"ABW",2018,605.044444444444
"ABW",2019,606.683333333333
"ABW",2020,603.261111111111
"ABW",2021,598.333333333333
"ABW",2022,596.166666666667
"ABW",2023,NA
"ABW",2024,NA
"AFE",1960,NA
"AFE",1961,12.0360166751227
"AFE",1962,12.3638096910293
"AFE",1963,12.7039637532132
"AFE",1964,13.0607638248876
"AFE",1965,13.4329605607623
"AFE",1966,13.8158249081468
"AFE",1967,14.2145029690541
"AFE",1968,14.6313733757768
"AFE",1969,15.0603067561359
"AFE",1970,15.5016687831597
"AFE",1971,15.9557026379744
"AFE",1972,16.415767619072
"AFE",1973,16.9022721932297
"AFE",1974,17.4126557479122
"AFE",1975,17.9289362195754
"AFE",1976,18.4596806503626
"AFE",1977,18.9894753407758
"AFE",1978,19.5657410611332
"AFE",1979,20.1876498418917
"AFE",1980,20.8022371401755
"AFE",1981,21.4557408997936
"AFE",1982,22.1568840944491
"AFE",1983,22.8619681212798
"AFE",1984,23.5662342735586
"AFE",1985,24.2866024775452
"AFE",1986,25.0231189719045
"AFE",1987,25.7843511593151
"AFE",1988,26.5442947932109
"AFE",1989,27.305069190799
"AFE",1990,28.0991087474811
"AFE",1991,28.8827576739734
"AFE",1992,29.661491241108
"AFE",1993,27.7414556761445
"AFE",1994,28.4890858686785
"AFE",1995,29.2384182309521
"AFE",1996,30.0221550195394
"AFE",1997,30.8017560579786
"AFE",1998,31.6102044415815
"AFE",1999,32.4502751850645
"AFE",2000,33.3035106646153
"AFE",2001,34.1768746149742
"AFE",2002,35.0798625833507
"AFE",2003,36.010765348288
"AFE",2004,36.5295746590212
"AFE",2005,37.5135919528181
"AFE",2006,38.5286306361067
"AFE",2007,39.5795390720338
"AFE",2008,40.6724831497104
"AFE",2009,41.8010527779488
"AFE",2010,42.9574912715677
"AFE",2011,44.1254633537399
"AFE",2012,37.6965165566856
"AFE",2013,38.7469753050245
"AFE",2014,39.809154639038
"AFE",2015,40.8971995109358
"AFE",2016,41.9915537679033
"AFE",2017,43.1158195866339
"AFE",2018,44.3109394118317
"AFE",2019,45.5334654681731
"AFE",2020,46.7795135824364
"AFE",2021,48.0354728061518
"AFE",2022,49.2972007384894
"AFE",2023,NA
"AFE",2024,NA
"AFG",1960,NA
"AFG",1961,14.127045674072
"AFG",1962,14.4188491789706
"AFG",1963,14.7256136638916
"AFG",1964,15.0473268632231
"AFG",1965,15.3872222988823
"AFG",1966,15.7404519877957
"AFG",1967,16.1077518666728
"AFG",1968,16.4925287091977
"AFG",1969,16.8919077625991
"AFG",1970,17.3100409364795
"AFG",1971,17.7355641414838
"AFG",1972,18.1741042270365
"AFG",1973,18.6406620363982
"AFG",1974,19.1176839458473
"AFG",1975,19.5850451527835
"AFG",1976,20.0233828557411
"AFG",1977,20.4540668169204
"AFG",1978,20.8690814589945
"AFG",1979,20.936735507413
"AFG",1980,20.1912070895236
"AFG",1981,18.302716833019
"AFG",1982,16.8519969949251
"AFG",1983,16.7394661392454
"AFG",1984,17.1568633764163
"AFG",1985,17.5196663753584
"AFG",1986,17.5092743357405
"AFG",1987,17.4598193888659
"AFG",1988,17.6675375251062
"AFG",1989,18.205369271576
"AFG",1990,18.4684237155605
"AFG",1991,18.7646673719393
"AFG",1992,20.3593425632062
"AFG",1993,22.9108933965012
"AFG",1994,24.9157413795747
"AFG",1995,26.1653649786118
"AFG",1996,27.2346656854177
"AFG",1997,28.2907731935054
"AFG",1998,29.3761341857934
"AFG",1999,30.49198135627
"AFG",2000,30.8638471091486
"AFG",2001,31.099929472732
"AFG",2002,32.77696058139
"AFG",2003,34.8543443263879
"AFG",2004,36.1232295355933
"AFG",2005,37.4171181945019
"AFG",2006,38.9802584977692
"AFG",2007,39.7250233813225
"AFG",2008,40.6031951918802
"AFG",2009,42.1110666482682
"AFG",2010,43.3652070588596
"AFG",2011,44.9959492816951
"AFG",2012,46.8546892967205
"AFG",2013,48.4839765113534
"AFG",2014,50.2775447311531
"AFG",2015,51.8709105683578
"AFG",2016,53.2030296061205
"AFG",2017,54.7183278904681
"AFG",2018,56.3344817012404
"AFG",2019,58.0410606687825
"AFG",2020,59.9006163469942
"AFG",2021,61.3286907992579
"AFG",2022,62.2155405301811
"AFG",2023,NA
"AFG",2024,NA
"AFW",1960,NA
"AFW",1961,11.0214770664715
"AFW",1962,11.2589239248423
"AFW",1963,11.5059143897473
"AFW",1964,11.7600728673156
"AFW",1965,12.0236190914136
"AFW",1966,12.2971280859728
"AFW",1967,12.5787887798483
"AFW",1968,12.871674820761
"AFW",1969,13.1766392382536
"AFW",1970,13.4953248630974
"AFW",1971,13.8254398899916
"AFW",1972,14.1685027933208
"AFW",1973,14.5303464955818
"AFW",1974,14.9136520608699
"AFW",1975,15.3187362504947
"AFW",1976,15.7352126627002
"AFW",1977,16.1687080605542
"AFW",1978,16.6268266528702
"AFW",1979,17.1042973629693
"AFW",1980,17.5956653820898
"AFW",1981,18.1037426291597
"AFW",1982,18.6368801805925
"AFW",1983,19.1531473239455
"AFW",1984,19.6645005737482
"AFW",1985,20.2095383703782
"AFW",1986,20.7709164936578
"AFW",1987,21.3474511871834
"AFW",1988,21.9422788305707
"AFW",1989,22.5588367172317
"AFW",1990,23.1672703735886
"AFW",1991,23.7877451142964
"AFW",1992,24.4524380429327
"AFW",1993,25.1218554950485
"AFW",1994,25.7976762645123
"AFW",1995,26.5098062300874
"AFW",1996,27.2409284771462
"AFW",1997,27.9917910893256
"AFW",1998,28.775609621282
"AFW",1999,29.5724965674602
"AFW",2000,30.3974279719383
"AFW",2001,31.2610650491168
"AFW",2002,32.1522074381645
"AFW",2003,33.0698784405546
"AFW",2004,34.0186363143919
"AFW",2005,34.9984717735784
"AFW",2006,36.0016668545996
"AFW",2007,37.0320940814391
"AFW",2008,38.0935761205778
"AFW",2009,39.1722818817172
"AFW",2010,40.2793645213569
"AFW",2011,41.4325954201849
"AFW",2012,42.601118864266
"AFW",2013,43.780658715998
"AFW",2014,44.992476823447
"AFW",2015,46.2235257766605
"AFW",2016,47.4757006029331
"AFW",2017,48.7390701520488
"AFW",2018,49.9897095662287
"AFW",2019,51.2245254219844
"AFW",2020,52.4631237583976
"AFW",2021,53.7180180179184
"AFW",2022,54.9855916127898
"AFW",2023,NA
"AFW",2024,NA
"AGO",1960,NA
"AGO",1961,4.25249298147108
"AGO",1962,4.29478623566215
"AGO",1963,4.33810860672175
"AGO",1964,4.38292051014679
"AGO",1965,4.42927809416861
"AGO",1966,4.47692788962862
"AGO",1967,4.52539263656052
"AGO",1968,4.57423518087752
"AGO",1969,4.62315312424801
"AGO",1970,4.69462420790888
"AGO",1971,4.80556830031283
"AGO",1972,4.95248415817759
"AGO",1973,5.12435068581054
"AGO",1974,5.3046980027272
"AGO",1975,5.48884815914013
"AGO",1976,5.67471244084383
"AGO",1977,5.86975936472287
"AGO",1978,6.07743161947541
"AGO",1979,6.29438277051416
"AGO",1980,6.52432180957728
"AGO",1981,6.76634876072832
"AGO",1982,7.01985080612818
"AGO",1983,7.2856204379562
"AGO",1984,7.56069383171573
"AGO",1985,7.84400417101147
"AGO",1986,8.13303120237427
"AGO",1987,8.42051656372824
"AGO",1988,8.71203256597417
"AGO",1989,9.01464827143659
"AGO",1990,9.32570786877356
"AGO",1991,9.64428411005053
"AGO",1992,9.96527793374509
"AGO",1993,10.2888706184327
"AGO",1994,10.6278687735622
"AGO",1995,10.9888329189059
"AGO",1996,11.3667867169327
"AGO",1997,11.759375150397
"AGO",1998,12.1595973369696
"AGO",1999,12.5669647870378
"AGO",2000,12.9901892997513
"AGO",2001,13.4332301275367
"AGO",2002,13.8988521697281
"AGO",2003,14.392967032967
"AGO",2004,14.9197264779017
"AGO",2005,15.4737795780861
"AGO",2006,16.0546073634395
"AGO",2007,16.6668492821048
"AGO",2008,17.3086187535093
"AGO",2009,17.9792837089917
"AGO",2010,18.6851888986925
"AGO",2011,19.4259661506377
"AGO",2012,20.1952306088073
"AGO",2013,20.9879040667362
"AGO",2014,21.7861305847437
"AGO",2015,22.5858650838213
"AGO",2016,23.4082537900056
"AGO",2017,24.2518962059838
"AGO",2018,25.1039985561883
"AGO",2019,25.969063928772
"AGO",2020,26.8317413972888
"AGO",2021,27.6990687414775
"AGO",2022,28.5834835966953
"AGO",2023,NA
"AGO",2024,NA
"ALB",1960,NA
"ALB",1961,60.5766423357664
"ALB",1962,62.456897810219
"ALB",1963,64.3292335766423
"ALB",1964,66.2093065693431
"ALB",1965,68.0580656934307
"ALB",1966,69.8749270072993
"ALB",1967,71.7371532846715
"ALB",1968,73.8055474452555
"ALB",1969,75.9742700729927
"ALB",1970,77.9371897810219
"ALB",1971,79.8486496350365
"ALB",1972,81.8659124087591
"ALB",1973,83.8230656934307
"ALB",1974,85.7709489051095
"ALB",1975,87.7675547445255
"ALB",1976,89.7272262773723
"ALB",1977,91.7352554744526
"ALB",1978,93.6593430656934
"ALB",1979,95.5413138686131
"ALB",1980,97.5181386861314
