"iso_code","year","poverty_ratio"
"DOM",2007,6.1
"DOM",2008,5.4
"DOM",2009,4.7
"DOM",2010,3.9
"DOM",2011,4.1
"DOM",2012,3.8
"DOM",2013,3
"DOM",2014,3.4
"DOM",2015,2.5
"DOM",2016,2
"DOM",2017,1
"DOM",2018,0.8
"DOM",2019,0.8
"DOM",2020,1
"DOM",2021,0.9
"DOM",2022,0.8
"DOM",2023,NA
"DOM",2024,NA
"DZA",1960,NA
"DZA",1961,NA
"DZA",1962,NA
"DZA",1963,NA
"DZA",1964,NA
"DZA",1965,NA
"DZA",1966,NA
"DZA",1967,NA
"DZA",1968,NA
"DZA",1969,NA
"DZA",1970,NA
"DZA",1971,NA
"DZA",1972,NA
"DZA",1973,NA
"DZA",1974,NA
"DZA",1975,NA
"DZA",1976,NA
"DZA",1977,NA
"DZA",1978,NA
"DZA",1979,NA
"DZA",1980,NA
"DZA",1981,NA
"DZA",1982,NA
"DZA",1983,NA
"DZA",1984,NA
"DZA",1985,NA
"DZA",1986,NA
"DZA",1987,NA
"DZA",1988,6.4
"DZA",1989,NA
"DZA",1990,NA
"DZA",1991,NA
"DZA",1992,NA
"DZA",1993,NA
"DZA",1994,NA
"DZA",1995,6.1
"DZA",1996,NA
"DZA",1997,NA
"DZA",1998,NA
"DZA",1999,NA
"DZA",2000,NA
"DZA",2001,NA
"DZA",2002,NA
"DZA",2003,NA
"DZA",2004,NA
"DZA",2005,NA
"DZA",2006,NA
"DZA",2007,NA
"DZA",2008,NA
"DZA",2009,NA
"DZA",2010,NA
"DZA",2011,0
"DZA",2012,NA
"DZA",2013,NA
"DZA",2014,NA
"DZA",2015,NA
"DZA",2016,NA
"DZA",2017,NA
"DZA",2018,NA
"DZA",2019,NA
"DZA",2020,NA
"DZA",2021,NA
"DZA",2022,NA
"DZA",2023,NA
"DZA",2024,NA
"EAP",1960,NA
"EAP",1961,NA
"EAP",1962,NA
"EAP",1963,NA
"EAP",1964,NA
"EAP",1965,NA
"EAP",1966,NA
"EAP",1967,NA
"EAP",1968,NA
"EAP",1969,NA
"EAP",1970,NA
"EAP",1971,NA
"EAP",1972,NA
"EAP",1973,NA
"EAP",1974,NA
"EAP",1975,NA
"EAP",1976,NA
"EAP",1977,NA
"EAP",1978,NA
"EAP",1979,NA
"EAP",1980,NA
"EAP",1981,NA
"EAP",1982,NA
"EAP",1983,NA
"EAP",1984,NA
"EAP",1985,NA
"EAP",1986,NA
"EAP",1987,NA
"EAP",1988,NA
"EAP",1989,NA
"EAP",1990,NA
"EAP",1991,NA
"EAP",1992,NA
"EAP",1993,NA
"EAP",1994,NA
"EAP",1995,NA
"EAP",1996,NA
"EAP",1997,NA
"EAP",1998,NA
"EAP",1999,NA
"EAP",2000,NA
"EAP",2001,NA
"EAP",2002,NA
"EAP",2003,NA
"EAP",2004,NA
"EAP",2005,NA
"EAP",2006,NA
"EAP",2007,NA
"EAP",2008,NA
"EAP",2009,NA
"EAP",2010,NA
"EAP",2011,NA
"EAP",2012,NA
"EAP",2013,NA
"EAP",2014,NA
"EAP",2015,NA
"EAP",2016,NA
"EAP",2017,NA
"EAP",2018,NA
"EAP",2019,NA
"EAP",2020,NA
"EAP",2021,NA
"EAP",2022,NA
"EAP",2023,NA
"EAP",2024,NA
"EAR",1960,NA
"EAR",1961,NA
"EAR",1962,NA
"EAR",1963,NA
"EAR",1964,NA
"EAR",1965,NA
"EAR",1966,NA
"EAR",1967,NA
"EAR",1968,NA
"EAR",1969,NA
"EAR",1970,NA
"EAR",1971,NA
"EAR",1972,NA
"EAR",1973,NA
"EAR",1974,NA
"EAR",1975,NA
"EAR",1976,NA
"EAR",1977,NA
"EAR",1978,NA
"EAR",1979,NA
"EAR",1980,NA
"EAR",1981,NA
"EAR",1982,NA
"EAR",1983,NA
"EAR",1984,NA
"EAR",1985,NA
"EAR",1986,NA
"EAR",1987,NA
"EAR",1988,NA
"EAR",1989,NA
"EAR",1990,NA
"EAR",1991,NA
"EAR",1992,NA
"EAR",1993,NA
"EAR",1994,NA
"EAR",1995,NA
"EAR",1996,NA
"EAR",1997,NA
"EAR",1998,NA
"EAR",1999,NA
"EAR",2000,NA
"EAR",2001,NA
"EAR",2002,NA
"EAR",2003,NA
"EAR",2004,NA
"EAR",2005,NA
"EAR",2006,NA
"EAR",2007,NA
"EAR",2008,NA
"EAR",2009,NA
"EAR",2010,NA
"EAR",2011,NA
"EAR",2012,NA
"EAR",2013,NA
"EAR",2014,NA
"EAR",2015,NA
"EAR",2016,NA
"EAR",2017,NA
"EAR",2018,NA
"EAR",2019,NA
"EAR",2020,NA
"EAR",2021,NA
"EAR",2022,NA
"EAR",2023,NA
"EAR",2024,NA
"EAS",1960,NA
"EAS",1961,NA
"EAS",1962,NA
"EAS",1963,NA
"EAS",1964,NA
"EAS",1965,NA
"EAS",1966,NA
"EAS",1967,NA
"EAS",1968,NA
"EAS",1969,NA
"EAS",1970,NA
"EAS",1971,NA
"EAS",1972,NA
"EAS",1973,NA
"EAS",1974,NA
"EAS",1975,NA
"EAS",1976,NA
"EAS",1977,NA
"EAS",1978,NA
"EAS",1979,NA
"EAS",1980,NA
"EAS",1981,82.6
"EAS",1982,80.8
"EAS",1983,78.3
"EAS",1984,74
"EAS",1985,70.3
"EAS",1986,67.6
"EAS",1987,63.9
"EAS",1988,58.7
"EAS",1989,66.9
"EAS",1990,65.2
"EAS",1991,63.9
"EAS",1992,61.8
"EAS",1993,59.8
"EAS",1994,54
"EAS",1995,49
"EAS",1996,44.8
"EAS",1997,44.4
"EAS",1998,45.5
"EAS",1999,42.1
"EAS",2000,39.7
"EAS",2001,37
"EAS",2002,32.5
"EAS",2003,28.5
"EAS",2004,24.9
"EAS",2005,20.7
"EAS",2006,19.9
"EAS",2007,17.6
"EAS",2008,16.2
"EAS",2009,14.5
"EAS",2010,12.6
"EAS",2011,9.9
"EAS",2012,8.3
"EAS",2013,4.3
"EAS",2014,3.4
"EAS",2015,2.3
"EAS",2016,1.7
"EAS",2017,1.2
"EAS",2018,1.2
"EAS",2019,1
"EAS",2020,1.1
"EAS",2021,1.1
"EAS",2022,1
"EAS",2023,NA
"EAS",2024,NA
"ECA",1960,NA
"ECA",1961,NA
"ECA",1962,NA
"ECA",1963,NA
"ECA",1964,NA
"ECA",1965,NA
"ECA",1966,NA
"ECA",1967,NA
"ECA",1968,NA
"ECA",1969,NA
"ECA",1970,NA
"ECA",1971,NA
"ECA",1972,NA
"ECA",1973,NA
"ECA",1974,NA
"ECA",1975,NA
"ECA",1976,NA
"ECA",1977,NA
"ECA",1978,NA
"ECA",1979,NA
"ECA",1980,NA
"ECA",1981,NA
"ECA",1982,NA
"ECA",1983,NA
"ECA",1984,NA
"ECA",1985,NA
"ECA",1986,NA
"ECA",1987,NA
"ECA",1988,NA
"ECA",1989,NA
"ECA",1990,NA
"ECA",1991,NA
"ECA",1992,NA
"ECA",1993,NA
"ECA",1994,NA
"ECA",1995,NA
"ECA",1996,NA
"ECA",1997,NA
"ECA",1998,NA
"ECA",1999,NA
"ECA",2000,NA
"ECA",2001,NA
"ECA",2002,NA
"ECA",2003,NA
"ECA",2004,NA
"ECA",2005,NA
"ECA",2006,NA
"ECA",2007,NA
"ECA",2008,NA
"ECA",2009,NA
"ECA",2010,NA
"ECA",2011,NA
"ECA",2012,NA
"ECA",2013,NA
"ECA",2014,NA
"ECA",2015,NA
"ECA",2016,NA
"ECA",2017,NA
"ECA",2018,NA
"ECA",2019,NA
"ECA",2020,NA
"ECA",2021,NA
"ECA",2022,NA
"ECA",2023,NA
"ECA",2024,NA
"ECS",1960,NA
"ECS",1961,NA
"ECS",1962,NA
"ECS",1963,NA
"ECS",1964,NA
"ECS",1965,NA
"ECS",1966,NA
"ECS",1967,NA
"ECS",1968,NA
"ECS",1969,NA
"ECS",1970,NA
"ECS",1971,NA
"ECS",1972,NA
"ECS",1973,NA
"ECS",1974,NA
"ECS",1975,NA
"ECS",1976,NA
"ECS",1977,NA
"ECS",1978,NA
"ECS",1979,NA
"ECS",1980,NA
"ECS",1981,NA
"ECS",1982,NA
"ECS",1983,NA
"ECS",1984,NA
"ECS",1985,NA
"ECS",1986,NA
"ECS",1987,NA
"ECS",1988,NA
"ECS",1989,NA
"ECS",1990,3.6
"ECS",1991,4.2
"ECS",1992,5.5
"ECS",1993,6.3
"ECS",1994,8.1
"ECS",1995,8.1
"ECS",1996,8.1
"ECS",1997,7.5
"ECS",1998,7.7
"ECS",1999,10
"ECS",2000,9.2
"ECS",2001,8.3
"ECS",2002,7.4
"ECS",2003,7.3
"ECS",2004,5.5
"ECS",2005,4.7
"ECS",2006,3.3
"ECS",2007,2.2
"ECS",2008,1.4
"ECS",2009,1.2
"ECS",2010,1.2
"ECS",2011,0.9
"ECS",2012,0.9
"ECS",2013,0.7
"ECS",2014,1
"ECS",2015,0.8
"ECS",2016,0.7
"ECS",2017,0.7
"ECS",2018,0.4
"ECS",2019,0.5
"ECS",2020,0.5
"ECS",2021,0.5
"ECS",2022,0.5
"ECS",2023,NA
"ECS",2024,NA
"ECU",1960,NA
"ECU",1961,NA
"ECU",1962,NA
"ECU",1963,NA
"ECU",1964,NA
"ECU",1965,NA
"ECU",1966,NA
"ECU",1967,NA
"ECU",1968,NA
"ECU",1969,NA
"ECU",1970,NA
"ECU",1971,NA
"ECU",1972,NA
"ECU",1973,NA
"ECU",1974,NA
"ECU",1975,NA
"ECU",1976,NA
"ECU",1977,NA
"ECU",1978,NA
"ECU",1979,NA
"ECU",1980,NA
"ECU",1981,NA
"ECU",1982,NA
"ECU",1983,NA
"ECU",1984,NA
"ECU",1985,NA
"ECU",1986,NA
"ECU",1987,17.6
"ECU",1988,NA
"ECU",1989,NA
"ECU",1990,NA
"ECU",1991,NA
"ECU",1992,NA
"ECU",1993,NA
"ECU",1994,17.1
"ECU",1995,13.8
"ECU",1996,NA
"ECU",1997,NA
"ECU",1998,15.7
"ECU",1999,21.8
"ECU",2000,28.2
"ECU",2001,NA
"ECU",2002,NA
"ECU",2003,14.8
"ECU",2004,15.1
"ECU",2005,11.8
"ECU",2006,8.2
"ECU",2007,8.5
"ECU",2008,7.5
"ECU",2009,7.3
"ECU",2010,5.7
"ECU",2011,4.7
"ECU",2012,4.5
"ECU",2013,3.2
"ECU",2014,2.6
"ECU",2015,3.4
"ECU",2016,3.6
"ECU",2017,3.2
"ECU",2018,3.3
"ECU",2019,3.6
"ECU",2020,6.5
"ECU",2021,3.6
"ECU",2022,3.2
"ECU",2023,3.8
"ECU",2024,NA
"EGY",1960,NA
"EGY",1961,NA
"EGY",1962,NA
"EGY",1963,NA
"EGY",1964,NA
"EGY",1965,NA
"EGY",1966,NA
"EGY",1967,NA
"EGY",1968,NA
"EGY",1969,NA
"EGY",1970,NA
"EGY",1971,NA
"EGY",1972,NA
"EGY",1973,NA
"EGY",1974,NA
"EGY",1975,NA
"EGY",1976,NA
"EGY",1977,NA
"EGY",1978,NA
"EGY",1979,NA
"EGY",1980,NA
"EGY",1981,NA
"EGY",1982,NA
"EGY",1983,NA
"EGY",1984,NA
"EGY",1985,NA
"EGY",1986,NA
"EGY",1987,NA
"EGY",1988,NA
"EGY",1989,NA
"EGY",1990,5.2
"EGY",1991,NA
"EGY",1992,NA
"EGY",1993,NA
"EGY",1994,NA
"EGY",1995,2
"EGY",1996,NA
"EGY",1997,NA
"EGY",1998,NA
"EGY",1999,0
"EGY",2000,NA
"EGY",2001,NA
"EGY",2002,NA
"EGY",2003,NA
"EGY",2004,3.1
"EGY",2005,NA
"EGY",2006,NA
"EGY",2007,NA
"EGY",2008,2.9
"EGY",2009,NA
"EGY",2010,1
"EGY",2011,NA
"EGY",2012,0.9
"EGY",2013,NA
"EGY",2014,NA
"EGY",2015,0.9
"EGY",2016,NA
"EGY",2017,2.5
"EGY",2018,NA
"EGY",2019,1.5
"EGY",2020,NA
"EGY",2021,NA
"EGY",2022,NA
"EGY",2023,NA
"EGY",2024,NA
"EMU",1960,NA
"EMU",1961,NA
"EMU",1962,NA
"EMU",1963,NA
"EMU",1964,NA
"EMU",1965,NA
"EMU",1966,NA
"EMU",1967,NA
"EMU",1968,NA
"EMU",1969,NA
"EMU",1970,NA
"EMU",1971,NA
"EMU",1972,NA
"EMU",1973,NA
"EMU",1974,NA
"EMU",1975,NA
"EMU",1976,NA
"EMU",1977,NA
"EMU",1978,NA
"EMU",1979,NA
"EMU",1980,NA
"EMU",1981,NA
"EMU",1982,NA
"EMU",1983,NA
"EMU",1984,NA
"EMU",1985,NA
"EMU",1986,NA
"EMU",1987,NA
"EMU",1988,NA
"EMU",1989,NA
"EMU",1990,NA
"EMU",1991,NA
"EMU",1992,NA
"EMU",1993,NA
"EMU",1994,NA
"EMU",1995,NA
"EMU",1996,NA
"EMU",1997,NA
"EMU",1998,NA
"EMU",1999,NA
"EMU",2000,NA
"EMU",2001,NA
"EMU",2002,NA
"EMU",2003,NA
"EMU",2004,NA
"EMU",2005,NA
"EMU",2006,NA
"EMU",2007,NA
"EMU",2008,NA
"EMU",2009,NA
"EMU",2010,NA
"EMU",2011,NA
"EMU",2012,NA
"EMU",2013,NA
"EMU",2014,NA
"EMU",2015,NA
"EMU",2016,NA
"EMU",2017,NA
"EMU",2018,NA
"EMU",2019,NA
"EMU",2020,NA
"EMU",2021,NA
"EMU",2022,NA
"EMU",2023,NA
"EMU",2024,NA
"ERI",1960,NA
"ERI",1961,NA
"ERI",1962,NA
"ERI",1963,NA
"ERI",1964,NA
"ERI",1965,NA
"ERI",1966,NA
"ERI",1967,NA
"ERI",1968,NA
"ERI",1969,NA
"ERI",1970,NA
"ERI",1971,NA
"ERI",1972,NA
"ERI",1973,NA
"ERI",1974,NA
"ERI",1975,NA
"ERI",1976,NA
"ERI",1977,NA
"ERI",1978,NA
"ERI",1979,NA
"ERI",1980,NA
"ERI",1981,NA
"ERI",1982,NA
"ERI",1983,NA
"ERI",1984,NA
"ERI",1985,NA
"ERI",1986,NA
"ERI",1987,NA
"ERI",1988,NA
"ERI",1989,NA
"ERI",1990,NA
"ERI",1991,NA
"ERI",1992,NA
"ERI",1993,NA
"ERI",1994,NA
"ERI",1995,NA
"ERI",1996,NA
"ERI",1997,NA
"ERI",1998,NA
"ERI",1999,NA
"ERI",2000,NA
"ERI",2001,NA
"ERI",2002,NA
"ERI",2003,NA
"ERI",2004,NA
"ERI",2005,NA
"ERI",2006,NA
"ERI",2007,NA
"ERI",2008,NA
"ERI",2009,NA
"ERI",2010,NA
"ERI",2011,NA
"ERI",2012,NA
"ERI",2013,NA
"ERI",2014,NA
"ERI",2015,NA
"ERI",2016,NA
"ERI",2017,NA
"ERI",2018,NA
"ERI",2019,NA
"ERI",2020,NA
"ERI",2021,NA
"ERI",2022,NA
"ERI",2023,NA
"ERI",2024,NA
"ESP",1960,NA
"ESP",1961,NA
"ESP",1962,NA
"ESP",1963,NA
"ESP",1964,NA
"ESP",1965,NA
"ESP",1966,NA
"ESP",1967,NA
"ESP",1968,NA
"ESP",1969,NA
"ESP",1970,NA
"ESP",1971,NA
"ESP",1972,NA
"ESP",1973,NA
"ESP",1974,NA
"ESP",1975,NA
"ESP",1976,NA
"ESP",1977,NA
"ESP",1978,NA
"ESP",1979,NA
"ESP",1980,0.5
"ESP",1981,NA
"ESP",1982,NA
"ESP",1983,NA
"ESP",1984,NA
"ESP",1985,0.2
"ESP",1986,NA
"ESP",1987,NA
"ESP",1988,NA
"ESP",1989,NA
"ESP",1990,0.5
"ESP",1991,NA
"ESP",1992,NA
"ESP",1993,1.2
"ESP",1994,1
"ESP",1995,1.5
"ESP",1996,1.5
"ESP",1997,1
"ESP",1998,1
"ESP",1999,0.7
"ESP",2000,0.7
"ESP",2001,NA
"ESP",2002,NA
"ESP",2003,0.8
"ESP",2004,0.8
"ESP",2005,0.7
"ESP",2006,0.8
"ESP",2007,0.4
"ESP",2008,0.5
"ESP",2009,0.8
"ESP",2010,0.7
"ESP",2011,1.1
"ESP",2012,0.9
"ESP",2013,1.1
"ESP",2014,0.8
"ESP",2015,0.9
"ESP",2016,1.1
"ESP",2017,0.7
"ESP",2018,0.8
"ESP",2019,0.8
"ESP",2020,0.9
"ESP",2021,0.6
"ESP",2022,NA
"ESP",2023,NA
"ESP",2024,NA
"EST",1960,NA
"EST",1961,NA
"EST",1962,NA
"EST",1963,NA
"EST",1964,NA
"EST",1965,NA
"EST",1966,NA
"EST",1967,NA
"EST",1968,NA
"EST",1969,NA
"EST",1970,NA
"EST",1971,NA
"EST",1972,NA
"EST",1973,NA
"EST",1974,NA
"EST",1975,NA
"EST",1976,NA
"EST",1977,NA
"EST",1978,NA
"EST",1979,NA
"EST",1980,NA
"EST",1981,NA
"EST",1982,NA
"EST",1983,NA
"EST",1984,NA
"EST",1985,NA
"EST",1986,NA
"EST",1987,NA
"EST",1988,NA
"EST",1989,NA
"EST",1990,NA
"EST",1991,NA
"EST",1992,NA
"EST",1993,NA
"EST",1994,NA
"EST",1995,NA
"EST",1996,NA
"EST",1997,NA
"EST",1998,NA
"EST",1999,NA
"EST",2000,NA
"EST",2001,NA
"EST",2002,NA
"EST",2003,2.5
"EST",2004,1.1
"EST",2005,0.8
"EST",2006,0.8
"EST",2007,0.4
"EST",2008,0.4
"EST",2009,0.6
"EST",2010,0.8
"EST",2011,1
"EST",2012,0.7
"EST",2013,0.9
"EST",2014,0.8
"EST",2015,0.6
"EST",2016,0.5
"EST",2017,0.3
"EST",2018,0.2
"EST",2019,0.6
"EST",2020,0.3
"EST",2021,0.3
"EST",2022,NA
"EST",2023,NA
"EST",2024,NA
"ETH",1960,NA
"ETH",1961,NA
"ETH",1962,NA
"ETH",1963,NA
"ETH",1964,NA
"ETH",1965,NA
"ETH",1966,NA
"ETH",1967,NA
"ETH",1968,NA
"ETH",1969,NA
"ETH",1970,NA
"ETH",1971,NA
"ETH",1972,NA
"ETH",1973,NA
"ETH",1974,NA
"ETH",1975,NA
"ETH",1976,NA
"ETH",1977,NA
"ETH",1978,NA
"ETH",1979,NA
"ETH",1980,NA
"ETH",1981,NA
"ETH",1982,NA
"ETH",1983,NA
"ETH",1984,NA
"ETH",1985,NA
"ETH",1986,NA
"ETH",1987,NA
"ETH",1988,NA
"ETH",1989,NA
"ETH",1990,NA
"ETH",1991,NA
"ETH",1992,NA
"ETH",1993,NA
"ETH",1994,NA
"ETH",1995,69.2
"ETH",1996,NA
"ETH",1997,NA
"ETH",1998,NA
"ETH",1999,58
"ETH",2000,NA
"ETH",2001,NA
"ETH",2002,NA
"ETH",2003,NA
"ETH",2004,34.6
"ETH",2005,NA
"ETH",2006,NA
"ETH",2007,NA
"ETH",2008,NA
"ETH",2009,NA
"ETH",2010,30.8
"ETH",2011,NA
"ETH",2012,NA
"ETH",2013,NA
"ETH",2014,NA
"ETH",2015,27
"ETH",2016,NA
"ETH",2017,NA
"ETH",2018,NA
"ETH",2019,NA
"ETH",2020,NA
"ETH",2021,NA
"ETH",2022,NA
"ETH",2023,NA
"ETH",2024,NA
"EUU",1960,NA
"EUU",1961,NA
"EUU",1962,NA
"EUU",1963,NA
"EUU",1964,NA
"EUU",1965,NA
"EUU",1966,NA
"EUU",1967,NA
"EUU",1968,NA
"EUU",1969,NA
"EUU",1970,NA
"EUU",1971,NA
"EUU",1972,NA
"EUU",1973,NA
"EUU",1974,NA
"EUU",1975,NA
"EUU",1976,NA
"EUU",1977,NA
"EUU",1978,NA
"EUU",1979,NA
"EUU",1980,NA
"EUU",1981,NA
"EUU",1982,NA
"EUU",1983,NA
"EUU",1984,NA
"EUU",1985,NA
"EUU",1986,NA
"EUU",1987,NA
"EUU",1988,NA
"EUU",1989,NA
"EUU",1990,NA
"EUU",1991,NA
"EUU",1992,NA
"EUU",1993,NA
"EUU",1994,NA
"EUU",1995,NA
"EUU",1996,NA
"EUU",1997,NA
"EUU",1998,NA
"EUU",1999,NA
"EUU",2000,NA
"EUU",2001,NA
"EUU",2002,NA
"EUU",2003,NA
"EUU",2004,NA
"EUU",2005,NA
"EUU",2006,NA
"EUU",2007,NA
"EUU",2008,NA
"EUU",2009,NA
"EUU",2010,NA
"EUU",2011,NA
"EUU",2012,NA
"EUU",2013,NA
"EUU",2014,NA
"EUU",2015,NA
"EUU",2016,NA
"EUU",2017,NA
"EUU",2018,NA
"EUU",2019,NA
"EUU",2020,NA
"EUU",2021,NA
"EUU",2022,NA
"EUU",2023,NA
"EUU",2024,NA
"FCS",1960,NA
"FCS",1961,NA
"FCS",1962,NA
"FCS",1963,NA
"FCS",1964,NA
"FCS",1965,NA
"FCS",1966,NA
"FCS",1967,NA
"FCS",1968,NA
"FCS",1969,NA
"FCS",1970,NA
"FCS",1971,NA
"FCS",1972,NA
"FCS",1973,NA
"FCS",1974,NA
"FCS",1975,NA
"FCS",1976,NA
"FCS",1977,NA
"FCS",1978,NA
"FCS",1979,NA
"FCS",1980,NA
"FCS",1981,NA
"FCS",1982,NA
"FCS",1983,NA
"FCS",1984,NA
"FCS",1985,NA
"FCS",1986,NA
"FCS",1987,NA
"FCS",1988,NA
"FCS",1989,NA
"FCS",1990,NA
"FCS",1991,NA
"FCS",1992,NA
"FCS",1993,49
"FCS",1994,50
"FCS",1995,50.4
"FCS",1996,49.8
"FCS",1997,49.1
"FCS",1998,48.5
"FCS",1999,48.4
"FCS",2000,NA
"FCS",2001,44.8
"FCS",2002,44.2
"FCS",2003,42.8
"FCS",2004,39.8
"FCS",2005,38.1
"FCS",2006,36.9
"FCS",2007,35.4
"FCS",2008,34.3
"FCS",2009,33.6
"FCS",2010,32
"FCS",2011,31.4
"FCS",2012,30.8
"FCS",2013,30.1
"FCS",2014,29.5
"FCS",2015,31.1
"FCS",2016,31.4
"FCS",2017,31.1
"FCS",2018,30.9
"FCS",2019,NA
"FCS",2020,NA
"FCS",2021,NA
"FCS",2022,NA
"FCS",2023,NA
"FCS",2024,NA
"FIN",1960,NA
"FIN",1961,NA
"FIN",1962,NA
"FIN",1963,NA
"FIN",1964,NA
"FIN",1965,NA
"FIN",1966,NA
"FIN",1967,NA
"FIN",1968,NA
"FIN",1969,NA
"FIN",1970,NA
"FIN",1971,NA
"FIN",1972,NA
"FIN",1973,NA
"FIN",1974,NA
"FIN",1975,NA
"FIN",1976,NA
"FIN",1977,NA
"FIN",1978,NA
"FIN",1979,NA
"FIN",1980,NA
"FIN",1981,NA
"FIN",1982,NA
"FIN",1983,NA
"FIN",1984,NA
"FIN",1985,NA
"FIN",1986,NA
"FIN",1987,0
"FIN",1988,NA
"FIN",1989,NA
"FIN",1990,NA
"FIN",1991,0
"FIN",1992,NA
"FIN",1993,NA
"FIN",1994,NA
"FIN",1995,0
"FIN",1996,NA
"FIN",1997,NA
"FIN",1998,NA
"FIN",1999,NA
"FIN",2000,0
"FIN",2001,NA
"FIN",2002,NA
"FIN",2003,0
"FIN",2004,0
"FIN",2005,0.1
"FIN",2006,0.1
"FIN",2007,0.1
"FIN",2008,0.1
"FIN",2009,0.1
"FIN",2010,0.1
"FIN",2011,0
"FIN",2012,0.1
"FIN",2013,0.1
"FIN",2014,0.1
"FIN",2015,0.1
"FIN",2016,0
"FIN",2017,0.1
"FIN",2018,0.1
"FIN",2019,0
"FIN",2020,0
"FIN",2021,0
"FIN",2022,NA
"FIN",2023,NA
"FIN",2024,NA
"FJI",1960,NA
"FJI",1961,NA
"FJI",1962,NA
"FJI",1963,NA
"FJI",1964,NA
"FJI",1965,NA
"FJI",1966,NA
"FJI",1967,NA
"FJI",1968,NA
"FJI",1969,NA
"FJI",1970,NA
"FJI",1971,NA
"FJI",1972,NA
"FJI",1973,NA
"FJI",1974,NA
"FJI",1975,NA
"FJI",1976,NA
"FJI",1977,NA
"FJI",1978,NA
"FJI",1979,NA
"FJI",1980,NA
"FJI",1981,NA
"FJI",1982,NA
"FJI",1983,NA
"FJI",1984,NA
"FJI",1985,NA
"FJI",1986,NA
"FJI",1987,NA
"FJI",1988,NA
"FJI",1989,NA
"FJI",1990,NA
"FJI",1991,NA
"FJI",1992,NA
"FJI",1993,NA
"FJI",1994,NA
"FJI",1995,NA
"FJI",1996,NA
"FJI",1997,NA
"FJI",1998,NA
"FJI",1999,NA
"FJI",2000,NA
"FJI",2001,NA
"FJI",2002,1.7
"FJI",2003,NA
"FJI",2004,NA
"FJI",2005,NA
"FJI",2006,NA
"FJI",2007,NA
"FJI",2008,1
"FJI",2009,NA
"FJI",2010,NA
"FJI",2011,NA
"FJI",2012,NA
"FJI",2013,0.4
"FJI",2014,NA
"FJI",2015,NA
"FJI",2016,NA
"FJI",2017,NA
"FJI",2018,NA
"FJI",2019,1.3
"FJI",2020,NA
"FJI",2021,NA
"FJI",2022,NA
"FJI",2023,NA
"FJI",2024,NA
"FRA",1960,NA
"FRA",1961,NA
"FRA",1962,NA
"FRA",1963,NA
"FRA",1964,NA
"FRA",1965,NA
"FRA",1966,NA
"FRA",1967,NA
"FRA",1968,NA
"FRA",1969,NA
"FRA",1970,0
"FRA",1971,NA
"FRA",1972,NA
"FRA",1973,NA
"FRA",1974,NA
"FRA",1975,0.2
"FRA",1976,NA
"FRA",1977,NA
"FRA",1978,NA
"FRA",1979,0.2
"FRA",1980,NA
"FRA",1981,NA
"FRA",1982,NA
"FRA",1983,NA
"FRA",1984,0.5
"FRA",1985,NA
"FRA",1986,NA
"FRA",1987,NA
"FRA",1988,NA
"FRA",1989,NA
"FRA",1990,0.2
"FRA",1991,NA
"FRA",1992,NA
"FRA",1993,NA
"FRA",1994,NA
"FRA",1995,NA
"FRA",1996,0.2
"FRA",1997,0.2
"FRA",1998,0
"FRA",1999,0
"FRA",2000,0
"FRA",2001,0
"FRA",2002,0
"FRA",2003,0.2
"FRA",2004,0
"FRA",2005,0
"FRA",2006,0
"FRA",2007,0
"FRA",2008,0
"FRA",2009,0
"FRA",2010,0.1
"FRA",2011,0
"FRA",2012,0.1
"FRA",2013,0.1
"FRA",2014,0
"FRA",2015,0.1
"FRA",2016,0.1
"FRA",2017,0
"FRA",2018,0
"FRA",2019,0.1
"FRA",2020,0.1
"FRA",2021,0.1
"FRA",2022,NA
"FRA",2023,NA
"FRA",2024,NA
"FRO",1960,NA
"FRO",1961,NA
"FRO",1962,NA
"FRO",1963,NA
"FRO",1964,NA
"FRO",1965,NA
"FRO",1966,NA
"FRO",1967,NA
"FRO",1968,NA
"FRO",1969,NA
"FRO",1970,NA
"FRO",1971,NA
"FRO",1972,NA
"FRO",1973,NA
"FRO",1974,NA
"FRO",1975,NA
"FRO",1976,NA
"FRO",1977,NA
"FRO",1978,NA
"FRO",1979,NA
"FRO",1980,NA
"FRO",1981,NA
"FRO",1982,NA
"FRO",1983,NA
"FRO",1984,NA
"FRO",1985,NA
"FRO",1986,NA
"FRO",1987,NA
"FRO",1988,NA
"FRO",1989,NA
"FRO",1990,NA
"FRO",1991,NA
"FRO",1992,NA
"FRO",1993,NA
"FRO",1994,NA
"FRO",1995,NA
"FRO",1996,NA
"FRO",1997,NA
"FRO",1998,NA
"FRO",1999,NA
"FRO",2000,NA
"FRO",2001,NA
"FRO",2002,NA
"FRO",2003,NA
"FRO",2004,NA
"FRO",2005,NA
"FRO",2006,NA
"FRO",2007,NA
"FRO",2008,NA
"FRO",2009,NA
"FRO",2010,NA
"FRO",2011,NA
"FRO",2012,NA
"FRO",2013,NA
"FRO",2014,NA
"FRO",2015,NA
"FRO",2016,NA
"FRO",2017,NA
"FRO",2018,NA
"FRO",2019,NA
"FRO",2020,NA
"FRO",2021,NA
"FRO",2022,NA
"FRO",2023,NA
"FRO",2024,NA
"FSM",1960,NA
"FSM",1961,NA
"FSM",1962,NA
"FSM",1963,NA
"FSM",1964,NA
"FSM",1965,NA
"FSM",1966,NA
"FSM",1967,NA
"FSM",1968,NA
