"iso_code","year","poverty_ratio"
"AFG",1978,NA
"AFG",1979,NA
"AFG",1980,NA
"AFG",1981,NA
"AFG",1982,NA
"AFG",1983,NA
"AFG",1984,NA
"AFG",1985,NA
"AFG",1986,NA
"AFG",1987,NA
"AFG",1988,NA
"AFG",1989,NA
"AFG",1990,NA
"AFG",1991,NA
"AFG",1992,NA
"AFG",1993,NA
"AFG",1994,NA
"AFG",1995,NA
"AFG",1996,NA
"AFG",1997,NA
"AFG",1998,NA
"AFG",1999,NA
"AFG",2000,NA
"AFG",2001,NA
"AFG",2002,NA
"AFG",2003,NA
"AFG",2004,NA
"AFG",2005,NA
"AFG",2006,NA
"AFG",2007,NA
"AFG",2008,NA
"AFG",2009,NA
"AFG",2010,NA
"AFG",2011,NA
"AFG",2012,NA
"AFG",2013,NA
"AFG",2014,NA
"AFG",2015,NA
"AFG",2016,NA
"AFG",2017,NA
"AFG",2018,NA
"AFG",2019,NA
"AFG",2020,NA
"AFG",2021,NA
"AFG",2022,NA
"AFG",2023,NA
"AFG",2024,NA
"AFW",1960,NA
"AFW",1961,NA
"AFW",1962,NA
"AFW",1963,NA
"AFW",1964,NA
"AFW",1965,NA
"AFW",1966,NA
"AFW",1967,NA
"AFW",1968,NA
"AFW",1969,NA
"AFW",1970,NA
"AFW",1971,NA
"AFW",1972,NA
"AFW",1973,NA
"AFW",1974,NA
"AFW",1975,NA
"AFW",1976,NA
"AFW",1977,NA
"AFW",1978,NA
"AFW",1979,NA
"AFW",1980,NA
"AFW",1981,NA
"AFW",1982,NA
"AFW",1983,NA
"AFW",1984,NA
"AFW",1985,NA
"AFW",1986,NA
"AFW",1987,NA
"AFW",1988,NA
"AFW",1989,NA
"AFW",1990,NA
"AFW",1991,NA
"AFW",1992,NA
"AFW",1993,NA
"AFW",1994,NA
"AFW",1995,NA
"AFW",1996,NA
"AFW",1997,NA
"AFW",1998,NA
"AFW",1999,NA
"AFW",2000,NA
"AFW",2001,NA
"AFW",2002,NA
"AFW",2003,NA
"AFW",2004,NA
"AFW",2005,NA
"AFW",2006,NA
"AFW",2007,NA
"AFW",2008,NA
"AFW",2009,NA
"AFW",2010,NA
"AFW",2011,NA
"AFW",2012,NA
"AFW",2013,NA
"AFW",2014,NA
"AFW",2015,NA
"AFW",2016,NA
"AFW",2017,NA
"AFW",2018,NA
"AFW",2019,NA
"AFW",2020,NA
"AFW",2021,NA
"AFW",2022,NA
"AFW",2023,NA
"AFW",2024,NA
"AGO",1960,NA
"AGO",1961,NA
"AGO",1962,NA
"AGO",1963,NA
"AGO",1964,NA
"AGO",1965,NA
"AGO",1966,NA
"AGO",1967,NA
"AGO",1968,NA
"AGO",1969,NA
"AGO",1970,NA
"AGO",1971,NA
"AGO",1972,NA
"AGO",1973,NA
"AGO",1974,NA
"AGO",1975,NA
"AGO",1976,NA
"AGO",1977,NA
"AGO",1978,NA
"AGO",1979,NA
"AGO",1980,NA
"AGO",1981,NA
"AGO",1982,NA
"AGO",1983,NA
"AGO",1984,NA
"AGO",1985,NA
"AGO",1986,NA
"AGO",1987,NA
"AGO",1988,NA
"AGO",1989,NA
"AGO",1990,NA
"AGO",1991,NA
"AGO",1992,NA
"AGO",1993,NA
"AGO",1994,NA
"AGO",1995,NA
"AGO",1996,NA
"AGO",1997,NA
"AGO",1998,NA
"AGO",1999,NA
"AGO",2000,21.4
"AGO",2001,NA
"AGO",2002,NA
"AGO",2003,NA
"AGO",2004,NA
"AGO",2005,NA
"AGO",2006,NA
"AGO",2007,NA
"AGO",2008,14.6
"AGO",2009,NA
"AGO",2010,NA
"AGO",2011,NA
"AGO",2012,NA
"AGO",2013,NA
"AGO",2014,NA
"AGO",2015,NA
"AGO",2016,NA
"AGO",2017,NA
"AGO",2018,31.1
"AGO",2019,NA
"AGO",2020,NA
"AGO",2021,NA
"AGO",2022,NA
"AGO",2023,NA
"AGO",2024,NA
"ALB",1960,NA
"ALB",1961,NA
"ALB",1962,NA
"ALB",1963,NA
"ALB",1964,NA
"ALB",1965,NA
"ALB",1966,NA
"ALB",1967,NA
"ALB",1968,NA
"ALB",1969,NA
"ALB",1970,NA
"ALB",1971,NA
"ALB",1972,NA
"ALB",1973,NA
"ALB",1974,NA
"ALB",1975,NA
"ALB",1976,NA
"ALB",1977,NA
"ALB",1978,NA
"ALB",1979,NA
"ALB",1980,NA
"ALB",1981,NA
"ALB",1982,NA
"ALB",1983,NA
"ALB",1984,NA
"ALB",1985,NA
"ALB",1986,NA
"ALB",1987,NA
"ALB",1988,NA
"ALB",1989,NA
"ALB",1990,NA
"ALB",1991,NA
"ALB",1992,NA
"ALB",1993,NA
"ALB",1994,NA
"ALB",1995,NA
"ALB",1996,0.5
"ALB",1997,NA
"ALB",1998,NA
"ALB",1999,NA
"ALB",2000,NA
"ALB",2001,NA
"ALB",2002,1.1
"ALB",2003,NA
"ALB",2004,NA
"ALB",2005,0.6
"ALB",2006,NA
"ALB",2007,NA
"ALB",2008,0.2
"ALB",2009,NA
"ALB",2010,NA
"ALB",2011,NA
"ALB",2012,0.6
"ALB",2013,NA
"ALB",2014,1
"ALB",2015,0.1
"ALB",2016,0.1
"ALB",2017,0.4
"ALB",2018,0
"ALB",2019,0
"ALB",2020,0
"ALB",2021,NA
"ALB",2022,NA
"ALB",2023,NA
"ALB",2024,NA
"AND",1960,NA
"AND",1961,NA
"AND",1962,NA
"AND",1963,NA
"AND",1964,NA
"AND",1965,NA
"AND",1966,NA
"AND",1967,NA
"AND",1968,NA
"AND",1969,NA
"AND",1970,NA
"AND",1971,NA
"AND",1972,NA
"AND",1973,NA
"AND",1974,NA
"AND",1975,NA
"AND",1976,NA
"AND",1977,NA
"AND",1978,NA
"AND",1979,NA
"AND",1980,NA
"AND",1981,NA
"AND",1982,NA
"AND",1983,NA
"AND",1984,NA
"AND",1985,NA
"AND",1986,NA
"AND",1987,NA
"AND",1988,NA
"AND",1989,NA
"AND",1990,NA
"AND",1991,NA
"AND",1992,NA
"AND",1993,NA
"AND",1994,NA
"AND",1995,NA
"AND",1996,NA
"AND",1997,NA
"AND",1998,NA
"AND",1999,NA
"AND",2000,NA
"AND",2001,NA
"AND",2002,NA
"AND",2003,NA
"AND",2004,NA
"AND",2005,NA
"AND",2006,NA
"AND",2007,NA
"AND",2008,NA
"AND",2009,NA
"AND",2010,NA
"AND",2011,NA
"AND",2012,NA
"AND",2013,NA
"AND",2014,NA
"AND",2015,NA
"AND",2016,NA
"AND",2017,NA
"AND",2018,NA
"AND",2019,NA
"AND",2020,NA
"AND",2021,NA
"AND",2022,NA
"AND",2023,NA
"AND",2024,NA
"ARB",1960,NA
"ARB",1961,NA
"ARB",1962,NA
"ARB",1963,NA
"ARB",1964,NA
"ARB",1965,NA
"ARB",1966,NA
"ARB",1967,NA
"ARB",1968,NA
"ARB",1969,NA
"ARB",1970,NA
"ARB",1971,NA
"ARB",1972,NA
"ARB",1973,NA
"ARB",1974,NA
"ARB",1975,NA
"ARB",1976,NA
"ARB",1977,NA
"ARB",1978,NA
"ARB",1979,NA
"ARB",1980,NA
"ARB",1981,NA
"ARB",1982,NA
"ARB",1983,NA
"ARB",1984,NA
"ARB",1985,NA
"ARB",1986,NA
"ARB",1987,NA
"ARB",1988,NA
"ARB",1989,NA
"ARB",1990,NA
"ARB",1991,NA
"ARB",1992,NA
"ARB",1993,NA
"ARB",1994,NA
"ARB",1995,NA
"ARB",1996,NA
"ARB",1997,NA
"ARB",1998,NA
"ARB",1999,NA
"ARB",2000,NA
"ARB",2001,NA
"ARB",2002,NA
"ARB",2003,NA
"ARB",2004,NA
"ARB",2005,NA
"ARB",2006,NA
"ARB",2007,NA
"ARB",2008,NA
"ARB",2009,NA
"ARB",2010,NA
"ARB",2011,NA
"ARB",2012,NA
"ARB",2013,NA
"ARB",2014,NA
"ARB",2015,NA
"ARB",2016,NA
"ARB",2017,NA
"ARB",2018,NA
"ARB",2019,NA
"ARB",2020,NA
"ARB",2021,NA
"ARB",2022,NA
"ARB",2023,NA
"ARB",2024,NA
"ARE",1960,NA
"ARE",1961,NA
"ARE",1962,NA
"ARE",1963,NA
"ARE",1964,NA
"ARE",1965,NA
"ARE",1966,NA
"ARE",1967,NA
"ARE",1968,NA
"ARE",1969,NA
"ARE",1970,NA
"ARE",1971,NA
"ARE",1972,NA
"ARE",1973,NA
"ARE",1974,NA
"ARE",1975,NA
"ARE",1976,NA
"ARE",1977,NA
"ARE",1978,NA
"ARE",1979,NA
"ARE",1980,NA
"ARE",1981,NA
"ARE",1982,NA
"ARE",1983,NA
"ARE",1984,NA
"ARE",1985,NA
"ARE",1986,NA
"ARE",1987,NA
"ARE",1988,NA
"ARE",1989,NA
"ARE",1990,NA
"ARE",1991,NA
"ARE",1992,NA
"ARE",1993,NA
"ARE",1994,NA
"ARE",1995,NA
"ARE",1996,NA
"ARE",1997,NA
"ARE",1998,NA
"ARE",1999,NA
"ARE",2000,NA
"ARE",2001,NA
"ARE",2002,NA
"ARE",2003,NA
"ARE",2004,NA
"ARE",2005,NA
"ARE",2006,NA
"ARE",2007,NA
"ARE",2008,NA
"ARE",2009,NA
"ARE",2010,NA
"ARE",2011,NA
"ARE",2012,NA
"ARE",2013,0
"ARE",2014,NA
"ARE",2015,NA
"ARE",2016,NA
"ARE",2017,NA
"ARE",2018,0
"ARE",2019,NA
"ARE",2020,NA
"ARE",2021,NA
"ARE",2022,NA
"ARE",2023,NA
"ARE",2024,NA
"ARG",1960,NA
"ARG",1961,NA
"ARG",1962,NA
"ARG",1963,NA
"ARG",1964,NA
"ARG",1965,NA
"ARG",1966,NA
"ARG",1967,NA
"ARG",1968,NA
"ARG",1969,NA
"ARG",1970,NA
"ARG",1971,NA
"ARG",1972,NA
"ARG",1973,NA
"ARG",1974,NA
"ARG",1975,NA
"ARG",1976,NA
"ARG",1977,NA
"ARG",1978,NA
"ARG",1979,NA
"ARG",1980,0
"ARG",1981,NA
"ARG",1982,NA
"ARG",1983,NA
"ARG",1984,NA
"ARG",1985,NA
"ARG",1986,1.1
"ARG",1987,1.2
"ARG",1988,NA
"ARG",1989,NA
"ARG",1990,NA
"ARG",1991,1
"ARG",1992,1.7
"ARG",1993,2
"ARG",1994,1.9
"ARG",1995,3.9
"ARG",1996,4.2
"ARG",1997,3.8
"ARG",1998,4
"ARG",1999,4.2
"ARG",2000,5
"ARG",2001,8.2
"ARG",2002,12.4
"ARG",2003,5.4
"ARG",2004,3.9
"ARG",2005,2.7
"ARG",2006,2.2
"ARG",2007,1.8
"ARG",2008,1.6
"ARG",2009,1.6
"ARG",2010,0.7
"ARG",2011,0.7
"ARG",2012,0.6
"ARG",2013,0.7
"ARG",2014,0.6
"ARG",2015,NA
"ARG",2016,0.7
"ARG",2017,0.6
"ARG",2018,1
"ARG",2019,1.1
"ARG",2020,1.2
"ARG",2021,0.9
"ARG",2022,0.6
"ARG",2023,NA
"ARG",2024,NA
"ARM",1960,NA
"ARM",1961,NA
"ARM",1962,NA
"ARM",1963,NA
"ARM",1964,NA
"ARM",1965,NA
"ARM",1966,NA
"ARM",1967,NA
"ARM",1968,NA
"ARM",1969,NA
"ARM",1970,NA
"ARM",1971,NA
"ARM",1972,NA
"ARM",1973,NA
"ARM",1974,NA
"ARM",1975,NA
"ARM",1976,NA
"ARM",1977,NA
"ARM",1978,NA
"ARM",1979,NA
"ARM",1980,NA
"ARM",1981,NA
"ARM",1982,NA
"ARM",1983,NA
"ARM",1984,NA
"ARM",1985,NA
"ARM",1986,NA
"ARM",1987,NA
"ARM",1988,NA
"ARM",1989,NA
"ARM",1990,NA
"ARM",1991,NA
"ARM",1992,NA
"ARM",1993,NA
"ARM",1994,NA
"ARM",1995,NA
"ARM",1996,NA
"ARM",1997,NA
"ARM",1998,NA
"ARM",1999,11.9
"ARM",2000,NA
"ARM",2001,14
"ARM",2002,10
"ARM",2003,7.5
"ARM",2004,5.3
"ARM",2005,2.6
"ARM",2006,2
"ARM",2007,1.5
"ARM",2008,0.9
"ARM",2009,1.2
"ARM",2010,1
"ARM",2011,1.2
"ARM",2012,0.8
"ARM",2013,1.7
"ARM",2014,1.4
"ARM",2015,1.1
"ARM",2016,1.1
"ARM",2017,0.8
"ARM",2018,1.3
"ARM",2019,1
"ARM",2020,0.4
"ARM",2021,0.5
"ARM",2022,0.8
"ARM",2023,NA
"ARM",2024,NA
"ASM",1960,NA
"ASM",1961,NA
"ASM",1962,NA
"ASM",1963,NA
"ASM",1964,NA
"ASM",1965,NA
"ASM",1966,NA
"ASM",1967,NA
"ASM",1968,NA
"ASM",1969,NA
"ASM",1970,NA
"ASM",1971,NA
"ASM",1972,NA
"ASM",1973,NA
"ASM",1974,NA
"ASM",1975,NA
"ASM",1976,NA
"ASM",1977,NA
"ASM",1978,NA
"ASM",1979,NA
"ASM",1980,NA
"ASM",1981,NA
"ASM",1982,NA
"ASM",1983,NA
"ASM",1984,NA
"ASM",1985,NA
"ASM",1986,NA
"ASM",1987,NA
"ASM",1988,NA
"ASM",1989,NA
"ASM",1990,NA
"ASM",1991,NA
"ASM",1992,NA
"ASM",1993,NA
"ASM",1994,NA
"ASM",1995,NA
"ASM",1996,NA
"ASM",1997,NA
"ASM",1998,NA
"ASM",1999,NA
"ASM",2000,NA
"ASM",2001,NA
"ASM",2002,NA
"ASM",2003,NA
"ASM",2004,NA
"ASM",2005,NA
"ASM",2006,NA
"ASM",2007,NA
"ASM",2008,NA
"ASM",2009,NA
"ASM",2010,NA
"ASM",2011,NA
"ASM",2012,NA
"ASM",2013,NA
"ASM",2014,NA
"ASM",2015,NA
"ASM",2016,NA
"ASM",2017,NA
"ASM",2018,NA
"ASM",2019,NA
"ASM",2020,NA
"ASM",2021,NA
"ASM",2022,NA
"ASM",2023,NA
"ASM",2024,NA
"ATG",1960,NA
"ATG",1961,NA
"ATG",1962,NA
"ATG",1963,NA
"ATG",1964,NA
"ATG",1965,NA
"ATG",1966,NA
"ATG",1967,NA
"ATG",1968,NA
"ATG",1969,NA
"ATG",1970,NA
"ATG",1971,NA
"ATG",1972,NA
"ATG",1973,NA
"ATG",1974,NA
"ATG",1975,NA
"ATG",1976,NA
"ATG",1977,NA
"ATG",1978,NA
"ATG",1979,NA
"ATG",1980,NA
"ATG",1981,NA
"ATG",1982,NA
"ATG",1983,NA
"ATG",1984,NA
"ATG",1985,NA
"ATG",1986,NA
"ATG",1987,NA
"ATG",1988,NA
"ATG",1989,NA
"ATG",1990,NA
"ATG",1991,NA
"ATG",1992,NA
"ATG",1993,NA
"ATG",1994,NA
"ATG",1995,NA
"ATG",1996,NA
"ATG",1997,NA
"ATG",1998,NA
"ATG",1999,NA
"ATG",2000,NA
"ATG",2001,NA
"ATG",2002,NA
"ATG",2003,NA
"ATG",2004,NA
"ATG",2005,NA
"ATG",2006,NA
"ATG",2007,NA
"ATG",2008,NA
"ATG",2009,NA
"ATG",2010,NA
"ATG",2011,NA
"ATG",2012,NA
"ATG",2013,NA
"ATG",2014,NA
"ATG",2015,NA
"ATG",2016,NA
"ATG",2017,NA
"ATG",2018,NA
"ATG",2019,NA
"ATG",2020,NA
"ATG",2021,NA
"ATG",2022,NA
"ATG",2023,NA
"ATG",2024,NA
"AUS",1960,NA
"AUS",1961,NA
"AUS",1962,NA
"AUS",1963,NA
"AUS",1964,NA
"AUS",1965,NA
"AUS",1966,NA
"AUS",1967,NA
"AUS",1968,NA
"AUS",1969,NA
"AUS",1970,NA
"AUS",1971,NA
"AUS",1972,NA
"AUS",1973,NA
"AUS",1974,NA
"AUS",1975,NA
"AUS",1976,NA
"AUS",1977,NA
"AUS",1978,NA
"AUS",1979,NA
"AUS",1980,NA
"AUS",1981,1
"AUS",1982,NA
"AUS",1983,NA
"AUS",1984,NA
"AUS",1985,1
"AUS",1986,NA
"AUS",1987,NA
"AUS",1988,NA
"AUS",1989,0.7
"AUS",1990,NA
"AUS",1991,NA
"AUS",1992,NA
"AUS",1993,NA
"AUS",1994,NA
"AUS",1995,0.7
"AUS",1996,NA
"AUS",1997,NA
"AUS",1998,NA
"AUS",1999,NA
"AUS",2000,NA
"AUS",2001,0.7
"AUS",2002,NA
"AUS",2003,1
"AUS",2004,0.7
"AUS",2005,NA
"AUS",2006,NA
"AUS",2007,NA
"AUS",2008,0.4
"AUS",2009,NA
"AUS",2010,0.3
"AUS",2011,NA
"AUS",2012,NA
"AUS",2013,NA
"AUS",2014,0.5
"AUS",2015,NA
"AUS",2016,0.5
"AUS",2017,NA
"AUS",2018,0.5
"AUS",2019,NA
"AUS",2020,NA
"AUS",2021,NA
"AUS",2022,NA
"AUS",2023,NA
"AUS",2024,NA
"AUT",1960,NA
"AUT",1961,NA
"AUT",1962,NA
"AUT",1963,NA
"AUT",1964,NA
"AUT",1965,NA
"AUT",1966,NA
"AUT",1967,NA
"AUT",1968,NA
"AUT",1969,NA
"AUT",1970,NA
"AUT",1971,NA
"AUT",1972,NA
"AUT",1973,NA
"AUT",1974,NA
"AUT",1975,NA
"AUT",1976,NA
"AUT",1977,NA
"AUT",1978,NA
"AUT",1979,NA
"AUT",1980,NA
"AUT",1981,NA
"AUT",1982,NA
"AUT",1983,NA
"AUT",1984,NA
"AUT",1985,NA
"AUT",1986,NA
"AUT",1987,NA
"AUT",1988,NA
"AUT",1989,NA
"AUT",1990,NA
"AUT",1991,NA
"AUT",1992,NA
"AUT",1993,NA
"AUT",1994,0.2
"AUT",1995,0
"AUT",1996,0
"AUT",1997,0.2
"AUT",1998,0.2
"AUT",1999,0.2
"AUT",2000,0
"AUT",2001,NA
"AUT",2002,NA
"AUT",2003,0.3
"AUT",2004,0.1
"AUT",2005,0.2
"AUT",2006,0.1
"AUT",2007,0.4
"AUT",2008,0.5
"AUT",2009,0.7
"AUT",2010,0.5
"AUT",2011,0.4
"AUT",2012,0.6
"AUT",2013,0.3
"AUT",2014,0.2
"AUT",2015,0.7
"AUT",2016,0.7
"AUT",2017,0.3
"AUT",2018,0.6
"AUT",2019,0.6
"AUT",2020,0.7
"AUT",2021,0.5
"AUT",2022,NA
"AUT",2023,NA
"AUT",2024,NA
"AZE",1960,NA
"AZE",1961,NA
"AZE",1962,NA
"AZE",1963,NA
"AZE",1964,NA
"AZE",1965,NA
"AZE",1966,NA
"AZE",1967,NA
"AZE",1968,NA
"AZE",1969,NA
"AZE",1970,NA
"AZE",1971,NA
"AZE",1972,NA
"AZE",1973,NA
"AZE",1974,NA
"AZE",1975,NA
"AZE",1976,NA
"AZE",1977,NA
"AZE",1978,NA
"AZE",1979,NA
"AZE",1980,NA
"AZE",1981,NA
"AZE",1982,NA
"AZE",1983,NA
"AZE",1984,NA
"AZE",1985,NA
"AZE",1986,NA
"AZE",1987,NA
"AZE",1988,NA
"AZE",1989,NA
"AZE",1990,NA
"AZE",1991,NA
"AZE",1992,NA
"AZE",1993,NA
"AZE",1994,NA
"AZE",1995,12.4
"AZE",1996,NA
"AZE",1997,NA
"AZE",1998,NA
"AZE",1999,NA
"AZE",2000,NA
"AZE",2001,6.2
"AZE",2002,0.1
"AZE",2003,0.1
"AZE",2004,0
"AZE",2005,0
"AZE",2006,NA
"AZE",2007,NA
"AZE",2008,NA
"AZE",2009,NA
"AZE",2010,NA
"AZE",2011,NA
"AZE",2012,NA
"AZE",2013,NA
"AZE",2014,NA
"AZE",2015,NA
"AZE",2016,NA
"AZE",2017,NA
"AZE",2018,NA
"AZE",2019,NA
"AZE",2020,NA
"AZE",2021,NA
"AZE",2022,NA
"AZE",2023,NA
"AZE",2024,NA
"BDI",1960,NA
"BDI",1961,NA
"BDI",1962,NA
"BDI",1963,NA
"BDI",1964,NA
"BDI",1965,NA
"BDI",1966,NA
"BDI",1967,NA
"BDI",1968,NA
"BDI",1969,NA
"BDI",1970,NA
"BDI",1971,NA
"BDI",1972,NA
"BDI",1973,NA
"BDI",1974,NA
"BDI",1975,NA
"BDI",1976,NA
"BDI",1977,NA
"BDI",1978,NA
"BDI",1979,NA
"BDI",1980,NA
"BDI",1981,NA
"BDI",1982,NA
"BDI",1983,NA
"BDI",1984,NA
"BDI",1985,NA
"BDI",1986,NA
"BDI",1987,NA
"BDI",1988,NA
"BDI",1989,NA
"BDI",1990,NA
"BDI",1991,NA
"BDI",1992,75.1
"BDI",1993,NA
"BDI",1994,NA
"BDI",1995,NA
"BDI",1996,NA
"BDI",1997,NA
"BDI",1998,79.4
"BDI",1999,NA
"BDI",2000,NA
"BDI",2001,NA
"BDI",2002,NA
"BDI",2003,NA
"BDI",2004,NA
"BDI",2005,NA
"BDI",2006,71.8
"BDI",2007,NA
"BDI",2008,NA
"BDI",2009,NA
"BDI",2010,NA
"BDI",2011,NA
"BDI",2012,NA
"BDI",2013,65.1
"BDI",2014,NA
"BDI",2015,NA
"BDI",2016,NA
"BDI",2017,NA
"BDI",2018,NA
"BDI",2019,NA
"BDI",2020,62.1
"BDI",2021,NA
"BDI",2022,NA
"BDI",2023,NA
"BDI",2024,NA
"BEL",1960,NA
"BEL",1961,NA
"BEL",1962,NA
"BEL",1963,NA
"BEL",1964,NA
"BEL",1965,NA
"BEL",1966,NA
"BEL",1967,NA
"BEL",1968,NA
"BEL",1969,NA
"BEL",1970,NA
"BEL",1971,NA
"BEL",1972,NA
"BEL",1973,NA
"BEL",1974,NA
"BEL",1975,NA
"BEL",1976,NA
"BEL",1977,NA
"BEL",1978,NA
"BEL",1979,NA
"BEL",1980,NA
"BEL",1981,NA
"BEL",1982,NA
"BEL",1983,NA
"BEL",1984,NA
"BEL",1985,0.2
"BEL",1986,NA
"BEL",1987,NA
"BEL",1988,0.5
"BEL",1989,NA
"BEL",1990,NA
"BEL",1991,NA
"BEL",1992,1
"BEL",1993,NA
"BEL",1994,NA
"BEL",1995,0.4
"BEL",1996,NA
"BEL",1997,0.5
"BEL",1998,NA
"BEL",1999,NA
"BEL",2000,0.3
"BEL",2001,NA
"BEL",2002,NA
"BEL",2003,0.3
"BEL",2004,0.1
"BEL",2005,0.2
"BEL",2006,0.2
"BEL",2007,0.2
"BEL",2008,0.1
"BEL",2009,0.1
"BEL",2010,0.1
"BEL",2011,0.2
"BEL",2012,0.2
"BEL",2013,0.1
"BEL",2014,0.1
"BEL",2015,0.1
"BEL",2016,0.1
"BEL",2017,0.1
"BEL",2018,0.1
"BEL",2019,0.1
"BEL",2020,0.1
"BEL",2021,0
"BEL",2022,NA
"BEL",2023,NA
"BEL",2024,NA
"BEN",1960,NA
"BEN",1961,NA
"BEN",1962,NA
"BEN",1963,NA
"BEN",1964,NA
"BEN",1965,NA
"BEN",1966,NA
"BEN",1967,NA
"BEN",1968,NA
"BEN",1969,NA
"BEN",1970,NA
"BEN",1971,NA
"BEN",1972,NA
"BEN",1973,NA
"BEN",1974,NA
"BEN",1975,NA
"BEN",1976,NA
"BEN",1977,NA
"BEN",1978,NA
"BEN",1979,NA
"BEN",1980,NA
"BEN",1981,NA
"BEN",1982,NA
"BEN",1983,NA
"BEN",1984,NA
"BEN",1985,NA
"BEN",1986,NA
"BEN",1987,NA
"BEN",1988,NA
"BEN",1989,NA
"BEN",1990,NA
"BEN",1991,NA
"BEN",1992,NA
"BEN",1993,NA
"BEN",1994,NA
"BEN",1995,NA
"BEN",1996,NA
"BEN",1997,NA
"BEN",1998,NA
"BEN",1999,NA
"BEN",2000,NA
"BEN",2001,NA
"BEN",2002,NA
"BEN",2003,53.1
"BEN",2004,NA
"BEN",2005,NA
"BEN",2006,NA
"BEN",2007,NA
"BEN",2008,NA
"BEN",2009,NA
"BEN",2010,NA
"BEN",2011,54.3
"BEN",2012,NA
"BEN",2013,NA
"BEN",2014,NA
"BEN",2015,50.7
"BEN",2016,NA
"BEN",2017,NA
"BEN",2018,20.1
"BEN",2019,NA
"BEN",2020,NA
"BEN",2021,12.7
"BEN",2022,NA
"BEN",2023,NA
"BEN",2024,NA
"BFA",1960,NA
"BFA",1961,NA
"BFA",1962,NA
"BFA",1963,NA
"BFA",1964,NA
"BFA",1965,NA
"BFA",1966,NA
"BFA",1967,NA
"BFA",1968,NA
"BFA",1969,NA
"BFA",1970,NA
"BFA",1971,NA
"BFA",1972,NA
"BFA",1973,NA
"BFA",1974,NA
"BFA",1975,NA
"BFA",1976,NA
"BFA",1977,NA
"BFA",1978,NA
"BFA",1979,NA
"BFA",1980,NA
"BFA",1981,NA
"BFA",1982,NA
"BFA",1983,NA
"BFA",1984,NA
"BFA",1985,NA
"BFA",1986,NA
"BFA",1987,NA
"BFA",1988,NA
"BFA",1989,NA
"BFA",1990,NA
