"iso_code","year","urban_pop_prop"
"AFE",1993,26.6072939873979
"AFE",1994,27.0375748984947
"AFE",1995,27.408217689319
"AFE",1996,27.685697177495
"AFE",1997,27.9580826816113
"AFE",1998,28.2459208135898
"AFE",1999,28.5328930699047
"AFE",2000,28.8133608282101
"AFE",2001,29.110011172433
"AFE",2002,29.4238903158694
"AFE",2003,29.7348697219553
"AFE",2004,30.0480397812627
"AFE",2005,30.3809953392877
"AFE",2006,30.704020023887
"AFE",2007,30.9582450271517
"AFE",2008,31.3627828804762
"AFE",2009,31.7742373050596
"AFE",2010,32.1955953471221
"AFE",2011,32.6280688229592
"AFE",2012,33.052742223393
"AFE",2013,33.4965565572998
"AFE",2014,33.9596331101231
"AFE",2015,34.4472807617476
"AFE",2016,34.9195443761507
"AFE",2017,35.3962894579202
"AFE",2018,35.8933979262181
"AFE",2019,36.384272287815
"AFE",2020,36.8840344817359
"AFE",2021,37.3936325291716
"AFE",2022,37.9090120211831
"AFE",2023,38.4248980530256
"AFE",2024,NA
"AFG",1960,8.401
"AFG",1961,8.684
"AFG",1962,8.976
"AFG",1963,9.276
"AFG",1964,9.586
"AFG",1965,9.904
"AFG",1966,10.233
"AFG",1967,10.57
"AFG",1968,10.918
"AFG",1969,11.275
"AFG",1970,11.643
"AFG",1971,12.021
"AFG",1972,12.41
"AFG",1973,12.809
"AFG",1974,13.219
"AFG",1975,13.641
"AFG",1976,14.074
"AFG",1977,14.517
"AFG",1978,14.973
"AFG",1979,15.442
"AFG",1980,15.995
"AFG",1981,16.562
"AFG",1982,17.147
"AFG",1983,17.747
"AFG",1984,18.365
"AFG",1985,18.997
"AFG",1986,19.647
"AFG",1987,20.314
"AFG",1988,20.998
"AFG",1989,21.088
"AFG",1990,21.177
"AFG",1991,21.266
"AFG",1992,21.355
"AFG",1993,21.444
"AFG",1994,21.534
"AFG",1995,21.624
"AFG",1996,21.714
"AFG",1997,21.805
"AFG",1998,21.895
"AFG",1999,21.986
"AFG",2000,22.078
"AFG",2001,22.169
"AFG",2002,22.261
"AFG",2003,22.353
"AFG",2004,22.5
"AFG",2005,22.703
"AFG",2006,22.907
"AFG",2007,23.113
"AFG",2008,23.32
"AFG",2009,23.528
"AFG",2010,23.737
"AFG",2011,23.948
"AFG",2012,24.16
"AFG",2013,24.373
"AFG",2014,24.587
"AFG",2015,24.803
"AFG",2016,25.02
"AFG",2017,25.25
"AFG",2018,25.495
"AFG",2019,25.754
"AFG",2020,26.026
"AFG",2021,26.314
"AFG",2022,26.616
"AFG",2023,26.933
"AFG",2024,NA
"AFW",1960,14.7100056707647
"AFW",1961,15.0944452002782
"AFW",1962,15.4879321593093
"AFW",1963,15.9006819021767
"AFW",1964,16.3313191437528
"AFW",1965,16.7797929666168
"AFW",1966,17.2086820093401
"AFW",1967,17.6528039414976
"AFW",1968,18.1108169631274
"AFW",1969,18.581334166958
"AFW",1970,19.0512294673345
"AFW",1971,19.5904317059113
"AFW",1972,20.1453722519045
"AFW",1973,20.7104274724214
"AFW",1974,21.2873960816603
"AFW",1975,21.8739650750028
"AFW",1976,22.4761711992626
"AFW",1977,23.0399110280138
"AFW",1978,23.6047322338928
"AFW",1979,24.0839185388597
"AFW",1980,24.568478874351
"AFW",1981,25.1762519651618
"AFW",1982,25.7820092982229
"AFW",1983,26.3932226254945
"AFW",1984,27.0345530315855
"AFW",1985,27.7167226341278
"AFW",1986,28.3913219271145
"AFW",1987,29.0577738093022
"AFW",1988,29.7131261047112
"AFW",1989,30.353573954689
"AFW",1990,30.9600979459977
"AFW",1991,31.401176906494
"AFW",1992,31.829515746326
"AFW",1993,32.2525611054472
"AFW",1994,32.6617186027523
"AFW",1995,33.0650904616738
"AFW",1996,33.4742231035266
"AFW",1997,33.9298608881715
"AFW",1998,34.3971425862883
"AFW",1999,34.8681686492181
"AFW",2000,35.3416982581812
"AFW",2001,35.9510346012348
"AFW",2002,36.5627714477109
"AFW",2003,37.1831143920223
"AFW",2004,37.8109522443181
"AFW",2005,38.4483793654511
"AFW",2006,39.0946115629788
"AFW",2007,39.7385907099206
"AFW",2008,40.3795094007576
"AFW",2009,41.0233922174474
"AFW",2010,41.6724226228926
"AFW",2011,42.3164260992184
"AFW",2012,42.9568375522776
"AFW",2013,43.5879525927349
"AFW",2014,44.2182784910463
"AFW",2015,44.8490994916973
"AFW",2016,45.4738502261529
"AFW",2017,46.0941365580819
"AFW",2018,46.7097526162217
"AFW",2019,47.3226173576126
"AFW",2020,47.9310209575797
"AFW",2021,48.5319710590465
"AFW",2022,49.1298079868363
"AFW",2023,49.7111841247346
"AFW",2024,NA
"AGO",1960,10.435
"AGO",1961,10.798
"AGO",1962,11.204
"AGO",1963,11.624
"AGO",1964,12.058
"AGO",1965,12.504
"AGO",1966,12.965
"AGO",1967,13.441
"AGO",1968,13.932
"AGO",1969,14.436
"AGO",1970,14.957
"AGO",1971,15.632
"AGO",1972,16.455
"AGO",1973,17.31
"AGO",1974,18.202
"AGO",1975,19.128
"AGO",1976,20.092
"AGO",1977,21.088
"AGO",1978,22.122
"AGO",1979,23.192
"AGO",1980,24.298
"AGO",1981,25.437
"AGO",1982,26.612
"AGO",1983,27.821
"AGO",1984,29.065
"AGO",1985,30.338
"AGO",1986,31.643
"AGO",1987,32.978
"AGO",1988,34.343
"AGO",1989,35.731
"AGO",1990,37.144
"AGO",1991,38.58
"AGO",1992,40.039
"AGO",1993,41.511
"AGO",1994,43
"AGO",1995,44.169
"AGO",1996,45.346
"AGO",1997,46.525
"AGO",1998,47.71
"AGO",1999,48.897
"AGO",2000,50.087
"AGO",2001,51.274
"AGO",2002,52.461
"AGO",2003,53.645
"AGO",2004,54.827
"AGO",2005,56
"AGO",2006,56.764
"AGO",2007,57.524
"AGO",2008,58.282
"AGO",2009,59.034
"AGO",2010,59.783
"AGO",2011,60.528
"AGO",2012,61.268
"AGO",2013,62.002
"AGO",2014,62.731
"AGO",2015,63.446
"AGO",2016,64.149
"AGO",2017,64.839
"AGO",2018,65.514
"AGO",2019,66.177
"AGO",2020,66.825
"AGO",2021,67.46
"AGO",2022,68.081
"AGO",2023,68.688
"AGO",2024,NA
"ALB",1960,30.705
"ALB",1961,30.943
"ALB",1962,31.015
"ALB",1963,31.086
"ALB",1964,31.158
"ALB",1965,31.23
"ALB",1966,31.302
"ALB",1967,31.374
"ALB",1968,31.446
"ALB",1969,31.548
"ALB",1970,31.74
"ALB",1971,31.933
"ALB",1972,32.127
"ALB",1973,32.321
"ALB",1974,32.516
"ALB",1975,32.712
"ALB",1976,32.908
"ALB",1977,33.105
"ALB",1978,33.302
"ALB",1979,33.5
"ALB",1980,33.762
"ALB",1981,34.024
"ALB",1982,34.287
"ALB",1983,34.552
"ALB",1984,34.817
"ALB",1985,35.083
"ALB",1986,35.35
"ALB",1987,35.619
"ALB",1988,35.888
"ALB",1989,36.158
"ALB",1990,36.428
"ALB",1991,36.7
"ALB",1992,37.249
"ALB",1993,37.799
"ALB",1994,38.354
"ALB",1995,38.911
"ALB",1996,39.473
"ALB",1997,40.035
"ALB",1998,40.601
"ALB",1999,41.169
"ALB",2000,41.741
"ALB",2001,42.435
"ALB",2002,43.501
"ALB",2003,44.573
"ALB",2004,45.651
"ALB",2005,46.731
"ALB",2006,47.815
"ALB",2007,48.902
"ALB",2008,49.991
"ALB",2009,51.076
"ALB",2010,52.163
"ALB",2011,53.247
"ALB",2012,54.33
"ALB",2013,55.387
"ALB",2014,56.423
"ALB",2015,57.434
"ALB",2016,58.421
"ALB",2017,59.383
"ALB",2018,60.319
"ALB",2019,61.229
"ALB",2020,62.112
"ALB",2021,62.969
"ALB",2022,63.799
"ALB",2023,64.603
"ALB",2024,NA
"AND",1960,58.45
"AND",1961,60.983
"AND",1962,63.462
"AND",1963,65.872
"AND",1964,68.205
"AND",1965,70.445
"AND",1966,72.593
"AND",1967,74.641
"AND",1968,76.588
"AND",1969,78.424
"AND",1970,80.155
"AND",1971,81.78
"AND",1972,83.301
"AND",1973,84.716
"AND",1974,86.032
"AND",1975,87.252
"AND",1976,88.382
"AND",1977,89.42
"AND",1978,90.378
"AND",1979,91.257
"AND",1980,92.064
"AND",1981,92.8
"AND",1982,93.474
"AND",1983,94.089
"AND",1984,94.649
"AND",1985,95.159
"AND",1986,95.325
"AND",1987,95.178
"AND",1988,95.027
"AND",1989,94.872
"AND",1990,94.712
"AND",1991,94.53
"AND",1992,94.324
"AND",1993,94.111
"AND",1994,93.89
"AND",1995,93.661
"AND",1996,93.425
"AND",1997,93.18
"AND",1998,92.927
"AND",1999,92.666
"AND",2000,92.395
"AND",2001,92.056
"AND",2002,91.641
"AND",2003,91.207
"AND",2004,90.751
"AND",2005,90.285
"AND",2006,89.807
"AND",2007,89.308
"AND",2008,89.004
"AND",2009,88.912
"AND",2010,88.819
"AND",2011,88.726
"AND",2012,88.631
"AND",2013,88.537
"AND",2014,88.441
"AND",2015,88.345
"AND",2016,88.248
"AND",2017,88.15
"AND",2018,88.062
"AND",2019,87.984
"AND",2020,87.916
"AND",2021,87.858
"AND",2022,87.811
"AND",2023,87.774
"AND",2024,NA
"ARB",1960,31.0105359618617
"ARB",1961,31.7271627316738
"ARB",1962,32.4514422327758
"ARB",1963,33.1943094437437
"ARB",1964,33.9559924474805
"ARB",1965,34.7551858431634
"ARB",1966,35.5106015377775
"ARB",1967,36.1563781524639
"ARB",1968,36.8166015275797
"ARB",1969,37.4874522853404
"ARB",1970,38.1638269976052
"ARB",1971,38.8161050815803
"ARB",1972,39.4845095019617
"ARB",1973,40.1313984518827
"ARB",1974,40.71843728404
"ARB",1975,41.3013639585173
"ARB",1976,41.8719644244713
"ARB",1977,42.4218609524877
"ARB",1978,42.9389045772965
"ARB",1979,43.4091946999386
"ARB",1980,43.901802392722
"ARB",1981,44.4365438497499
"ARB",1982,44.9455470896803
"ARB",1983,45.4645043044695
"ARB",1984,46.0697109918685
"ARB",1985,46.6630039113436
"ARB",1986,47.2606511771604
"ARB",1987,47.8202887856006
"ARB",1988,48.3166909160034
"ARB",1989,48.7878360578099
"ARB",1990,49.265325548943
"ARB",1991,49.6479428773218
"ARB",1992,50.1866641370332
"ARB",1993,50.6087943973716
"ARB",1994,50.8912843416396
"ARB",1995,51.0994592831398
"ARB",1996,51.3083822593783
"ARB",1997,51.5511052201292
"ARB",1998,51.8038910629442
"ARB",1999,52.0579641108858
"ARB",2000,52.3262723083108
"ARB",2001,52.6161793476524
"ARB",2002,52.9051617965408
"ARB",2003,53.2051293342866
"ARB",2004,53.5065936014142
"ARB",2005,53.8531371963039
"ARB",2006,54.2288759885801
"ARB",2007,54.4937880728369
"ARB",2008,54.9030113257958
"ARB",2009,55.2960382525499
"ARB",2010,55.5654925471108
"ARB",2011,55.8725648894499
"ARB",2012,56.1657052407112
"ARB",2013,56.5495371540208
"ARB",2014,56.9048148917087
"ARB",2015,57.3250720145106
"ARB",2016,57.6531027450977
"ARB",2017,57.8627472124114
"ARB",2018,58.0104842292073
"ARB",2019,58.2045421060528
"ARB",2020,58.4966741305089
"ARB",2021,58.6629266021441
"ARB",2022,59.0542670171409
"ARB",2023,59.4438543814949
"ARB",2024,NA
"ARE",1960,73.5
"ARE",1961,74.383
"ARE",1962,75.248
"ARE",1963,76.093
"ARE",1964,76.919
"ARE",1965,77.723
"ARE",1966,78.508
"ARE",1967,79.272
"ARE",1968,79.8
"ARE",1969,79.8
"ARE",1970,79.8
"ARE",1971,79.8
"ARE",1972,79.8
"ARE",1973,79.8
"ARE",1974,79.8
"ARE",1975,79.8
"ARE",1976,79.903
"ARE",1977,80.106
"ARE",1978,80.309
"ARE",1979,80.51
"ARE",1980,80.71
"ARE",1981,80.683
"ARE",1982,80.466
"ARE",1983,80.247
"ARE",1984,80.026
"ARE",1985,79.804
"ARE",1986,79.624
"ARE",1987,79.482
"ARE",1988,79.339
"ARE",1989,79.196
"ARE",1990,79.051
"ARE",1991,78.906
"ARE",1992,78.76
"ARE",1993,78.614
"ARE",1994,78.467
"ARE",1995,78.319
"ARE",1996,78.493
"ARE",1997,78.938
"ARE",1998,79.378
"ARE",1999,79.81
"ARE",2000,80.236
"ARE",2001,80.655
"ARE",2002,81.067
"ARE",2003,81.472
"ARE",2004,81.871
"ARE",2005,82.262
"ARE",2006,82.648
"ARE",2007,83.023
"ARE",2008,83.387
"ARE",2009,83.742
"ARE",2010,84.087
"ARE",2011,84.423
"ARE",2012,84.749
"ARE",2013,85.066
"ARE",2014,85.375
"ARE",2015,85.674
"ARE",2016,85.965
"ARE",2017,86.248
"ARE",2018,86.522
"ARE",2019,86.789
"ARE",2020,87.048
"ARE",2021,87.299
"ARE",2022,87.543
"ARE",2023,87.779
"ARE",2024,NA
"ARG",1960,73.611
"ARG",1961,74.217
"ARG",1962,74.767
"ARG",1963,75.309
"ARG",1964,75.844
"ARG",1965,76.369
"ARG",1966,76.888
"ARG",1967,77.398
"ARG",1968,77.901
"ARG",1969,78.394
"ARG",1970,78.88
"ARG",1971,79.321
"ARG",1972,79.743
"ARG",1973,80.158
"ARG",1974,80.567
"ARG",1975,80.969
"ARG",1976,81.366
"ARG",1977,81.755
"ARG",1978,82.139
"ARG",1979,82.516
"ARG",1980,82.887
"ARG",1981,83.313
"ARG",1982,83.759
"ARG",1983,84.194
"ARG",1984,84.621
"ARG",1985,85.038
"ARG",1986,85.445
"ARG",1987,85.843
"ARG",1988,86.233
"ARG",1989,86.613
"ARG",1990,86.984
"ARG",1991,87.328
"ARG",1992,87.542
"ARG",1993,87.752
"ARG",1994,87.96
"ARG",1995,88.164
"ARG",1996,88.366
"ARG",1997,88.564
"ARG",1998,88.759
"ARG",1999,88.952
"ARG",2000,89.142
"ARG",2001,89.329
"ARG",2002,89.51
"ARG",2003,89.686
"ARG",2004,89.86
"ARG",2005,90.031
"ARG",2006,90.2
"ARG",2007,90.366
"ARG",2008,90.53
"ARG",2009,90.691
"ARG",2010,90.849
"ARG",2011,90.99
"ARG",2012,91.121
"ARG",2013,91.249
"ARG",2014,91.377
"ARG",2015,91.503
"ARG",2016,91.627
"ARG",2017,91.749
"ARG",2018,91.87
"ARG",2019,91.991
"ARG",2020,92.111
"ARG",2021,92.229
"ARG",2022,92.347
"ARG",2023,92.463
"ARG",2024,NA
"ARM",1960,51.275
"ARM",1961,52.147
"ARM",1962,53.019
"ARM",1963,53.889
"ARM",1964,54.758
"ARM",1965,55.622
"ARM",1966,56.483
"ARM",1967,57.341
"ARM",1968,58.195
"ARM",1969,59.042
"ARM",1970,59.864
"ARM",1971,60.657
"ARM",1972,61.445
"ARM",1973,62.225
"ARM",1974,63
"ARM",1975,63.611
"ARM",1976,64.219
"ARM",1977,64.821
"ARM",1978,65.419
"ARM",1979,65.839
"ARM",1980,66.05
"ARM",1981,66.259
"ARM",1982,66.467
"ARM",1983,66.675
"ARM",1984,66.883
"ARM",1985,67.09
"ARM",1986,67.296
"ARM",1987,67.501
"ARM",1988,67.706
"ARM",1989,67.69
"ARM",1990,67.421
"ARM",1991,67.15
"ARM",1992,66.878
"ARM",1993,66.606
"ARM",1994,66.332
"ARM",1995,66.057
"ARM",1996,65.781
"ARM",1997,65.504
"ARM",1998,65.226
"ARM",1999,64.947
"ARM",2000,64.666
"ARM",2001,64.385
"ARM",2002,64.236
"ARM",2003,64.137
"ARM",2004,64.038
"ARM",2005,63.938
"ARM",2006,63.839
"ARM",2007,63.739
"ARM",2008,63.64
"ARM",2009,63.54
"ARM",2010,63.44
"ARM",2011,63.34
"ARM",2012,63.24
"ARM",2013,63.164
"ARM",2014,63.112
"ARM",2015,63.085
"ARM",2016,63.082
"ARM",2017,63.103
"ARM",2018,63.149
"ARM",2019,63.219
"ARM",2020,63.313
"ARM",2021,63.431
"ARM",2022,63.573
"ARM",2023,63.739
"ARM",2024,NA
"ASM",1960,66.211
"ASM",1961,66.641
"ASM",1962,67.068
"ASM",1963,67.493
"ASM",1964,67.916
"ASM",1965,68.334
"ASM",1966,68.75
"ASM",1967,69.163
"ASM",1968,69.574
"ASM",1969,69.98
"ASM",1970,70.384
"ASM",1971,70.784
"ASM",1972,71.182
"ASM",1973,71.576
"ASM",1974,71.967
"ASM",1975,72.354
"ASM",1976,72.739
"ASM",1977,73.12
"ASM",1978,73.497
"ASM",1979,73.871
"ASM",1980,74.33
"ASM",1981,75.043
"ASM",1982,75.743
"ASM",1983,76.429
"ASM",1984,77.103
"ASM",1985,77.762
"ASM",1986,78.408
"ASM",1987,79.04
"ASM",1988,79.659
"ASM",1989,80.263
"ASM",1990,80.948
"ASM",1991,81.886
"ASM",1992,82.789
"ASM",1993,83.654
"ASM",1994,84.485
"ASM",1995,85.28
"ASM",1996,86.043
"ASM",1997,86.771
"ASM",1998,87.467
"ASM",1999,88.131
"ASM",2000,88.587
"ASM",2001,88.491
"ASM",2002,88.394
"ASM",2003,88.297
"ASM",2004,88.198
"ASM",2005,88.1
"ASM",2006,88
"ASM",2007,87.9
"ASM",2008,87.799
"ASM",2009,87.697
"ASM",2010,87.594
"ASM",2011,87.502
"ASM",2012,87.42
"ASM",2013,87.348
"ASM",2014,87.288
"ASM",2015,87.238
"ASM",2016,87.198
"ASM",2017,87.17
"ASM",2018,87.153
"ASM",2019,87.147
"ASM",2020,87.153
"ASM",2021,87.169
"ASM",2022,87.196
"ASM",2023,87.235
"ASM",2024,NA
"ATG",1960,39.656
"ATG",1961,39.04
"ATG",1962,38.427
"ATG",1963,37.817
"ATG",1964,37.211
"ATG",1965,36.61
"ATG",1966,36.012
"ATG",1967,35.418
"ATG",1968,34.829
"ATG",1969,34.245
"ATG",1970,33.819
"ATG",1971,33.898
"ATG",1972,33.978
"ATG",1973,34.057
"ATG",1974,34.137
"ATG",1975,34.217
"ATG",1976,34.297
"ATG",1977,34.377
"ATG",1978,34.457
"ATG",1979,34.538
"ATG",1980,34.618
"ATG",1981,34.698
"ATG",1982,34.779
"ATG",1983,34.86
"ATG",1984,34.94
"ATG",1985,35.021
"ATG",1986,35.102
"ATG",1987,35.183
"ATG",1988,35.264
"ATG",1989,35.345
"ATG",1990,35.426
"ATG",1991,35.465
"ATG",1992,35.085
"ATG",1993,34.709
"ATG",1994,34.334
"ATG",1995,33.961
"ATG",1996,33.59
"ATG",1997,33.221
"ATG",1998,32.855
"ATG",1999,32.49
"ATG",2000,32.127
"ATG",2001,31.74
"ATG",2002,31.098
"ATG",2003,30.464
"ATG",2004,29.837
"ATG",2005,29.218
"ATG",2006,28.606
"ATG",2007,28.002
"ATG",2008,27.405
"ATG",2009,26.818
"ATG",2010,26.238
"ATG",2011,25.703
"ATG",2012,25.526
"ATG",2013,25.35
"ATG",2014,25.175
"ATG",2015,25
"ATG",2016,24.846
"ATG",2017,24.713
"ATG",2018,24.599
"ATG",2019,24.506
"ATG",2020,24.433
"ATG",2021,24.38
"ATG",2022,24.346
"ATG",2023,24.332
"ATG",2024,NA
"AUS",1960,81.529
"AUS",1961,81.941
"AUS",1962,82.228
"AUS",1963,82.511
"AUS",1964,82.792
"AUS",1965,83.068
"AUS",1966,83.34
"AUS",1967,83.507
"AUS",1968,83.672
"AUS",1969,83.836
"AUS",1970,83.999
"AUS",1971,84.16
"AUS",1972,84.32
"AUS",1973,84.478
"AUS",1974,84.636
"AUS",1975,84.792
"AUS",1976,84.947
"AUS",1977,85.1
"AUS",1978,85.252
"AUS",1979,85.403
"AUS",1980,85.552
"AUS",1981,85.7
"AUS",1982,85.67
"AUS",1983,85.641
"AUS",1984,85.611
"AUS",1985,85.582
"AUS",1986,85.552
"AUS",1987,85.522
"AUS",1988,85.493
"AUS",1989,85.463
"AUS",1990,85.433
"AUS",1991,85.403
"AUS",1992,85.285
"AUS",1993,85.157
"AUS",1994,85.028
"AUS",1995,84.898
"AUS",1996,84.767
"AUS",1997,84.636
"AUS",1998,84.503
"AUS",1999,84.37
"AUS",2000,84.235
"AUS",2001,84.1
"AUS",2002,84.222
"AUS",2003,84.343
"AUS",2004,84.463
"AUS",2005,84.582
"AUS",2006,84.7
"AUS",2007,84.822
"AUS",2008,84.943
"AUS",2009,85.063
"AUS",2010,85.182
"AUS",2011,85.3
"AUS",2012,85.402
"AUS",2013,85.502
"AUS",2014,85.602
"AUS",2015,85.701
"AUS",2016,85.8
"AUS",2017,85.904
"AUS",2018,86.012
"AUS",2019,86.124
"AUS",2020,86.241
"AUS",2021,86.362
"AUS",2022,86.488
"AUS",2023,86.617
"AUS",2024,NA
"AUT",1960,64.72
"AUT",1961,64.814
"AUT",1962,64.863
"AUT",1963,64.913
"AUT",1964,64.962
"AUT",1965,65.011
"AUT",1966,65.061
"AUT",1967,65.11
"AUT",1968,65.159
"AUT",1969,65.208
"AUT",1970,65.258
"AUT",1971,65.301
"AUT",1972,65.311
"AUT",1973,65.321
"AUT",1974,65.331
"AUT",1975,65.341
"AUT",1976,65.351
"AUT",1977,65.361
"AUT",1978,65.371
"AUT",1979,65.381
"AUT",1980,65.391
"AUT",1981,65.364
"AUT",1982,65.1
"AUT",1983,64.836
"AUT",1984,64.57
"AUT",1985,64.305
"AUT",1986,64.037
"AUT",1987,63.769
"AUT",1988,63.5
"AUT",1989,63.231
"AUT",1990,62.96
"AUT",1991,62.689
"AUT",1992,62.417
"AUT",1993,62.144
"AUT",1994,61.87
"AUT",1995,61.596
"AUT",1996,61.32
"AUT",1997,61.045
"AUT",1998,60.768
"AUT",1999,60.491
"AUT",2000,60.213
"AUT",2001,59.934
"AUT",2002,59.655
"AUT",2003,59.375
"AUT",2004,59.094
"AUT",2005,58.813
"AUT",2006,58.532
"AUT",2007,58.249
"AUT",2008,57.966
"AUT",2009,57.683
"AUT",2010,57.399
"AUT",2011,57.115
"AUT",2012,57.147
"AUT",2013,57.336
"AUT",2014,57.526
"AUT",2015,57.715
"AUT",2016,57.905
"AUT",2017,58.094
"AUT",2018,58.297
"AUT",2019,58.515
"AUT",2020,58.748
"AUT",2021,58.995
"AUT",2022,59.256
"AUT",2023,59.53
"AUT",2024,NA
"AZE",1960,52.663
"AZE",1961,52.364
"AZE",1962,52.064
"AZE",1963,51.764
"AZE",1964,51.464
"AZE",1965,51.164
"AZE",1966,50.864
"AZE",1967,50.564
"AZE",1968,50.263
"AZE",1969,49.963
"AZE",1970,50.008
"AZE",1971,50.462
"AZE",1972,50.917
"AZE",1973,51.371
"AZE",1974,51.698
"AZE",1975,51.897
"AZE",1976,52.096
"AZE",1977,52.294
"AZE",1978,52.492
"AZE",1979,52.655
"AZE",1980,52.777
"AZE",1981,52.897
"AZE",1982,53.018
"AZE",1983,53.139
"AZE",1984,53.299
"AZE",1985,53.498
"AZE",1986,53.697
"AZE",1987,53.895
"AZE",1988,54.094
"AZE",1989,54.057
"AZE",1990,53.749
"AZE",1991,53.441
"AZE",1992,53.132
"AZE",1993,52.824
"AZE",1994,52.515
"AZE",1995,52.206
"AZE",1996,51.896
"AZE",1997,51.588
"AZE",1998,51.278
"AZE",1999,51.185
"AZE",2000,51.386
"AZE",2001,51.587
"AZE",2002,51.787
"AZE",2003,51.988
"AZE",2004,52.189
"AZE",2005,52.389
"AZE",2006,52.589
"AZE",2007,52.79
"AZE",2008,52.99
"AZE",2009,53.19
"AZE",2010,53.406
"AZE",2011,53.637
"AZE",2012,53.883
"AZE",2013,54.145
"AZE",2014,54.422
"AZE",2015,54.714
"AZE",2016,55.021
"AZE",2017,55.343
"AZE",2018,55.68
"AZE",2019,56.031
"AZE",2020,56.397
"AZE",2021,56.776
"AZE",2022,57.17
"AZE",2023,57.577
"AZE",2024,NA
"BDI",1960,2.077
"BDI",1961,2.115
"BDI",1962,2.154
"BDI",1963,2.193
"BDI",1964,2.233
"BDI",1965,2.294
"BDI",1966,2.395
"BDI",1967,2.501
"BDI",1968,2.611
"BDI",1969,2.726
"BDI",1970,2.845
"BDI",1971,2.97
"BDI",1972,3.101
"BDI",1973,3.236
"BDI",1974,3.377
"BDI",1975,3.525
"BDI",1976,3.678
"BDI",1977,3.838
"BDI",1978,4.005
"BDI",1979,4.178
"BDI",1980,4.339
"BDI",1981,4.503
"BDI",1982,4.674
"BDI",1983,4.85
"BDI",1984,5.033
"BDI",1985,5.221
"BDI",1986,5.417
"BDI",1987,5.62
"BDI",1988,5.83
"BDI",1989,6.047
"BDI",1990,6.271
"BDI",1991,6.455
"BDI",1992,6.637
"BDI",1993,6.823
"BDI",1994,7.014
"BDI",1995,7.211
"BDI",1996,7.412
"BDI",1997,7.618
"BDI",1998,7.83
"BDI",1999,8.036
"BDI",2000,8.246
"BDI",2001,8.461
"BDI",2002,8.682
"BDI",2003,8.908
"BDI",2004,9.139
"BDI",2005,9.375
"BDI",2006,9.617
"BDI",2007,9.864
"BDI",2008,10.118
"BDI",2009,10.376
"BDI",2010,10.642
"BDI",2011,10.915
"BDI",2012,11.194
"BDI",2013,11.482
"BDI",2014,11.776
"BDI",2015,12.078
"BDI",2016,12.388
"BDI",2017,12.706
"BDI",2018,13.032
"BDI",2019,13.366
"BDI",2020,13.708
"BDI",2021,14.058
"BDI",2022,14.417
"BDI",2023,14.784
"BDI",2024,NA
"BEL",1960,92.46
"BEL",1961,92.554
"BEL",1962,92.679
