"origin_iso2","origin_iso3","origin_name","origin_lat","origin_lon","destination_iso2","destination_iso3","destination_name","destination_lat","destination_lon","year","count"
"GW","GNB","Guinea-Bissau",12.0477507880705,-14.9499240572075,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,45.25
"SN","SEN","Senegal",14.3648110931751,-14.4694479474536,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,3398.33333333333
"SL","SLE","Sierra Leone",8.56249232471683,-11.7926118498279,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,302.416666666667
"GN","GIN","Guinea",10.4373187488031,-10.9342459875925,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,106.083333333333
"MR","MRT","Mauritania",20.2206937677679,-10.3699167351723,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,19.9166666666667
"LR","LBR","Liberia",6.45195766531815,-9.31983261845304,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,27.0833333333333
"CI","CIV","Côte d’Ivoire",7.62587836831142,-5.56910294273585,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,105.75
"ML","MLI","Mali",17.315139014512,-3.59047300916167,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,35.9166666666667
"BF","BFA","Burkina Faso",12.270726248786,-1.76113831212387,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,49.5833333333333
"GH","GHA","Ghana",7.94769971258465,-1.21698964043326,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,686
"TG","TGO","Togo",8.52077978482272,0.963859659570659,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,28.6666666666667
"BJ","BEN","Benin",9.63561223430696,2.32661464474629,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,79.3333333333333
"NG","NGA","Nigeria",9.59094557009618,8.07958685423834,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,640.916666666667
"NE","NER","Niger",17.4120079629507,9.33161007434546,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,46.25
"GQ","GNQ","Equatorial Guinea",1.70540563315078,10.3417277952996,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,2
"GA","GAB","Gabon",-0.586446577901779,11.7887417210203,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,2.66666666666667
"CM","CMR","Cameroon",5.68116800316289,12.7339439676681,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,11.4166666666667
"CG","COG","Congo",-0.836992413922511,15.2211423374053,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,3.25
"NA","NAM","Namibia",-22.0696900138551,17.195019957489,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,0.583333333333333
"AO","AGO","Angola",-12.2706139265484,17.5317833661526,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,23.3333333333333
"TD","TCD","Chad",15.2753594097694,18.6349974957477,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,2.16666666666667
"CF","CAF","Central African Republic",6.57229916426693,20.4618329814897,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,1.08333333333333
"CD","COD","Democratic Republic of Congo",-2.86548803140688,23.6377472380793,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,5.33333333333333
"BW","BWA","Botswana",-22.1652447870996,23.808612894002,"GM","GMB","Gambia",13.4509534899632,-15.3963233373991,2017,3.41666666666667
