"iso_code","year","total_population","births_per_1000","deaths_per_1000"
"LBY",1984,3773633.5,34.837,5.68
"LBY",1985,3898745,33.69,5.426
"LBY",1986,4017403.5,32.403,5.19
"LBY",1987,4129739,31.085,4.991
"LBY",1988,4237754.5,29.725,4.837
"LBY",1989,4342920,28.366,4.69
"LBY",1990,4445239.5,27.042,4.569
"LBY",1991,4544399.5,25.717,4.464
"LBY",1992,4640352,24.533,4.369
"LBY",1993,4733045,23.441,4.309
"LBY",1994,4822037,22.69,4.282
"LBY",1995,4906843,22.152,4.287
"LBY",1996,4987393,21.762,4.329
"LBY",1997,5064639,21.576,4.418
"LBY",1998,5140704.5,21.576,4.533
"LBY",1999,5218037.5,21.656,4.649
"LBY",2000,5305021.5,21.691,4.761
"LBY",2001,5403639,22.057,4.778
"LBY",2002,5508410.5,22.497,4.779
"LBY",2003,5619397.5,22.92,4.743
"LBY",2004,5736692.5,23.376,4.699
"LBY",2005,5858798,23.903,4.646
"LBY",2006,5980211,23.931,4.593
"LBY",2007,6104379.5,23.712,4.594
"LBY",2008,6235430,23.437,4.596
"LBY",2009,6366686.5,23.155,4.605
"LBY",2010,6497839,23.545,4.627
"LBY",2011,6343203,24.905,5.827
"LBY",2012,6179327.5,22.587,4.971
"LBY",2013,6304628.5,22.54,4.97
"LBY",2014,6427251.5,22.623,5.443
"LBY",2015,6531819.5,21.921,5.372
"LBY",2016,6632125.5,21.252,5.38
"LBY",2017,6738769.5,20.511,5.094
"LBY",2018,6849054.5,19.844,5.007
"LBY",2019,6951032.5,19.241,5.165
"LBY",2020,7045399,18.737,5.544
"LBY",2021,7135175,18.176,5.842
"LBY",2022,7223804.5,17.537,4.808
"LBY",2023,7305659,17.024,6.654
"LBY",2024,7381023,16.495,6.534
"LBY",2025,7458554.5,16.112,5.619
"LBY",2026,7539851.5,15.777,4.917
"LBY",2027,7627488,15.493,4.983
"LBY",2028,7716841.5,15.28,5.055
"LBY",2029,7802212,15.116,5.136
"LBY",2030,7885806.5,14.957,5.22
"LBY",2031,7969108.5,14.837,5.303
"LBY",2032,8048490,14.751,5.391
"LBY",2033,8126638,14.68,5.489
"LBY",2034,8206613.5,14.615,5.584
"LBY",2035,8283953.5,14.557,5.689
"LBY",2036,8357485.5,14.515,5.794
"LBY",2037,8431727.5,14.458,5.907
"LBY",2038,8506598,14.391,6.025
"LBY",2039,8579854,14.316,6.151
"LBY",2040,8651417,14.241,6.278
"LBY",2041,8719615.5,14.145,6.406
"LBY",2042,8786619.5,14.033,6.543
"LBY",2043,8854390,13.882,6.682
"LBY",2044,8920027.5,13.723,6.82
"LBY",2045,8983948.5,13.559,6.963
"LBY",2046,9043672.5,13.368,7.111
"LBY",2047,9098408.5,13.174,7.262
"LBY",2048,9154064.5,12.975,7.415
"LBY",2049,9208613,12.774,7.578
"LBY",2050,9260605.5,12.578,7.735
"LBY",2051,9310578.5,12.372,7.894
"LBY",2052,9358996,12.166,8.051
"LBY",2053,9406049,11.977,8.199
"LBY",2054,9450576.5,11.803,8.356
"LBY",2055,9488716,11.645,8.51
"LBY",2056,9517261.5,11.499,8.663
"LBY",2057,9545122.5,11.347,8.806
"LBY",2058,9574203.5,11.223,8.942
"LBY",2059,9602353,11.103,9.074
"LBY",2060,9626505,11.01,9.191
"LBY",2061,9646521.5,10.916,9.312
"LBY",2062,9667883.5,10.859,9.419
"LBY",2063,9684360,10.819,9.523
"LBY",2064,9700892.5,10.775,9.609
"LBY",2065,9721658,10.753,9.679
"LBY",2066,9740137,10.739,9.738
"LBY",2067,9755033.5,10.726,9.799
"LBY",2068,9771007,10.712,9.846
"LBY",2069,9790087.5,10.701,9.873
"LBY",2070,9807898.5,10.691,9.907
"LBY",2071,9822262,10.682,9.924
"LBY",2072,9838795,10.645,9.942
"LBY",2073,9857314,10.628,9.946
"LBY",2074,9870656,10.596,9.961
"LBY",2075,9882193,10.542,9.976
"LBY",2076,9894570,10.498,9.984
"LBY",2077,9903765,10.441,10.007
"LBY",2078,9908671,10.371,10.027
"LBY",2079,9917079,10.295,10.06
"LBY",2080,9928367.5,10.229,10.085
"LBY",2081,9939397,10.147,10.122
"LBY",2082,9949686.5,10.068,10.162
"LBY",2083,9955709.5,9.988,10.217
"LBY",2084,9960825.5,9.897,10.278
"LBY",2085,9967332.5,9.808,10.345
"LBY",2086,9970720.5,9.735,10.427
"LBY",2087,9969103,9.649,10.514
"LBY",2088,9961976.5,9.593,10.618
"LBY",2089,9951464,9.513,10.727
"LBY",2090,9938209,9.44,10.845
"LBY",2091,9925703,9.377,10.969
"LBY",2092,9913953,9.331,11.09
"LBY",2093,9899041,9.297,11.206
"LBY",2094,9885716,9.265,11.321
"LBY",2095,9874245,9.245,11.437
"LBY",2096,9860175.5,9.236,11.549
"LBY",2097,9841870,9.232,11.657
"LBY",2098,9821377,9.235,11.764
"LBY",2099,9802013,9.22,11.852
"LBY",2100,9783568.5,9.216,11.93
"LSO",1967,913982.5,42.544,16.383
"LSO",1968,948104.5,41.878,16.047
"LSO",1969,983202.5,41.266,15.699
"LSO",1970,1019272.5,40.791,15.347
"LSO",1971,1056246,40.454,15.045
"LSO",1972,1094063,40.183,14.735
"LSO",1973,1132696.5,39.943,14.465
"LSO",1974,1172420,40.244,14.277
"LSO",1975,1213643.5,40.622,13.999
"LSO",1976,1253213.5,41.001,13.778
"LSO",1977,1289967,41.097,13.457
"LSO",1978,1327240,41.015,13.074
"LSO",1979,1366169,40.791,12.654
"LSO",1980,1406520.5,40.384,12.217
"LSO",1981,1448069,39.922,11.741
"LSO",1982,1490731.5,39.463,11.328
"LSO",1983,1534413,38.948,10.99
"LSO",1984,1578986.5,38.42,10.69
"LSO",1985,1624378.5,37.931,10.49
"LSO",1986,1666138,37.529,10.381
"LSO",1987,1703390,38.333,10.32
"LSO",1988,1739840.5,37.364,10.259
"LSO",1989,1775435.5,36.273,10.215
"LSO",1990,1809696,35.13,10.231
"LSO",1991,1842378.5,34.188,10.292
"LSO",1992,1873274.5,33.168,10.438
"LSO",1993,1901793,31.95,10.652
"LSO",1994,1927707,31.015,10.976
"LSO",1995,1951436.5,30.564,11.414
"LSO",1996,1972418.5,30.414,12.047
"LSO",1997,1988130.5,30.224,12.802
"LSO",1998,1998049,29.238,13.778
"LSO",1999,2003233.5,28.457,14.783
"LSO",2000,2003913,28.248,15.879
"LSO",2001,2000853,28.716,17.126
"LSO",2002,1994679,29.365,18.198
"LSO",2003,1985058.5,29.294,19.152
"LSO",2004,1971129,28.736,19.974
"LSO",2005,1953076,28.561,20.455
"LSO",2006,1945062.5,28.627,20.795
"LSO",2007,1953268.5,29.484,20.39
"LSO",2008,1966540.5,29.642,19.803
"LSO",2009,1980883,29.354,19.088
"LSO",2010,1996251,29.163,18.204
"LSO",2011,2014009,30.209,17.475
"LSO",2012,2034354.5,30.027,16.464
"LSO",2013,2056504,29.988,15.503
"LSO",2014,2080089,29.5,14.634
"LSO",2015,2104611.5,29.178,13.932
"LSO",2016,2130422,28.932,13.259
"LSO",2017,2157110.5,28.241,12.664
"LSO",2018,2183603,27.361,12.197
"LSO",2019,2209405.5,26.44,11.83
"LSO",2020,2235726.5,25.628,11.887
"LSO",2021,2261542,24.896,12.601
"LSO",2022,2286110.5,24.392,10.918
"LSO",2023,2311472,24.109,10.648
"LSO",2024,2337422.5,23.762,10.478
"LSO",2025,2363324.5,23.456,10.314
"LSO",2026,2389336,23.149,10.158
"LSO",2027,2415368.5,22.844,10.013
"LSO",2028,2441442,22.565,9.883
"LSO",2029,2467683,22.323,9.763
"LSO",2030,2493818.5,22.092,9.654
"LSO",2031,2520021,21.873,9.556
"LSO",2032,2546490.5,21.673,9.466
"LSO",2033,2573110,21.479,9.382
"LSO",2034,2599779,21.295,9.312
"LSO",2035,2626567,21.086,9.245
"LSO",2036,2653498,20.89,9.189
"LSO",2037,2680080,20.659,9.142
"LSO",2038,2706202.5,20.38,9.105
"LSO",2039,2732145.5,20.115,9.072
"LSO",2040,2757875.5,19.879,9.051
"LSO",2041,2783369,19.624,9.032
"LSO",2042,2808543.5,19.327,9.024
"LSO",2043,2833260,19.057,9.02
"LSO",2044,2857504.5,18.792,9.026
"LSO",2045,2881339,18.517,9.032
"LSO",2046,2904783.5,18.253,9.046
"LSO",2047,2927864.5,17.997,9.08
"LSO",2048,2950413,17.773,9.114
"LSO",2049,2972157,17.526,9.157
"LSO",2050,2993076.5,17.298,9.206
"LSO",2051,3013558,17.073,9.264
"LSO",2052,3033468.5,16.867,9.325
"LSO",2053,3052322,16.65,9.388
"LSO",2054,3070098.5,16.439,9.461
"LSO",2055,3087284,16.228,9.539
"LSO",2056,3103870,16.032,9.622
"LSO",2057,3119743,15.836,9.708
"LSO",2058,3135128.5,15.673,9.803
"LSO",2059,3150018,15.514,9.912
"LSO",2060,3164303,15.37,10.001
"LSO",2061,3177872,15.243,10.103
"LSO",2062,3190884.5,15.114,10.208
"LSO",2063,3202918,14.997,10.316
"LSO",2064,3213881.5,14.856,10.425
"LSO",2065,3224032,14.734,10.537
"LSO",2066,3233714.5,14.621,10.641
"LSO",2067,3243285.5,14.524,10.745
"LSO",2068,3252543,14.426,10.843
"LSO",2069,3261245.5,14.324,10.947
"LSO",2070,3269324,14.217,11.033
"LSO",2071,3276547,14.108,11.131
"LSO",2072,3282697,14.004,11.205
"LSO",2073,3288163,13.893,11.288
"LSO",2074,3293322.5,13.785,11.365
"LSO",2075,3297636.5,13.682,11.438
"LSO",2076,3301209,13.571,11.505
"LSO",2077,3304588,13.469,11.57
"LSO",2078,3307444,13.363,11.632
"LSO",2079,3309742,13.251,11.683
"LSO",2080,3311356,13.143,11.737
"LSO",2081,3312334,13.033,11.799
"LSO",2082,3312871,12.934,11.851
"LSO",2083,3312995.5,12.86,11.888
"LSO",2084,3312880,12.757,11.937
"LSO",2085,3312368.5,12.662,11.985
"LSO",2086,3311724.5,12.567,12.045
"LSO",2087,3310742,12.485,12.105
"LSO",2088,3309192,12.42,12.157
"LSO",2089,3307347,12.347,12.209
"LSO",2090,3305222,12.276,12.266
"LSO",2091,3302682,12.205,12.327
"LSO",2092,3299293,12.149,12.381
"LSO",2093,3295485,12.087,12.441
"LSO",2094,3291601.5,12.013,12.503
"LSO",2095,3287138.5,11.939,12.558
"LSO",2096,3282243.5,11.885,12.607
"LSO",2097,3277008.5,11.839,12.658
"LSO",2098,3271337.5,11.781,12.704
"LSO",2099,3265513,11.712,12.748
"LSO",2100,3259299,11.662,12.794
"MAR",1967,13968175,46.751,18.072
"MAR",1968,14347899.5,45.921,17.524
"MAR",1969,14734255.5,45.179,17.018
"MAR",1970,15129448.5,44.725,16.567
"MAR",1971,15527225,44.174,16.152
"MAR",1972,15924692,43.766,15.731
"MAR",1973,16326268.5,43.236,15.324
"MAR",1974,16733842.5,42.636,14.899
"MAR",1975,17150786,42.129,14.455
"MAR",1976,17574182.5,41.384,13.95
"MAR",1977,18014756.5,40.561,13.407
"MAR",1978,18477385,39.869,12.872
"MAR",1979,18955588.5,39.542,12.344
"MAR",1980,19459943,39.301,11.837
"MAR",1981,19985401.5,39.037,11.37
"MAR",1982,20520318,38.403,10.874
"MAR",1983,21060695.5,37.26,10.371
"MAR",1984,21593778,36.028,9.902
"MAR",1985,22113953.5,34.798,9.438
"MAR",1986,22600803,33.715,9.021
"MAR",1987,23054391.5,32.647,8.66
"MAR",1988,23500524.5,31.567,8.342
"MAR",1989,23939414.5,30.568,8.053
"MAR",1990,24375551,29.766,7.797
"MAR",1991,24799014,29.369,7.6
"MAR",1992,25212468.5,28.26,7.41
"MAR",1993,25614586,27.04,7.219
"MAR",1994,26000822.5,26.344,7.059
"MAR",1995,26399428.5,25.766,6.956
"MAR",1996,26808107.5,25.532,6.825
"MAR",1997,27213337,25.141,6.738
"MAR",1998,27621648,24.478,6.644
"MAR",1999,28027179.5,23.42,6.541
"MAR",2000,28423435.5,22.689,6.458
"MAR",2001,28814642.5,22.087,6.379
"MAR",2002,29198141.5,21.6,6.32
"MAR",2003,29571415.5,21.589,6.282
"MAR",2004,29953018.5,21.686,6.27
"MAR",2005,30358144,21.818,6.195
"MAR",2006,30771177.5,21.858,6.155
"MAR",2007,31186468,21.922,6.097
"MAR",2008,31606766.5,21.859,6.047
"MAR",2009,32030778,21.913,6.01
"MAR",2010,32467015.5,21.871,5.984
"MAR",2011,32912587.5,21.506,5.91
"MAR",2012,33355241.5,20.978,5.847
"MAR",2013,33787571,20.341,5.771
"MAR",2014,34204780,19.787,5.716
"MAR",2015,34607588.5,19.488,5.686
"MAR",2016,35023457.5,19.224,5.672
"MAR",2017,35446392,18.918,5.63
"MAR",2018,35839760,18.573,5.616
"MAR",2019,36210898,18.258,5.629
"MAR",2020,36584208,17.85,6.479
"MAR",2021,36954442.5,17.458,6.422
"MAR",2022,37329064,17.035,5.572
"MAR",2023,37712505,16.701,5.638
"MAR",2024,38081173,16.402,5.726
"MAR",2025,38430770,16.108,5.813
"MAR",2026,38762441,15.836,5.908
"MAR",2027,39080099,15.577,6.011
"MAR",2028,39384125.5,15.357,6.116
"MAR",2029,39674560,15.152,6.223
"MAR",2030,39953460,14.975,6.336
"MAR",2031,40221743,14.774,6.456
"MAR",2032,40477986.5,14.61,6.57
"MAR",2033,40722975,14.457,6.69
"MAR",2034,40957244,14.31,6.811
"MAR",2035,41182093.5,14.182,6.936
"MAR",2036,41398230,14.049,7.051
"MAR",2037,41604033,13.933,7.173
"MAR",2038,41802274.5,13.82,7.297
"MAR",2039,41990445,13.699,7.412
"MAR",2040,42168205,13.583,7.52
"MAR",2041,42339041.5,13.452,7.64
"MAR",2042,42500327,13.33,7.753
"MAR",2043,42650495,13.203,7.866
"MAR",2044,42792498,13.073,7.968
"MAR",2045,42925306,12.927,8.079
"MAR",2046,43046179,12.783,8.184
"MAR",2047,43158169,12.645,8.288
"MAR",2048,43262402.5,12.512,8.387
"MAR",2049,43355720,12.35,8.485
"MAR",2050,43440430.5,12.212,8.584
"MAR",2051,43517148.5,12.059,8.683
"MAR",2052,43582317.5,11.927,8.792
"MAR",2053,43635688,11.795,8.898
"MAR",2054,43677271,11.656,9.002
"MAR",2055,43707695.5,11.518,9.109
"MAR",2056,43726125,11.388,9.215
"MAR",2057,43734770,11.277,9.329
"MAR",2058,43736171,11.16,9.455
"MAR",2059,43727216,11.054,9.57
"MAR",2060,43707410,10.961,9.69
"MAR",2061,43679639.5,10.876,9.81
"MAR",2062,43642756,10.795,9.929
"MAR",2063,43597897.5,10.711,10.048
"MAR",2064,43545672.5,10.645,10.174
"MAR",2065,43482772.5,10.576,10.293
"MAR",2066,43414312,10.514,10.416
"MAR",2067,43341074,10.462,10.535
"MAR",2068,43260129.5,10.418,10.656
"MAR",2069,43173139,10.362,10.768
"MAR",2070,43078138.5,10.305,10.875
"MAR",2071,42976746.5,10.245,10.971
"MAR",2072,42869613.5,10.191,11.066
"MAR",2073,42755096.5,10.136,11.165
"MAR",2074,42634713.5,10.085,11.256
"MAR",2075,42509927,10.035,11.344
"MAR",2076,42380729,9.979,11.434
"MAR",2077,42246043.5,9.911,11.524
"MAR",2078,42105473.5,9.845,11.591
"MAR",2079,41958512.5,9.785,11.657
"MAR",2080,41806425.5,9.723,11.726
"MAR",2081,41650319.5,9.667,11.789
"MAR",2082,41489709,9.604,11.848
"MAR",2083,41325691.5,9.531,11.912
"MAR",2084,41156547,9.466,11.976
"MAR",2085,40980568.5,9.399,12.046
"MAR",2086,40800251,9.342,12.108
"MAR",2087,40617856.5,9.287,12.174
"MAR",2088,40433495,9.223,12.236
"MAR",2089,40243913,9.168,12.322
"MAR",2090,40048050,9.11,12.404
"MAR",2091,39847267,9.055,12.488
"MAR",2092,39642311.5,9.032,12.578
"MAR",2093,39433969.5,8.992,12.67
"MAR",2094,39222843.5,8.954,12.762
"MAR",2095,39008469,8.923,12.86
"MAR",2096,38789885.5,8.893,12.962
"MAR",2097,38568204.5,8.864,13.065
"MAR",2098,38343505,8.843,13.16
"MAR",2099,38115526,8.833,13.257
"MAR",2100,37884370,8.809,13.342
"MDG",1967,6136486,45.861,18.6
"MDG",1968,6306493.5,46.147,18.26
"MDG",1969,6484716,46.457,17.996
"MDG",1970,6672003,46.826,17.616
"MDG",1971,6868868,47.211,17.422
"MDG",1972,7074397.5,47.359,17.231
"MDG",1973,7288048.5,47.387,16.958
"MDG",1974,7509726,47.364,16.706
"MDG",1975,7739336,47.368,16.516
"MDG",1976,7976830.5,47.355,16.387
"MDG",1977,8222240,47.362,16.3
"MDG",1978,8475864,47.371,16.261
"MDG",1979,8737580.5,47.218,16.231
"MDG",1980,9006032.5,46.814,16.247
"MDG",1981,9279010.5,46.205,16.295
"MDG",1982,9557670.5,45.908,16.117
"MDG",1983,9843044.5,45.463,15.992
"MDG",1984,10134550.5,45.154,15.859
"MDG",1985,10433142.5,44.813,15.656
"MDG",1986,10736857,43.984,15.384
"MDG",1987,11047291.5,43.762,15.011
"MDG",1988,11369462.5,43.805,14.735
"MDG",1989,11704998.5,43.85,14.437
"MDG",1990,12055639,44.106,14.193
"MDG",1991,12421412,44.089,13.896
"MDG",1992,12800869.5,43.945,13.601
"MDG",1993,13197345.5,44.096,13.12
"MDG",1994,13613850,44.248,12.797
"MDG",1995,14051275.5,44.481,12.437
"MDG",1996,14510711.5,44.55,12.06
"MDG",1997,14990813.5,44.415,11.668
"MDG",1998,15489364.5,44.078,11.255
"MDG",1999,16000506,43.151,10.841
"MDG",2000,16516338,42,10.464
"MDG",2001,17032939,41.116,10.02
"MDG",2002,17549913,40.202,9.688
"MDG",2003,18071853.5,39.513,9.361
"MDG",2004,18606608,38.976,9.077
"MDG",2005,19159706.5,38.446,8.793
"MDG",2006,19730909,38.007,8.536
"MDG",2007,20318583,37.754,8.334
"MDG",2008,20923840.5,37.537,8.117
"MDG",2009,21547279.5,37.396,7.972
"MDG",2010,22183340.5,36.746,7.826
"MDG",2011,22822299.5,35.751,7.683
"MDG",2012,23462438,35.061,7.602
"MDG",2013,24109290.5,34.672,7.536
"MDG",2014,24764348,34.18,7.495
"MDG",2015,25426702.5,33.771,7.461
"MDG",2016,26099952,33.613,7.452
"MDG",2017,26788374.5,33.592,7.48
"MDG",2018,27494926,33.651,7.491
"MDG",2019,28219554,33.594,7.518
"MDG",2020,28953556.5,33.31,7.869
"MDG",2021,29691083,32.911,7.94
"MDG",2022,30437260.5,32.498,7.728
"MDG",2023,31195932.5,32.095,7.528
"MDG",2024,31964956,31.714,7.471
"MDG",2025,32740678,31.255,7.415
"MDG",2026,33522051.5,30.837,7.357
"MDG",2027,34308793,30.398,7.309
"MDG",2028,35099857,29.951,7.268
"MDG",2029,35894678,29.521,7.232
"MDG",2030,36693183,29.111,7.191
"MDG",2031,37495706,28.721,7.16
"MDG",2032,38301317,28.293,7.125
"MDG",2033,39109380,27.904,7.101
"MDG",2034,39919950,27.537,7.078
"MDG",2035,40733844,27.207,7.052
"MDG",2036,41551315.5,26.864,7.038
"MDG",2037,42371340.5,26.538,7.025
"MDG",2038,43194159.5,26.224,7.017
"MDG",2039,44019293,25.916,7.005
"MDG",2040,44846894.5,25.625,6.997
"MDG",2041,45676979,25.325,6.997
"MDG",2042,46508814.5,25.035,6.994
"MDG",2043,47342294.5,24.742,6.994
"MDG",2044,48176604,24.448,6.995
"MDG",2045,49011274,24.169,6.998
"MDG",2046,49846527.5,23.906,7.005
"MDG",2047,50682067,23.64,7.016
"MDG",2048,51517352.5,23.38,7.033
"MDG",2049,52351990,23.135,7.052
"MDG",2050,53185475,22.874,7.072
"MDG",2051,54016765,22.603,7.096
"MDG",2052,54845299.5,22.35,7.117
"MDG",2053,55671143.5,22.101,7.143
"MDG",2054,56493659,21.853,7.174
"MDG",2055,57313021,21.629,7.209
"MDG",2056,58129737.5,21.414,7.245
"MDG",2057,58942314.5,21.177,7.282
"MDG",2058,59750169,20.962,7.32
"MDG",2059,60554110,20.744,7.362
"MDG",2060,61352873,20.521,7.404
"MDG",2061,62145241,20.303,7.451
"MDG",2062,62930945.5,20.081,7.498
"MDG",2063,63709342.5,19.865,7.549
"MDG",2064,64480301.5,19.652,7.597
"MDG",2065,65242944,19.436,7.652
"MDG",2066,65997235.5,19.242,7.712
"MDG",2067,66743591.5,19.026,7.767
"MDG",2068,67480961.5,18.822,7.825
"MDG",2069,68208619.5,18.639,7.893
"MDG",2070,68926090,18.454,7.961
"MDG",2071,69634456,18.274,8.018
"MDG",2072,70333405.5,18.096,8.088
"MDG",2073,71020890,17.91,8.158
"MDG",2074,71697362,17.733,8.225
"MDG",2075,72362744,17.556,8.303
"MDG",2076,73015741,17.388,8.373
"MDG",2077,73657474.5,17.235,8.449
"MDG",2078,74288081.5,17.085,8.524
"MDG",2079,74906310,16.917,8.599
"MDG",2080,75512393.5,16.77,8.66
"MDG",2081,76107250,16.625,8.735
"MDG",2082,76691311.5,16.49,8.801
"MDG",2083,77265181,16.362,8.853
"MDG",2084,77828809.5,16.224,8.904
"MDG",2085,78382366,16.1,8.956
"MDG",2086,78926159.5,15.987,9.002
"MDG",2087,79459876.5,15.861,9.061
"MDG",2088,79982950,15.734,9.113
"MDG",2089,80493878,15.593,9.161
"MDG",2090,80992577.5,15.466,9.206
"MDG",2091,81480825.5,15.346,9.253
"MDG",2092,81958317.5,15.224,9.317
"MDG",2093,82423996,15.113,9.367
"MDG",2094,82878063.5,14.995,9.417
"MDG",2095,83319302,14.869,9.469
"MDG",2096,83748160,14.748,9.525
"MDG",2097,84165542.5,14.632,9.584
"MDG",2098,84570967,14.53,9.645
"MDG",2099,84962957,14.402,9.718
"MDG",2100,85341147.5,14.286,9.776
"MLI",1967,5990906,50.611,32.642
"MLI",1968,6082978.5,50.613,32.299
"MLI",1969,6177704,50.532,32.02
"MLI",1970,6276472,50.445,31.493
"MLI",1971,6377944,50.486,31.108
"MLI",1972,6483726,50.421,30.419
"MLI",1973,6597106.5,50.453,29.868
"MLI",1974,6715436.5,50.464,29.252
"MLI",1975,6837261,50.558,28.587
"MLI",1976,6960978.5,50.627,27.961
"MLI",1977,7090978.5,50.532,27.253
"MLI",1978,7229651.5,50.443,26.562
"MLI",1979,7375265.5,50.662,25.924
"MLI",1980,7530514.5,50.571,25.266
"MLI",1981,7692765.5,50.408,24.64
"MLI",1982,7860194.5,49.969,23.902
"MLI",1983,8034400.5,49.412,23.051
"MLI",1984,8208598.5,49.009,22.442
"MLI",1985,8374663,48.787,21.952
"MLI",1986,8531277,48.782,21.377
"MLI",1987,8681164,48.372,20.856
"MLI",1988,8833996.5,48.225,20.414
"MLI",1989,8999937.5,47.698,19.928
"MLI",1990,9178830,47.047,19.559
"MLI",1991,9362888.5,47.169,19.223
"MLI",1992,9553540.5,46.891,18.88
"MLI",1993,9754786,46.679,18.541
"MLI",1994,9967031.5,46.545,18.216
"MLI",1995,10185365.5,45.879,17.839
"MLI",1996,10407278,45.831,17.586
"MLI",1997,10646495,46.09,17.12
"MLI",1998,10919573,46.396,16.73
"MLI",1999,11227414.5,47.017,16.404
"MLI",2000,11559290.5,47.091,16.02
"MLI",2001,11912158,47.14,15.536
"MLI",2002,12288050,47.348,15.062
"MLI",2003,12684955,47.566,14.632
"MLI",2004,13102409,47.774,14.214
"MLI",2005,13538647.5,47.891,13.843
"MLI",2006,13990139.5,47.602,13.459
"MLI",2007,14457775.5,47.394,13.101
"MLI",2008,14940782.5,47.203,12.756
"MLI",2009,15435538.5,47.015,12.437
"MLI",2010,15945198,46.892,12.12
"MLI",2011,16469048.5,46.477,11.812
"MLI",2012,16957032.5,46.279,11.559
"MLI",2013,17459615,45.461,11.217
"MLI",2014,18020266.5,44.983,10.887
"MLI",2015,18593022,44.474,10.59
"MLI",2016,19191289.5,43.911,10.268
"MLI",2017,19813010.5,43.444,10.033
"MLI",2018,20442029.5,42.585,9.774
"MLI",2019,21068404.5,41.139,9.475
"MLI",2020,21713835.5,40.959,9.502
"MLI",2021,22388630.5,40.707,9.277
"MLI",2022,23072640,40.345,8.859
"MLI",2023,23769127.5,40.029,8.627
"MLI",2024,24478595.5,39.532,8.51
"MLI",2025,25198821.5,39.17,8.376
"MLI",2026,25932275,38.771,8.246
"MLI",2027,26679169.5,38.407,8.131
"MLI",2028,27440610.5,38.089,8.018
"MLI",2029,28215511.5,37.754,7.907
"MLI",2030,29002865,37.277,7.798
"MLI",2031,29804538.5,36.913,7.695
"MLI",2032,30618888.5,36.46,7.597
"MLI",2033,31442796.5,36.079,7.504
"MLI",2034,32276676,35.526,7.401
"MLI",2035,33118345,34.907,7.302
"MLI",2036,33967888.5,34.466,7.221
"MLI",2037,34823450,33.897,7.137
"MLI",2038,35685574,33.418,7.063
"MLI",2039,36549482.5,32.764,6.991
"MLI",2040,37413643,32.22,6.926
"MLI",2041,38280866,31.721,6.867
"MLI",2042,39151278.5,31.206,6.812
"MLI",2043,40026323.5,30.746,6.766
"MLI",2044,40902503,30.284,6.73
"MLI",2045,41778981.5,29.835,6.697
"MLI",2046,42655645,29.355,6.668
"MLI",2047,43530854,28.892,6.65
"MLI",2048,44405719.5,28.452,6.636
"MLI",2049,45279773.5,28.006,6.632
"MLI",2050,46154079,27.585,6.622
"MLI",2051,47029244,27.179,6.619
"MLI",2052,47903086,26.814,6.623
"MLI",2053,48774667,26.426,6.63
"MLI",2054,49641485.5,26.048,6.631
"MLI",2055,50506620,25.692,6.642
"MLI",2056,51370058,25.366,6.654
"MLI",2057,52230256,25.03,6.669
"MLI",2058,53087109.5,24.674,6.686
"MLI",2059,53938845,24.332,6.707
"MLI",2060,54787469.5,23.995,6.722
"MLI",2061,55631884.5,23.672,6.747
"MLI",2062,56469741,23.388,6.777
"MLI",2063,57301040,23.07,6.805
"MLI",2064,58125507,22.76,6.828
"MLI",2065,58941086.5,22.449,6.857
"MLI",2066,59750129.5,22.155,6.894
"MLI",2067,60555494.5,21.873,6.925
"MLI",2068,61354443.5,21.566,6.963
"MLI",2069,62143099.5,21.267,7.005
"MLI",2070,62919460,20.991,7.05
"MLI",2071,63687759.5,20.707,7.097
"MLI",2072,64444735,20.414,7.149
"MLI",2073,65187035.5,20.149,7.215
"MLI",2074,65916527,19.871,7.28
"MLI",2075,66630542,19.622,7.352
"MLI",2076,67329807.5,19.383,7.428
"MLI",2077,68016981,19.134,7.504
"MLI",2078,68691458,18.915,7.585
"MLI",2079,69351708.5,18.686,7.673
"MLI",2080,69994175.5,18.466,7.764
"MLI",2081,70623129,18.241,7.858
"MLI",2082,71238141.5,18.051,7.955
"MLI",2083,71836423.5,17.838,8.055
"MLI",2084,72418544.5,17.647,8.158
"MLI",2085,72981194.5,17.461,8.257
"MLI",2086,73525510,17.287,8.362
"MLI",2087,74054456,17.091,8.465
"MLI",2088,74567715.5,16.924,8.573
"MLI",2089,75062755,16.764,8.678
"MLI",2090,75539858,16.594,8.78
"MLI",2091,75997352,16.427,8.889
"MLI",2092,76434608.5,16.247,8.992
"MLI",2093,76855738.5,16.103,9.092
"MLI",2094,77265138.5,15.951,9.189
"MLI",2095,77657031.5,15.79,9.293
"MLI",2096,78027659.5,15.645,9.396
"MLI",2097,78380621,15.5,9.498
"MLI",2098,78719915,15.346,9.599
"MLI",2099,79044476,15.221,9.695
"MLI",2100,79354047.5,15.09,9.786
"MOZ",1967,7724549.5,47.879,22.888
"MOZ",1968,7892613,47.775,22.736
"MOZ",1969,8066951,47.628,22.566
"MOZ",1970,8250506.5,47.517,22.381
"MOZ",1971,8456316.5,47.177,22.209
"MOZ",1972,8692935.5,46.955,22.131
"MOZ",1973,8954241.5,47.314,21.98
"MOZ",1974,9236093,47.751,21.694
"MOZ",1975,9540817.5,48.391,21.351
"MOZ",1976,9867209,49.159,21.398
"MOZ",1977,10224975,49.777,21.494
"MOZ",1978,10618250,50.848,21.615
